int	string	int	string	int	float	float	float	float	float
304401	艺人教室	44	艺人每日可培养次数+22	4	22	0	0	0	0
304501	艺人教室	45	艺人每日可培养次数+22	4	22	0	0	0	0
304601	艺人教室	46	艺人每日可培养次数+23	4	23	0	0	0	0
304701	艺人教室	47	艺人每日可培养次数+23	4	23	0	0	0	0
304801	艺人教室	48	艺人每日可培养次数+24	4	24	0	0	0	0
304901	艺人教室	49	艺人每日可培养次数+24	4	24	0	0	0	0
305001	艺人教室	50	艺人每日可培养次数+25	4	25	0	0	0	0
300102	艺人教室	1	最大可拥有艺人数量+1	5	1	0	0	0	0
300202	艺人教室	2	最大可拥有艺人数量+1	5	1	0	0	0	0
300302	艺人教室	3	最大可拥有艺人数量+2	5	2	0	0	0	0
300402	艺人教室	4	最大可拥有艺人数量+2	5	2	0	0	0	0
300502	艺人教室	5	最大可拥有艺人数量+3	5	3	0	0	0	0
300602	艺人教室	6	最大可拥有艺人数量+3	5	3	0	0	0	0
300702	艺人教室	7	最大可拥有艺人数量+4	5	4	0	0	0	0
300802	艺人教室	8	最大可拥有艺人数量+4	5	4	0	0	0	0
300902	艺人教室	9	最大可拥有艺人数量+5	5	5	0	0	0	0
301002	艺人教室	10	最大可拥有艺人数量+5	5	5	0	0	0	0
301102	艺人教室	11	最大可拥有艺人数量+6	5	6	0	0	0	0
301202	艺人教室	12	最大可拥有艺人数量+6	5	6	0	0	0	0
301302	艺人教室	13	最大可拥有艺人数量+7	5	7	0	0	0	0
301402	艺人教室	14	最大可拥有艺人数量+7	5	7	0	0	0	0
301502	艺人教室	15	最大可拥有艺人数量+8	5	8	0	0	0	0
301602	艺人教室	16	最大可拥有艺人数量+8	5	8	0	0	0	0
301702	艺人教室	17	最大可拥有艺人数量+9	5	9	0	0	0	0
301802	艺人教室	18	最大可拥有艺人数量+9	5	9	0	0	0	0
301902	艺人教室	19	最大可拥有艺人数量+10	5	10	0	0	0	0
302002	艺人教室	20	最大可拥有艺人数量+10	5	10	0	0	0	0
302102	艺人教室	21	最大可拥有艺人数量+11	5	11	0	0	0	0
302202	艺人教室	22	最大可拥有艺人数量+11	5	11	0	0	0	0
302302	艺人教室	23	最大可拥有艺人数量+12	5	12	0	0	0	0
302402	艺人教室	24	最大可拥有艺人数量+12	5	12	0	0	0	0
302502	艺人教室	25	最大可拥有艺人数量+13	5	13	0	0	0	0
302602	艺人教室	26	最大可拥有艺人数量+13	5	13	0	0	0	0
302702	艺人教室	27	最大可拥有艺人数量+14	5	14	0	0	0	0
302802	艺人教室	28	最大可拥有艺人数量+14	5	14	0	0	0	0
302902	艺人教室	29	最大可拥有艺人数量+15	5	15	0	0	0	0
303002	艺人教室	30	最大可拥有艺人数量+15	5	15	0	0	0	0
303102	艺人教室	31	最大可拥有艺人数量+16	5	16	0	0	0	0
303202	艺人教室	32	最大可拥有艺人数量+16	5	16	0	0	0	0
303302	艺人教室	33	最大可拥有艺人数量+17	5	17	0	0	0	0
303402	艺人教室	34	最大可拥有艺人数量+17	5	17	0	0	0	0
303502	艺人教室	35	最大可拥有艺人数量+18	5	18	0	0	0	0
303602	艺人教室	36	最大可拥有艺人数量+18	5	18	0	0	0	0
303702	艺人教室	37	最大可拥有艺人数量+19	5	19	0	0	0	0
303802	艺人教室	38	最大可拥有艺人数量+19	5	19	0	0	0	0
303902	艺人教室	39	最大可拥有艺人数量+20	5	20	0	0	0	0
304002	艺人教室	40	最大可拥有艺人数量+20	5	20	0	0	0	0
304102	艺人教室	41	最大可拥有艺人数量+21	5	21	0	0	0	0
304202	艺人教室	42	最大可拥有艺人数量+21	5	21	0	0	0	0
304302	艺人教室	43	最大可拥有艺人数量+22	5	22	0	0	0	0
304402	艺人教室	44	最大可拥有艺人数量+22	5	22	0	0	0	0
304502	艺人教室	45	最大可拥有艺人数量+23	5	23	0	0	0	0
304602	艺人教室	46	最大可拥有艺人数量+23	5	23	0	0	0	0
304702	艺人教室	47	最大可拥有艺人数量+24	5	24	0	0	0	0
304802	艺人教室	48	最大可拥有艺人数量+24	5	24	0	0	0	0
304902	艺人教室	49	最大可拥有艺人数量+25	5	25	0	0	0	0
305002	艺人教室	50	最大可拥有艺人数量+25	5	25	0	0	0	0
400101	市场部	1	市场征服的最大金币和粉丝容量增加2%	6	2	0	0	0	0
400201	市场部	2	市场征服的最大金币和粉丝容量增加4%	6	4	0	0	0	0
400301	市场部	3	市场征服的最大金币和粉丝容量增加6%	6	6	0	0	0	0
400401	市场部	4	市场征服的最大金币和粉丝容量增加8%	6	8	0	0	0	0
400501	市场部	5	市场征服的最大金币和粉丝容量增加10%	6	10	0	0	0	0
400601	市场部	6	市场征服的最大金币和粉丝容量增加12%	6	12	0	0	0	0
400701	市场部	7	市场征服的最大金币和粉丝容量增加14%	6	14	0	0	0	0
400801	市场部	8	市场征服的最大金币和粉丝容量增加16%	6	16	0	0	0	0
400901	市场部	9	市场征服的最大金币和粉丝容量增加18%	6	18	0	0	0	0
401001	市场部	10	市场征服的最大金币和粉丝容量增加20%	6	20	0	0	0	0
401101	市场部	11	市场征服的最大金币和粉丝容量增加22%	6	22	0	0	0	0
401201	市场部	12	市场征服的最大金币和粉丝容量增加24%	6	24	0	0	0	0
401301	市场部	13	市场征服的最大金币和粉丝容量增加26%	6	26	0	0	0	0
401401	市场部	14	市场征服的最大金币和粉丝容量增加28%	6	28	0	0	0	0
401501	市场部	15	市场征服的最大金币和粉丝容量增加30%	6	30	0	0	0	0
401601	市场部	16	市场征服的最大金币和粉丝容量增加32%	6	32	0	0	0	0
401701	市场部	17	市场征服的最大金币和粉丝容量增加34%	6	34	0	0	0	0
401801	市场部	18	市场征服的最大金币和粉丝容量增加36%	6	36	0	0	0	0
401901	市场部	19	市场征服的最大金币和粉丝容量增加38%	6	38	0	0	0	0
402001	市场部	20	市场征服的最大金币和粉丝容量增加40%	6	40	0	0	0	0
402101	市场部	21	市场征服的最大金币和粉丝容量增加42%	6	42	0	0	0	0
402201	市场部	22	市场征服的最大金币和粉丝容量增加44%	6	44	0	0	0	0
402301	市场部	23	市场征服的最大金币和粉丝容量增加46%	6	46	0	0	0	0
402401	市场部	24	市场征服的最大金币和粉丝容量增加48%	6	48	0	0	0	0
402501	市场部	25	市场征服的最大金币和粉丝容量增加50%	6	50	0	0	0	0
402601	市场部	26	市场征服的最大金币和粉丝容量增加52%	6	52	0	0	0	0
402701	市场部	27	市场征服的最大金币和粉丝容量增加54%	6	54	0	0	0	0
402801	市场部	28	市场征服的最大金币和粉丝容量增加56%	6	56	0	0	0	0
402901	市场部	29	市场征服的最大金币和粉丝容量增加58%	6	58	0	0	0	0
403001	市场部	30	市场征服的最大金币和粉丝容量增加60%	6	60	0	0	0	0
403101	市场部	31	市场征服的最大金币和粉丝容量增加62%	6	62	0	0	0	0
403201	市场部	32	市场征服的最大金币和粉丝容量增加64%	6	64	0	0	0	0
403301	市场部	33	市场征服的最大金币和粉丝容量增加66%	6	66	0	0	0	0
403401	市场部	34	市场征服的最大金币和粉丝容量增加68%	6	68	0	0	0	0
403501	市场部	35	市场征服的最大金币和粉丝容量增加70%	6	70	0	0	0	0
403601	市场部	36	市场征服的最大金币和粉丝容量增加72%	6	72	0	0	0	0
403701	市场部	37	市场征服的最大金币和粉丝容量增加74%	6	74	0	0	0	0
403801	市场部	38	市场征服的最大金币和粉丝容量增加76%	6	76	0	0	0	0
403901	市场部	39	市场征服的最大金币和粉丝容量增加78%	6	78	0	0	0	0
404001	市场部	40	市场征服的最大金币和粉丝容量增加80%	6	80	0	0	0	0
404101	市场部	41	市场征服的最大金币和粉丝容量增加82%	6	82	0	0	0	0
404201	市场部	42	市场征服的最大金币和粉丝容量增加84%	6	84	0	0	0	0
404301	市场部	43	市场征服的最大金币和粉丝容量增加86%	6	86	0	0	0	0
404401	市场部	44	市场征服的最大金币和粉丝容量增加88%	6	88	0	0	0	0
404501	市场部	45	市场征服的最大金币和粉丝容量增加90%	6	90	0	0	0	0
404601	市场部	46	市场征服的最大金币和粉丝容量增加92%	6	92	0	0	0	0
404701	市场部	47	市场征服的最大金币和粉丝容量增加94%	6	94	0	0	0	0
404801	市场部	48	市场征服的最大金币和粉丝容量增加96%	6	96	0	0	0	0
404901	市场部	49	市场征服的最大金币和粉丝容量增加98%	6	98	0	0	0	0
405001	市场部	50	市场征服的最大金币和粉丝容量增加100%	6	100	0	0	0	0
500101	宣传部	1	电影上映后获得的粉丝数增加0%	7	0	0	0	0	0
500201	宣传部	2	电影上映后获得的粉丝数增加2.5%	7	2.5	0	0	0	0
500301	宣传部	3	电影上映后获得的粉丝数增加5%	7	5	0	0	0	0
500401	宣传部	4	电影上映后获得的粉丝数增加7.5%	7	7.5	0	0	0	0
500501	宣传部	5	电影上映后获得的粉丝数增加10%	7	10	0	0	0	0
500601	宣传部	6	电影上映后获得的粉丝数增加12.5%	7	12.5	0	0	0	0
500701	宣传部	7	电影上映后获得的粉丝数增加15%	7	15	0	0	0	0
500801	宣传部	8	电影上映后获得的粉丝数增加17.5%	7	17.5	0	0	0	0
500901	宣传部	9	电影上映后获得的粉丝数增加20%	7	20	0	0	0	0
501001	宣传部	10	电影上映后获得的粉丝数增加22.5%	7	22.5	0	0	0	0
501101	宣传部	11	电影上映后获得的粉丝数增加25%	7	25	0	0	0	0
501201	宣传部	12	电影上映后获得的粉丝数增加27.5%	7	27.5	0	0	0	0
501301	宣传部	13	电影上映后获得的粉丝数增加30%	7	30	0	0	0	0
501401	宣传部	14	电影上映后获得的粉丝数增加32.5%	7	32.5	0	0	0	0
501501	宣传部	15	电影上映后获得的粉丝数增加35%	7	35	0	0	0	0
501601	宣传部	16	电影上映后获得的粉丝数增加37.5%	7	37.5	0	0	0	0
501701	宣传部	17	电影上映后获得的粉丝数增加40%	7	40	0	0	0	0
501801	宣传部	18	电影上映后获得的粉丝数增加42.5%	7	42.5	0	0	0	0
501901	宣传部	19	电影上映后获得的粉丝数增加45%	7	45	0	0	0	0
502001	宣传部	20	电影上映后获得的粉丝数增加47.5%	7	47.5	0	0	0	0
502101	宣传部	21	电影上映后获得的粉丝数增加50%	7	50	0	0	0	0
502201	宣传部	22	电影上映后获得的粉丝数增加52.5%	7	52.5	0	0	0	0
502301	宣传部	23	电影上映后获得的粉丝数增加55%	7	55	0	0	0	0
502401	宣传部	24	电影上映后获得的粉丝数增加57.5%	7	57.5	0	0	0	0
502501	宣传部	25	电影上映后获得的粉丝数增加60%	7	60	0	0	0	0
502601	宣传部	26	电影上映后获得的粉丝数增加62.5%	7	62.5	0	0	0	0
502701	宣传部	27	电影上映后获得的粉丝数增加65%	7	65	0	0	0	0
502801	宣传部	28	电影上映后获得的粉丝数增加67.5%	7	67.5	0	0	0	0
502901	宣传部	29	电影上映后获得的粉丝数增加70%	7	70	0	0	0	0
503001	宣传部	30	电影上映后获得的粉丝数增加72.5%	7	72.5	0	0	0	0
503101	宣传部	31	电影上映后获得的粉丝数增加75%	7	75	0	0	0	0
503201	宣传部	32	电影上映后获得的粉丝数增加77.5%	7	77.5	0	0	0	0
503301	宣传部	33	电影上映后获得的粉丝数增加80%	7	80	0	0	0	0
503401	宣传部	34	电影上映后获得的粉丝数增加82.5%	7	82.5	0	0	0	0
503501	宣传部	35	电影上映后获得的粉丝数增加85%	7	85	0	0	0	0
503601	宣传部	36	电影上映后获得的粉丝数增加87.5%	7	87.5	0	0	0	0
503701	宣传部	37	电影上映后获得的粉丝数增加90%	7	90	0	0	0	0
503801	宣传部	38	电影上映后获得的粉丝数增加92.5%	7	92.5	0	0	0	0
503901	宣传部	39	电影上映后获得的粉丝数增加95%	7	95	0	0	0	0
504001	宣传部	40	电影上映后获得的粉丝数增加97.5%	7	97.5	0	0	0	0
504101	宣传部	41	电影上映后获得的粉丝数增加100%	7	100	0	0	0	0
504201	宣传部	42	电影上映后获得的粉丝数增加102.5%	7	102.5	0	0	0	0
504301	宣传部	43	电影上映后获得的粉丝数增加105%	7	105	0	0	0	0
504401	宣传部	44	电影上映后获得的粉丝数增加107.5%	7	107.5	0	0	0	0
504501	宣传部	45	电影上映后获得的粉丝数增加110%	7	110	0	0	0	0
504601	宣传部	46	电影上映后获得的粉丝数增加112.5%	7	112.5	0	0	0	0
504701	宣传部	47	电影上映后获得的粉丝数增加115%	7	115	0	0	0	0
504801	宣传部	48	电影上映后获得的粉丝数增加117.5%	7	117.5	0	0	0	0
504901	宣传部	49	电影上映后获得的粉丝数增加120%	7	120	0	0	0	0
505001	宣传部	50	电影上映后获得的粉丝数增加122.5%	7	122.5	0	0	0	0
500102	宣传部	1	拍摄电影时观众的期待值增加1%	8	1	0	0	0	0
500202	宣传部	2	拍摄电影时观众的期待值增加2%	8	2	0	0	0	0
500302	宣传部	3	拍摄电影时观众的期待值增加3%	8	3	0	0	0	0
500402	宣传部	4	拍摄电影时观众的期待值增加4%	8	4	0	0	0	0
500502	宣传部	5	拍摄电影时观众的期待值增加5%	8	5	0	0	0	0
500602	宣传部	6	拍摄电影时观众的期待值增加6%	8	6	0	0	0	0
500702	宣传部	7	拍摄电影时观众的期待值增加7%	8	7	0	0	0	0
500802	宣传部	8	拍摄电影时观众的期待值增加8%	8	8	0	0	0	0
500902	宣传部	9	拍摄电影时观众的期待值增加9%	8	9	0	0	0	0
501002	宣传部	10	拍摄电影时观众的期待值增加10%	8	10	0	0	0	0
501102	宣传部	11	拍摄电影时观众的期待值增加11%	8	11	0	0	0	0
501202	宣传部	12	拍摄电影时观众的期待值增加12%	8	12	0	0	0	0
501302	宣传部	13	拍摄电影时观众的期待值增加13%	8	13	0	0	0	0
501402	宣传部	14	拍摄电影时观众的期待值增加14%	8	14	0	0	0	0
501502	宣传部	15	拍摄电影时观众的期待值增加15%	8	15	0	0	0	0
501602	宣传部	16	拍摄电影时观众的期待值增加16%	8	16	0	0	0	0
501702	宣传部	17	拍摄电影时观众的期待值增加17%	8	17	0	0	0	0
501802	宣传部	18	拍摄电影时观众的期待值增加18%	8	18	0	0	0	0
501902	宣传部	19	拍摄电影时观众的期待值增加19%	8	19	0	0	0	0
502002	宣传部	20	拍摄电影时观众的期待值增加20%	8	20	0	0	0	0
502102	宣传部	21	拍摄电影时观众的期待值增加21%	8	21	0	0	0	0
502202	宣传部	22	拍摄电影时观众的期待值增加22%	8	22	0	0	0	0
502302	宣传部	23	拍摄电影时观众的期待值增加23%	8	23	0	0	0	0
502402	宣传部	24	拍摄电影时观众的期待值增加24%	8	24	0	0	0	0
502502	宣传部	25	拍摄电影时观众的期待值增加25%	8	25	0	0	0	0
502602	宣传部	26	拍摄电影时观众的期待值增加26%	8	26	0	0	0	0
502702	宣传部	27	拍摄电影时观众的期待值增加27%	8	27	0	0	0	0
502802	宣传部	28	拍摄电影时观众的期待值增加28%	8	28	0	0	0	0
502902	宣传部	29	拍摄电影时观众的期待值增加29%	8	29	0	0	0	0
503002	宣传部	30	拍摄电影时观众的期待值增加30%	8	30	0	0	0	0
503102	宣传部	31	拍摄电影时观众的期待值增加31%	8	31	0	0	0	0
503202	宣传部	32	拍摄电影时观众的期待值增加32%	8	32	0	0	0	0
503302	宣传部	33	拍摄电影时观众的期待值增加33%	8	33	0	0	0	0
503402	宣传部	34	拍摄电影时观众的期待值增加34%	8	34	0	0	0	0
503502	宣传部	35	拍摄电影时观众的期待值增加35%	8	35	0	0	0	0
503602	宣传部	36	拍摄电影时观众的期待值增加36%	8	36	0	0	0	0
503702	宣传部	37	拍摄电影时观众的期待值增加37%	8	37	0	0	0	0
503802	宣传部	38	拍摄电影时观众的期待值增加38%	8	38	0	0	0	0
503902	宣传部	39	拍摄电影时观众的期待值增加39%	8	39	0	0	0	0
504002	宣传部	40	拍摄电影时观众的期待值增加40%	8	40	0	0	0	0
504102	宣传部	41	拍摄电影时观众的期待值增加41%	8	41	0	0	0	0
504202	宣传部	42	拍摄电影时观众的期待值增加42%	8	42	0	0	0	0
504302	宣传部	43	拍摄电影时观众的期待值增加43%	8	43	0	0	0	0
504402	宣传部	44	拍摄电影时观众的期待值增加44%	8	44	0	0	0	0
504502	宣传部	45	拍摄电影时观众的期待值增加45%	8	45	0	0	0	0
504602	宣传部	46	拍摄电影时观众的期待值增加46%	8	46	0	0	0	0
504702	宣传部	47	拍摄电影时观众的期待值增加47%	8	47	0	0	0	0
504802	宣传部	48	拍摄电影时观众的期待值增加48%	8	48	0	0	0	0
504902	宣传部	49	拍摄电影时观众的期待值增加49%	8	49	0	0	0	0
505002	宣传部	50	拍摄电影时观众的期待值增加50%	8	50	0	0	0	0
600101	仓库	1	仓库容量增加50	9	50	0	0	0	0
600201	仓库	2	仓库容量增加100	9	100	0	0	0	0
600301	仓库	3	仓库容量增加150	9	150	0	0	0	0
600401	仓库	4	仓库容量增加200	9	200	0	0	0	0
600501	仓库	5	仓库容量增加250	9	250	0	0	0	0
600601	仓库	6	仓库容量增加300	9	300	0	0	0	0
600701	仓库	7	仓库容量增加350	9	350	0	0	0	0
600801	仓库	8	仓库容量增加400	9	400	0	0	0	0
600901	仓库	9	仓库容量增加450	9	450	0	0	0	0
601001	仓库	10	仓库容量增加500	9	500	0	0	0	0
601101	仓库	11	仓库容量增加550	9	570	0	0	0	0
601201	仓库	12	仓库容量增加600	9	640	0	0	0	0
601301	仓库	13	仓库容量增加650	9	710	0	0	0	0
601401	仓库	14	仓库容量增加700	9	780	0	0	0	0
601501	仓库	15	仓库容量增加750	9	850	0	0	0	0
601601	仓库	16	仓库容量增加800	9	920	0	0	0	0
601701	仓库	17	仓库容量增加850	9	990	0	0	0	0
601801	仓库	18	仓库容量增加900	9	1060	0	0	0	0
601901	仓库	19	仓库容量增加950	9	1130	0	0	0	0
602001	仓库	20	仓库容量增加1000	9	1200	0	0	0	0
602101	仓库	21	仓库容量增加1050	9	1290	0	0	0	0
602201	仓库	22	仓库容量增加1100	9	1380	0	0	0	0
602301	仓库	23	仓库容量增加1150	9	1470	0	0	0	0
602401	仓库	24	仓库容量增加1200	9	1560	0	0	0	0
602501	仓库	25	仓库容量增加1250	9	1650	0	0	0	0
602601	仓库	26	仓库容量增加1300	9	1740	0	0	0	0
602701	仓库	27	仓库容量增加1350	9	1830	0	0	0	0
602801	仓库	28	仓库容量增加1400	9	1920	0	0	0	0
602901	仓库	29	仓库容量增加1450	9	2010	0	0	0	0
603001	仓库	30	仓库容量增加1500	9	2100	0	0	0	0
603101	仓库	31	仓库容量增加1550	9	2210	0	0	0	0
603201	仓库	32	仓库容量增加1600	9	2320	0	0	0	0
603301	仓库	33	仓库容量增加1650	9	2430	0	0	0	0
603401	仓库	34	仓库容量增加1700	9	2540	0	0	0	0
603501	仓库	35	仓库容量增加1750	9	2650	0	0	0	0
603601	仓库	36	仓库容量增加1800	9	2760	0	0	0	0
603701	仓库	37	仓库容量增加1850	9	2870	0	0	0	0
603801	仓库	38	仓库容量增加1900	9	2980	0	0	0	0
603901	仓库	39	仓库容量增加1950	9	3090	0	0	0	0
604001	仓库	40	仓库容量增加2000	9	3200	0	0	0	0
604101	仓库	41	仓库容量增加2050	9	3330	0	0	0	0
604201	仓库	42	仓库容量增加2100	9	3460	0	0	0	0
604301	仓库	43	仓库容量增加2150	9	3590	0	0	0	0
604401	仓库	44	仓库容量增加2200	9	3720	0	0	0	0
604501	仓库	45	仓库容量增加2250	9	3850	0	0	0	0
604601	仓库	46	仓库容量增加2300	9	3980	0	0	0	0
604701	仓库	47	仓库容量增加2350	9	4110	0	0	0	0
604801	仓库	48	仓库容量增加2400	9	4240	0	0	0	0
604901	仓库	49	仓库容量增加2450	9	4370	0	0	0	0
605001	仓库	50	仓库容量增加2500	9	4500	0	0	0	0
700101	销售部	1	完成订单时得到的点赞数增加1%	10	1	0	0	0	0
700201	销售部	2	完成订单时得到的点赞数增加1%	10	1	0	0	0	0
700301	销售部	3	完成订单时得到的点赞数增加1%	10	1	0	0	0	0
700401	销售部	4	完成订单时得到的点赞数增加2%	10	2	0	0	0	0
700501	销售部	5	完成订单时得到的点赞数增加2%	10	2	0	0	0	0
700601	销售部	6	完成订单时得到的点赞数增加2%	10	2	0	0	0	0
700701	销售部	7	完成订单时得到的点赞数增加3%	10	3	0	0	0	0
700801	销售部	8	完成订单时得到的点赞数增加3%	10	3	0	0	0	0
700901	销售部	9	完成订单时得到的点赞数增加3%	10	3	0	0	0	0
701001	销售部	10	完成订单时得到的点赞数增加4%	10	4	0	0	0	0
701101	销售部	11	完成订单时得到的点赞数增加4%	10	4	0	0	0	0
701201	销售部	12	完成订单时得到的点赞数增加4%	10	4	0	0	0	0
701301	销售部	13	完成订单时得到的点赞数增加5%	10	5	0	0	0	0
701401	销售部	14	完成订单时得到的点赞数增加5%	10	5	0	0	0	0
701501	销售部	15	完成订单时得到的点赞数增加5%	10	5	0	0	0	0
701601	销售部	16	完成订单时得到的点赞数增加6%	10	6	0	0	0	0
701701	销售部	17	完成订单时得到的点赞数增加6%	10	6	0	0	0	0
701801	销售部	18	完成订单时得到的点赞数增加6%	10	6	0	0	0	0
701901	销售部	19	完成订单时得到的点赞数增加7%	10	7	0	0	0	0
702001	销售部	20	完成订单时得到的点赞数增加7%	10	7	0	0	0	0
702101	销售部	21	完成订单时得到的点赞数增加7%	10	7	0	0	0	0
702201	销售部	22	完成订单时得到的点赞数增加8%	10	8	0	0	0	0
702301	销售部	23	完成订单时得到的点赞数增加8%	10	8	0	0	0	0
702401	销售部	24	完成订单时得到的点赞数增加8%	10	8	0	0	0	0
702501	销售部	25	完成订单时得到的点赞数增加9%	10	9	0	0	0	0
702601	销售部	26	完成订单时得到的点赞数增加9%	10	9	0	0	0	0
702701	销售部	27	完成订单时得到的点赞数增加9%	10	9	0	0	0	0
702801	销售部	28	完成订单时得到的点赞数增加10%	10	10	0	0	0	0
702901	销售部	29	完成订单时得到的点赞数增加10%	10	10	0	0	0	0
703001	销售部	30	完成订单时得到的点赞数增加10%	10	10	0	0	0	0
703101	销售部	31	完成订单时得到的点赞数增加11%	10	11	0	0	0	0
703201	销售部	32	完成订单时得到的点赞数增加11%	10	11	0	0	0	0
703301	销售部	33	完成订单时得到的点赞数增加11%	10	11	0	0	0	0
703401	销售部	34	完成订单时得到的点赞数增加12%	10	12	0	0	0	0
703501	销售部	35	完成订单时得到的点赞数增加12%	10	12	0	0	0	0
703601	销售部	36	完成订单时得到的点赞数增加12%	10	12	0	0	0	0
703701	销售部	37	完成订单时得到的点赞数增加13%	10	13	0	0	0	0
703801	销售部	38	完成订单时得到的点赞数增加13%	10	13	0	0	0	0
703901	销售部	39	完成订单时得到的点赞数增加13%	10	13	0	0	0	0
704001	销售部	40	完成订单时得到的点赞数增加14%	10	14	0	0	0	0
704101	销售部	41	完成订单时得到的点赞数增加14%	10	14	0	0	0	0
704201	销售部	42	完成订单时得到的点赞数增加14%	10	14	0	0	0	0
704301	销售部	43	完成订单时得到的点赞数增加15%	10	15	0	0	0	0
704401	销售部	44	完成订单时得到的点赞数增加15%	10	15	0	0	0	0
704501	销售部	45	完成订单时得到的点赞数增加15%	10	15	0	0	0	0
704601	销售部	46	完成订单时得到的点赞数增加16%	10	16	0	0	0	0
704701	销售部	47	完成订单时得到的点赞数增加16%	10	16	0	0	0	0
704801	销售部	48	完成订单时得到的点赞数增加16%	10	16	0	0	0	0
704901	销售部	49	完成订单时得到的点赞数增加17%	10	17	0	0	0	0
705001	销售部	50	完成订单时得到的点赞数增加17%	10	17	0	0	0	0
700102	销售部	1	完成订单时得到的金币增加0%	11	2	0	0	0	0
700202	销售部	2	完成订单时得到的金币增加1%	11	2	1	0	0	0
700302	销售部	3	完成订单时得到的金币增加1%	11	2	1	0	0	0
700402	销售部	4	完成订单时得到的金币增加1%	11	2	1	0	0	0
700502	销售部	5	完成订单时得到的金币增加2%	11	2	2	0	0	0
700602	销售部	6	完成订单时得到的金币增加2%	11	2	2	0	0	0
700702	销售部	7	完成订单时得到的金币增加2%	11	2	2	0	0	0
700802	销售部	8	完成订单时得到的金币增加3%	11	2	3	0	0	0
700902	销售部	9	完成订单时得到的金币增加3%	11	2	3	0	0	0
701002	销售部	10	完成订单时得到的金币增加3%	11	2	3	0	0	0
701102	销售部	11	完成订单时得到的金币增加4%	11	2	4	0	0	0
701202	销售部	12	完成订单时得到的金币增加4%	11	2	4	0	0	0
701302	销售部	13	完成订单时得到的金币增加4%	11	2	4	0	0	0
701402	销售部	14	完成订单时得到的金币增加5%	11	2	5	0	0	0
701502	销售部	15	完成订单时得到的金币增加5%	11	2	5	0	0	0
701602	销售部	16	完成订单时得到的金币增加5%	11	2	5	0	0	0
701702	销售部	17	完成订单时得到的金币增加6%	11	2	6	0	0	0
701802	销售部	18	完成订单时得到的金币增加6%	11	2	6	0	0	0
701902	销售部	19	完成订单时得到的金币增加6%	11	2	6	0	0	0
702002	销售部	20	完成订单时得到的金币增加7%	11	2	7	0	0	0
702102	销售部	21	完成订单时得到的金币增加7%	11	2	7	0	0	0
702202	销售部	22	完成订单时得到的金币增加7%	11	2	7	0	0	0
702302	销售部	23	完成订单时得到的金币增加8%	11	2	8	0	0	0
702402	销售部	24	完成订单时得到的金币增加8%	11	2	8	0	0	0
702502	销售部	25	完成订单时得到的金币增加8%	11	2	8	0	0	0
702602	销售部	26	完成订单时得到的金币增加9%	11	2	9	0	0	0
702702	销售部	27	完成订单时得到的金币增加9%	11	2	9	0	0	0
702802	销售部	28	完成订单时得到的金币增加9%	11	2	9	0	0	0
702902	销售部	29	完成订单时得到的金币增加10%	11	2	10	0	0	0
703002	销售部	30	完成订单时得到的金币增加10%	11	2	10	0	0	0
703102	销售部	31	完成订单时得到的金币增加10%	11	2	10	0	0	0
703202	销售部	32	完成订单时得到的金币增加11%	11	2	11	0	0	0
703302	销售部	33	完成订单时得到的金币增加11%	11	2	11	0	0	0
703402	销售部	34	完成订单时得到的金币增加11%	11	2	11	0	0	0
703502	销售部	35	完成订单时得到的金币增加12%	11	2	12	0	0	0
703602	销售部	36	完成订单时得到的金币增加12%	11	2	12	0	0	0
703702	销售部	37	完成订单时得到的金币增加12%	11	2	12	0	0	0
703802	销售部	38	完成订单时得到的金币增加13%	11	2	13	0	0	0
703902	销售部	39	完成订单时得到的金币增加13%	11	2	13	0	0	0
704002	销售部	40	完成订单时得到的金币增加13%	11	2	13	0	0	0
704102	销售部	41	完成订单时得到的金币增加14%	11	2	14	0	0	0
704202	销售部	42	完成订单时得到的金币增加14%	11	2	14	0	0	0
704302	销售部	43	完成订单时得到的金币增加14%	11	2	14	0	0	0
704402	销售部	44	完成订单时得到的金币增加15%	11	2	15	0	0	0
704502	销售部	45	完成订单时得到的金币增加15%	11	2	15	0	0	0
704602	销售部	46	完成订单时得到的金币增加15%	11	2	15	0	0	0
704702	销售部	47	完成订单时得到的金币增加16%	11	2	16	0	0	0
704802	销售部	48	完成订单时得到的金币增加16%	11	2	16	0	0	0
704902	销售部	49	完成订单时得到的金币增加16%	11	2	16	0	0	0
705002	销售部	50	完成订单时得到的金币增加17%	11	2	17	0	0	0
700103	销售部	1	完成订单时得到的宣传册增加0	11	5005	0	0	0	0
700203	销售部	2	完成订单时得到的宣传册增加0	11	5005	0	0	0	0
700303	销售部	3	完成订单时得到的宣传册增加1	11	5005	1	0	0	0
700403	销售部	4	完成订单时得到的宣传册增加1	11	5005	1	0	0	0
700503	销售部	5	完成订单时得到的宣传册增加1	11	5005	1	0	0	0
700603	销售部	6	完成订单时得到的宣传册增加2	11	5005	2	0	0	0
700703	销售部	7	完成订单时得到的宣传册增加2	11	5005	2	0	0	0
700803	销售部	8	完成订单时得到的宣传册增加2	11	5005	2	0	0	0
700903	销售部	9	完成订单时得到的宣传册增加3	11	5005	3	0	0	0
701003	销售部	10	完成订单时得到的宣传册增加3	11	5005	3	0	0	0
