int	string	int	int	DTItemNum[]	int	DTBuildingReq[]	int	int[]	bool	int[]	string	string	int
4031	市场部	4	31	9002:505;2:9830000	1	4:30	1001	0	0	403101	解锁“市场”功能	提高城市占领可获得的最大收益	2204
4032	市场部	4	32	9002:522;2:11558000	1	4:31	1001	0	0	403201	解锁“市场”功能	提高城市占领可获得的最大收益	2204
4033	市场部	4	33	9002:539;2:13286000	1	4:32	1001	0	0	403301	解锁“市场”功能	提高城市占领可获得的最大收益	2204
4034	市场部	4	34	9002:556;2:15014000	1	4:33	1001	0	0	403401	解锁“市场”功能	提高城市占领可获得的最大收益	2204
4035	市场部	4	35	9002:573;2:16742000	1	4:34	1001	0	0	403501	解锁“市场”功能	提高城市占领可获得的最大收益	2204
4036	市场部	4	36	9002:590;2:18470000	1	4:35	1001	0	0	403601	解锁“市场”功能	提高城市占领可获得的最大收益	2204
4037	市场部	4	37	9002:607;2:20198000	1	4:36	1001	0	0	403701	解锁“市场”功能	提高城市占领可获得的最大收益	2204
4038	市场部	4	38	9002:624;2:21926000	1	4:37	1001	0	0	403801	解锁“市场”功能	提高城市占领可获得的最大收益	2204
4039	市场部	4	39	9002:641;2:23654000	1	4:38	1001	0	0	403901	解锁“市场”功能	提高城市占领可获得的最大收益	2204
4040	市场部	4	40	9002:658;2:25382000	1	4:39	1001	0	0	404001	解锁“市场”功能	提高城市占领可获得的最大收益	2204
4041	市场部	4	41	9002:675;2:27110000	1	4:40	1001	0	0	404101	解锁“市场”功能	提高城市占领可获得的最大收益	2204
4042	市场部	4	42	9002:692;2:28838000	1	4:41	1001	0	0	404201	解锁“市场”功能	提高城市占领可获得的最大收益	2204
4043	市场部	4	43	9002:709;2:30566000	1	4:42	1001	0	0	404301	解锁“市场”功能	提高城市占领可获得的最大收益	2204
4044	市场部	4	44	9002:726;2:32294000	1	4:43	1001	0	0	404401	解锁“市场”功能	提高城市占领可获得的最大收益	2204
4045	市场部	4	45	9002:743;2:34022000	1	4:44	1001	0	0	404501	解锁“市场”功能	提高城市占领可获得的最大收益	2204
4046	市场部	4	46	9002:760;2:35750000	1	4:45	1001	0	0	404601	解锁“市场”功能	提高城市占领可获得的最大收益	2204
4047	市场部	4	47	9002:777;2:37478000	1	4:46	1001	0	0	404701	解锁“市场”功能	提高城市占领可获得的最大收益	2204
4048	市场部	4	48	9002:794;2:39206000	1	4:47	1001	0	0	404801	解锁“市场”功能	提高城市占领可获得的最大收益	2204
4049	市场部	4	49	9002:811;2:40934000	1	4:48	1001	0	0	404901	解锁“市场”功能	提高城市占领可获得的最大收益	2204
4050	市场部	4	50	9002:828;2:42662000	1	4:49	1001	0	0	405001	解锁“市场”功能	提高城市占领可获得的最大收益	2204
5001	宣传部	5	1	9002:15;2:705	1	5:0;4:1	1001	5	1	500101;500102	无	增加电影上映后获得的粉丝和期待	2205
5002	宣传部	5	2	9002:30;2:1535	1	5:1	1001	0	0	500201;500202	无	增加电影上映后获得的粉丝和期待	2205
5003	宣传部	5	3	9002:45;2:5000	1	5:2	1001	0	0	500301;500302	无	增加电影上映后获得的粉丝和期待	2205
5004	宣传部	5	4	9002:60;2:19000	1	5:3	1001	0	0	500401;500402	无	增加电影上映后获得的粉丝和期待	2205
5005	宣传部	5	5	9002:83;2:48000	1	5:4	1001	0	0	500501;500502	无	增加电影上映后获得的粉丝和期待	2205
5006	宣传部	5	6	9002:96;2:64000	1	5:5	1001	0	0	500601;500602	无	增加电影上映后获得的粉丝和期待	2205
5007	宣传部	5	7	9002:109;2:72000	1	5:6	1001	0	0	500701;500702	无	增加电影上映后获得的粉丝和期待	2205
5008	宣传部	5	8	9002:122;2:96000	1	5:7	1001	0	0	500801;500802	无	增加电影上映后获得的粉丝和期待	2205
5009	宣传部	5	9	9002:138;2:109000	1	5:8	1001	0	0	500901;500902	无	增加电影上映后获得的粉丝和期待	2205
5010	宣传部	5	10	9002:148;2:146000	1	5:9	1001	0	0	501001;501002	无	增加电影上映后获得的粉丝和期待	2205
5011	宣传部	5	11	9002:165;2:164000	1	5:10	1001	0	0	501101;501102	无	增加电影上映后获得的粉丝和期待	2205
5012	宣传部	5	12	9002:182;2:218000	1	5:11	1001	0	0	501201;501202	无	增加电影上映后获得的粉丝和期待	2205
5013	宣传部	5	13	9002:199;2:326000	1	5:12	1001	0	0	501301;501302	无	增加电影上映后获得的粉丝和期待	2205
5014	宣传部	5	14	9002:216;2:434000	1	5:13	1001	0	0	501401;501402	无	增加电影上映后获得的粉丝和期待	2205
5015	宣传部	5	15	9002:233;2:542000	1	5:14	1001	0	0	501501;501502	无	增加电影上映后获得的粉丝和期待	2205
5016	宣传部	5	16	9002:250;2:758000	1	5:15	1001	0	0	501601;501602	无	增加电影上映后获得的粉丝和期待	2205
5017	宣传部	5	17	9002:267;2:974000	1	5:16	1001	0	0	501701;501702	无	增加电影上映后获得的粉丝和期待	2205
5018	宣传部	5	18	9002:284;2:1190000	1	5:17	1001	0	0	501801;501802	无	增加电影上映后获得的粉丝和期待	2205
5019	宣传部	5	19	9002:301;2:1406000	1	5:18	1001	0	0	501901;501902	无	增加电影上映后获得的粉丝和期待	2205
5020	宣传部	5	20	9002:318;2:1622000	1	5:19	1001	0	0	502001;502002	无	增加电影上映后获得的粉丝和期待	2205
5021	宣传部	5	21	9002:335;2:2054000	1	5:20	1001	0	0	502101;502102	无	增加电影上映后获得的粉丝和期待	2205
5022	宣传部	5	22	9002:352;2:2486000	1	5:21	1001	0	0	502201;502202	无	增加电影上映后获得的粉丝和期待	2205
5023	宣传部	5	23	9002:369;2:2918000	1	5:22	1001	0	0	502301;502302	无	增加电影上映后获得的粉丝和期待	2205
5024	宣传部	5	24	9002:386;2:3350000	1	5:23	1001	0	0	502401;502402	无	增加电影上映后获得的粉丝和期待	2205
5025	宣传部	5	25	9002:403;2:3782000	1	5:24	1001	0	0	502501;502502	无	增加电影上映后获得的粉丝和期待	2205
5026	宣传部	5	26	9002:420;2:4646000	1	5:25	1001	0	0	502601;502602	无	增加电影上映后获得的粉丝和期待	2205
5027	宣传部	5	27	9002:437;2:5510000	1	5:26	1001	0	0	502701;502702	无	增加电影上映后获得的粉丝和期待	2205
5028	宣传部	5	28	9002:454;2:6374000	1	5:27	1001	0	0	502801;502802	无	增加电影上映后获得的粉丝和期待	2205
5029	宣传部	5	29	9002:471;2:7238000	1	5:28	1001	0	0	502901;502902	无	增加电影上映后获得的粉丝和期待	2205
5030	宣传部	5	30	9002:488;2:8102000	1	5:29	1001	0	0	503001;503002	无	增加电影上映后获得的粉丝和期待	2205
5031	宣传部	5	31	9002:505;2:9830000	1	5:30	1001	0	0	503101;503102	无	增加电影上映后获得的粉丝和期待	2205
5032	宣传部	5	32	9002:522;2:11558000	1	5:31	1001	0	0	503201;503202	无	增加电影上映后获得的粉丝和期待	2205
5033	宣传部	5	33	9002:539;2:13286000	1	5:32	1001	0	0	503301;503302	无	增加电影上映后获得的粉丝和期待	2205
5034	宣传部	5	34	9002:556;2:15014000	1	5:33	1001	0	0	503401;503402	无	增加电影上映后获得的粉丝和期待	2205
5035	宣传部	5	35	9002:573;2:16742000	1	5:34	1001	0	0	503501;503502	无	增加电影上映后获得的粉丝和期待	2205
5036	宣传部	5	36	9002:590;2:18470000	1	5:35	1001	0	0	503601;503602	无	增加电影上映后获得的粉丝和期待	2205
5037	宣传部	5	37	9002:607;2:20198000	1	5:36	1001	0	0	503701;503702	无	增加电影上映后获得的粉丝和期待	2205
5038	宣传部	5	38	9002:624;2:21926000	1	5:37	1001	0	0	503801;503802	无	增加电影上映后获得的粉丝和期待	2205
5039	宣传部	5	39	9002:641;2:23654000	1	5:38	1001	0	0	503901;503902	无	增加电影上映后获得的粉丝和期待	2205
5040	宣传部	5	40	9002:658;2:25382000	1	5:39	1001	0	0	504001;504002	无	增加电影上映后获得的粉丝和期待	2205
5041	宣传部	5	41	9002:675;2:27110000	1	5:40	1001	0	0	504101;504102	无	增加电影上映后获得的粉丝和期待	2205
5042	宣传部	5	42	9002:692;2:28838000	1	5:41	1001	0	0	504201;504202	无	增加电影上映后获得的粉丝和期待	2205
5043	宣传部	5	43	9002:709;2:30566000	1	5:42	1001	0	0	504301;504302	无	增加电影上映后获得的粉丝和期待	2205
5044	宣传部	5	44	9002:726;2:32294000	1	5:43	1001	0	0	504401;504402	无	增加电影上映后获得的粉丝和期待	2205
5045	宣传部	5	45	9002:743;2:34022000	1	5:44	1001	0	0	504501;504502	无	增加电影上映后获得的粉丝和期待	2205
5046	宣传部	5	46	9002:760;2:35750000	1	5:45	1001	0	0	504601;504602	无	增加电影上映后获得的粉丝和期待	2205
5047	宣传部	5	47	9002:777;2:37478000	1	5:46	1001	0	0	504701;504702	无	增加电影上映后获得的粉丝和期待	2205
5048	宣传部	5	48	9002:794;2:39206000	1	5:47	1001	0	0	504801;504802	无	增加电影上映后获得的粉丝和期待	2205
5049	宣传部	5	49	9002:811;2:40934000	1	5:48	1001	0	0	504901;504902	无	增加电影上映后获得的粉丝和期待	2205
5050	宣传部	5	50	9002:828;2:42662000	1	5:49	1001	0	0	505001;505002	无	增加电影上映后获得的粉丝和期待	2205
6001	仓库	6	1	9003:10;2:1500	1	6:0;5:1	1001	10	1	600101	解锁“仓库”	增加仓库容量	2206
6002	仓库	6	2	9003:15;2:8000	1	6:1	1001	0	0	600201	解锁“仓库”	增加仓库容量	2206
6003	仓库	6	3	9003:15;2:10000	1	6:2	1001	0	0	600301	解锁“仓库”	增加仓库容量	2206
6004	仓库	6	4	9003:25;2:13000	1	6:3	1001	0	0	600401	解锁“仓库”	增加仓库容量	2206
6005	仓库	6	5	9003:25;2:15000	1	6:4	1001	0	0	600501	解锁“仓库”	增加仓库容量	2206
6006	仓库	6	6	9003:40;2:17000	1	6:5	1001	0	0	600601	解锁“仓库”	增加仓库容量	2206
6007	仓库	6	7	9003:40;2:31000	1	6:6	1001	0	0	600701	解锁“仓库”	增加仓库容量	2206
6008	仓库	6	8	9003:60;2:45000	1	6:7	1001	0	0	600801	解锁“仓库”	增加仓库容量	2206
6009	仓库	6	9	9003:60;2:59000	1	6:8	1001	0	0	600901	解锁“仓库”	增加仓库容量	2206
6010	仓库	6	10	9003:85;2:73000	1	6:9	1001	0	0	601001	解锁“仓库”	增加仓库容量	2206
6011	仓库	6	11	9003:85;2:87000	1	6:10	1001	0	0	601101	解锁“仓库”	增加仓库容量	2206
6012	仓库	6	12	9003:115;2:109000	1	6:11	1001	0	0	601201	解锁“仓库”	增加仓库容量	2206
6013	仓库	6	13	9003:115;2:131000	1	6:12	1001	0	0	601301	解锁“仓库”	增加仓库容量	2206
6014	仓库	6	14	9003:155;2:153000	1	6:13	1001	0	0	601401	解锁“仓库”	增加仓库容量	2206
6015	仓库	6	15	9003:155;2:175000	1	6:14	1001	0	0	601501	解锁“仓库”	增加仓库容量	2206
6016	仓库	6	16	9003:200;2:197000	1	6:15	1001	0	0	601601	解锁“仓库”	增加仓库容量	2206
6017	仓库	6	17	9003:200;2:219000	1	6:16	1001	0	0	601701	解锁“仓库”	增加仓库容量	2206
6018	仓库	6	18	9003:235;2:241000	1	6:17	1001	0	0	601801	解锁“仓库”	增加仓库容量	2206
6019	仓库	6	19	9003:235;2:263000	1	6:18	1001	0	0	601901	解锁“仓库”	增加仓库容量	2206
6020	仓库	6	20	9003:275;2:285000	1	6:19	1001	0	0	602001	解锁“仓库”	增加仓库容量	2206
6021	仓库	6	21	9003:275;2:341000	1	6:20	1001	0	0	602101	解锁“仓库”	增加仓库容量	2206
6022	仓库	6	22	9003:320;2:397000	1	6:21	1001	0	0	602201	解锁“仓库”	增加仓库容量	2206
6023	仓库	6	23	9003:320;2:453000	1	6:22	1001	0	0	602301	解锁“仓库”	增加仓库容量	2206
6024	仓库	6	24	9003:370;2:509000	1	6:23	1001	0	0	602401	解锁“仓库”	增加仓库容量	2206
6025	仓库	6	25	9003:370;2:565000	1	6:24	1001	0	0	602501	解锁“仓库”	增加仓库容量	2206
6026	仓库	6	26	9003:425;2:621000	1	6:25	1001	0	0	602601	解锁“仓库”	增加仓库容量	2206
6027	仓库	6	27	9003:425;2:677000	1	6:26	1001	0	0	602701	解锁“仓库”	增加仓库容量	2206
6028	仓库	6	28	9003:485;2:733000	1	6:27	1001	0	0	602801	解锁“仓库”	增加仓库容量	2206
6029	仓库	6	29	9003:485;2:789000	1	6:28	1001	0	0	602901	解锁“仓库”	增加仓库容量	2206
6030	仓库	6	30	9003:550;2:845000	1	6:29	1001	0	0	603001	解锁“仓库”	增加仓库容量	2206
6031	仓库	6	31	9003:550;2:957000	1	6:30	1001	0	0	603101	解锁“仓库”	增加仓库容量	2206
6032	仓库	6	32	9003:620;2:1069000	1	6:31	1001	0	0	603201	解锁“仓库”	增加仓库容量	2206
6033	仓库	6	33	9003:620;2:1181000	1	6:32	1001	0	0	603301	解锁“仓库”	增加仓库容量	2206
6034	仓库	6	34	9003:695;2:1293000	1	6:33	1001	0	0	603401	解锁“仓库”	增加仓库容量	2206
6035	仓库	6	35	9003:695;2:1405000	1	6:34	1001	0	0	603501	解锁“仓库”	增加仓库容量	2206
6036	仓库	6	36	9003:775;2:1517000	1	6:35	1001	0	0	603601	解锁“仓库”	增加仓库容量	2206
6037	仓库	6	37	9003:775;2:1629000	1	6:36	1001	0	0	603701	解锁“仓库”	增加仓库容量	2206
6038	仓库	6	38	9003:860;2:1741000	1	6:37	1001	0	0	603801	解锁“仓库”	增加仓库容量	2206
6039	仓库	6	39	9003:860;2:1853000	1	6:38	1001	0	0	603901	解锁“仓库”	增加仓库容量	2206
6040	仓库	6	40	9003:950;2:1965000	1	6:39	1001	0	0	604001	解锁“仓库”	增加仓库容量	2206
6041	仓库	6	41	9003:950;2:2077000	1	6:40	1001	0	0	604101	解锁“仓库”	增加仓库容量	2206
6042	仓库	6	42	9003:1045;2:2189000	1	6:41	1001	0	0	604201	解锁“仓库”	增加仓库容量	2206
6043	仓库	6	43	9003:1045;2:2301000	1	6:42	1001	0	0	604301	解锁“仓库”	增加仓库容量	2206
6044	仓库	6	44	9003:1145;2:2413000	1	6:43	1001	0	0	604401	解锁“仓库”	增加仓库容量	2206
6045	仓库	6	45	9003:1145;2:2525000	1	6:44	1001	0	0	604501	解锁“仓库”	增加仓库容量	2206
6046	仓库	6	46	9003:1250;2:2637000	1	6:45	1001	0	0	604601	解锁“仓库”	增加仓库容量	2206
6047	仓库	6	47	9003:1250;2:2749000	1	6:46	1001	0	0	604701	解锁“仓库”	增加仓库容量	2206
6048	仓库	6	48	9003:1360;2:2861000	1	6:47	1001	0	0	604801	解锁“仓库”	增加仓库容量	2206
6049	仓库	6	49	9003:1360;2:2973000	1	6:48	1001	0	0	604901	解锁“仓库”	增加仓库容量	2206
6050	仓库	6	50	9003:1475;2:3085000	1	6:49	1001	0	0	605001	解锁“仓库”	增加仓库容量	2206
7001	销售部	7	1	9002:15;2:705	1	7:0;6:1	1001	0	1	700101;700102;700103	无	增加完成订单的奖励	2207
7002	销售部	7	2	9002:30;2:1535	1	7:1	1001	0	0	700201;700202;700203	无	增加完成订单的奖励	2207
7003	销售部	7	3	9002:80;2:5000	1	7:2	1001	0	0	700301;700302;700303	无	增加完成订单的奖励	2207
7004	销售部	7	4	9002:130;2:19000	1	7:3	1001	0	0	700401;700402;700403	无	增加完成订单的奖励	2207
7005	销售部	7	5	9002:180;2:48000	1	7:4	1001	0	0	700501;700502;700503	无	增加完成订单的奖励	2207
7006	销售部	7	6	9002:230;2:64000	1	7:5	1001	0	0	700601;700602;700603	无	增加完成订单的奖励	2207
7007	销售部	7	7	9002:280;2:72000	1	7:6	1001	0	0	700701;700702;700703	无	增加完成订单的奖励	2207
7008	销售部	7	8	9002:330;2:96000	1	7:7	1001	0	0	700801;700802;700803	无	增加完成订单的奖励	2207
7009	销售部	7	9	9002:380;2:109000	1	7:8	1001	0	0	700901;700902;700903	无	增加完成订单的奖励	2207
7010	销售部	7	10	9002:430;2:146000	1	7:9	1001	0	0	701001;701002;701003	无	增加完成订单的奖励	2207
7011	销售部	7	11	9002:480;2:164000	1	7:10	1001	0	0	701101;701102;701103	无	增加完成订单的奖励	2207
7012	销售部	7	12	9002:530;2:218000	1	7:11	1001	0	0	701201;701202;701203	无	增加完成订单的奖励	2207
7013	销售部	7	13	9002:580;2:326000	1	7:12	1001	0	0	701301;701302;701303	无	增加完成订单的奖励	2207
7014	销售部	7	14	9002:630;2:434000	1	7:13	1001	0	0	701401;701402;701403	无	增加完成订单的奖励	2207
7015	销售部	7	15	9002:680;2:542000	1	7:14	1001	0	0	701501;701502;701503	无	增加完成订单的奖励	2207
7016	销售部	7	16	9002:730;2:758000	1	7:15	1001	0	0	701601;701602;701603	无	增加完成订单的奖励	2207
7017	销售部	7	17	9002:780;2:974000	1	7:16	1001	0	0	701701;701702;701703	无	增加完成订单的奖励	2207
7018	销售部	7	18	9002:830;2:1190000	1	7:17	1001	0	0	701801;701802;701803	无	增加完成订单的奖励	2207
7019	销售部	7	19	9002:880;2:1406000	1	7:18	1001	0	0	701901;701902;701903	无	增加完成订单的奖励	2207
7020	销售部	7	20	9002:930;2:1622000	1	7:19	1001	0	0	702001;702002;702003	无	增加完成订单的奖励	2207
7021	销售部	7	21	9002:980;2:2054000	1	7:20	1001	0	0	702101;702102;702103	无	增加完成订单的奖励	2207
7022	销售部	7	22	9002:1030;2:2486000	1	7:21	1001	0	0	702201;702202;702203	无	增加完成订单的奖励	2207
7023	销售部	7	23	9002:1080;2:2918000	1	7:22	1001	0	0	702301;702302;702303	无	增加完成订单的奖励	2207
7024	销售部	7	24	9002:1130;2:3350000	1	7:23	1001	0	0	702401;702402;702403	无	增加完成订单的奖励	2207
7025	销售部	7	25	9002:1180;2:3782000	1	7:24	1001	0	0	702501;702502;702503	无	增加完成订单的奖励	2207
7026	销售部	7	26	9002:1230;2:4646000	1	7:25	1001	0	0	702601;702602;702603	无	增加完成订单的奖励	2207
7027	销售部	7	27	9002:1280;2:5510000	1	7:26	1001	0	0	702701;702702;702703	无	增加完成订单的奖励	2207
7028	销售部	7	28	9002:1330;2:6374000	1	7:27	1001	0	0	702801;702802;702803	无	增加完成订单的奖励	2207
7029	销售部	7	29	9002:1380;2:7238000	1	7:28	1001	0	0	702901;702902;702903	无	增加完成订单的奖励	2207
7030	销售部	7	30	9002:1430;2:8102000	1	7:29	1001	0	0	703001;703002;703003	无	增加完成订单的奖励	2207
7031	销售部	7	31	9002:1480;2:9830000	1	7:30	1001	0	0	703101;703102;703103	无	增加完成订单的奖励	2207
7032	销售部	7	32	9002:1530;2:11558000	1	7:31	1001	0	0	703201;703202;703203	无	增加完成订单的奖励	2207
7033	销售部	7	33	9002:1580;2:13286000	1	7:32	1001	0	0	703301;703302;703303	无	增加完成订单的奖励	2207
7034	销售部	7	34	9002:1630;2:15014000	1	7:33	1001	0	0	703401;703402;703403	无	增加完成订单的奖励	2207
7035	销售部	7	35	9002:1680;2:16742000	1	7:34	1001	0	0	703501;703502;703503	无	增加完成订单的奖励	2207
7036	销售部	7	36	9002:1730;2:18470000	1	7:35	1001	0	0	703601;703602;703603	无	增加完成订单的奖励	2207
7037	销售部	7	37	9002:1780;2:20198000	1	7:36	1001	0	0	703701;703702;703703	无	增加完成订单的奖励	2207
7038	销售部	7	38	9002:1830;2:21926000	1	7:37	1001	0	0	703801;703802;703803	无	增加完成订单的奖励	2207
7039	销售部	7	39	9002:1880;2:23654000	1	7:38	1001	0	0	703901;703902;703903	无	增加完成订单的奖励	2207
7040	销售部	7	40	9002:1930;2:25382000	1	7:39	1001	0	0	704001;704002;704003	无	增加完成订单的奖励	2207
7041	销售部	7	41	9002:1980;2:27110000	1	7:40	1001	0	0	704101;704102;704103	无	增加完成订单的奖励	2207
7042	销售部	7	42	9002:2030;2:28838000	1	7:41	1001	0	0	704201;704202;704203	无	增加完成订单的奖励	2207
7043	销售部	7	43	9002:2080;2:30566000	1	7:42	1001	0	0	704301;704302;704303	无	增加完成订单的奖励	2207
7044	销售部	7	44	9002:2130;2:32294000	1	7:43	1001	0	0	704401;704402;704403	无	增加完成订单的奖励	2207
7045	销售部	7	45	9002:2180;2:34022000	1	7:44	1001	0	0	704501;704502;704503	无	增加完成订单的奖励	2207
7046	销售部	7	46	9002:2230;2:35750000	1	7:45	1001	0	0	704601;704602;704603	无	增加完成订单的奖励	2207
7047	销售部	7	47	9002:2280;2:37478000	1	7:46	1001	0	0	704701;704702;704703	无	增加完成订单的奖励	2207
7048	销售部	7	48	9002:2330;2:39206000	1	7:47	1001	0	0	704801;704802;704803	无	增加完成订单的奖励	2207
7049	销售部	7	49	9002:2380;2:40934000	1	7:48	1001	0	0	704901;704902;704903	无	增加完成订单的奖励	2207
7050	销售部	7	50	9002:2430;2:42662000	1	7:49	1001	0	0	705001;705002;705003	无	增加完成订单的奖励	2207
8001	商务部	8	1	9002:10;2:705	1	8:0;7:1	1001	6	1	800101	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8002	商务部	8	2	9002:20;2:1535	1	8:1	1001	0	0	800201	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8003	商务部	8	3	9002:40;2:5000	1	8:2	1001	0	0	800301	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8004	商务部	8	4	9002:83;2:19000	1	8:3	1001	0	0	800401	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8005	商务部	8	5	9002:109;2:48000	1	8:4	1001	0	0	800501	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8006	商务部	8	6	9002:135;2:64000	1	8:5	1001	0	0	800601	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8007	商务部	8	7	9002:161;2:72000	1	8:6	1001	0	0	800701	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8008	商务部	8	8	9002:187;2:96000	1	8:7	1001	0	0	800801	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8009	商务部	8	9	9002:213;2:109000	1	8:8	1001	0	0	800901	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8010	商务部	8	10	9002:236;2:146000	1	8:9	1001	0	0	801001	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8011	商务部	8	11	9002:259;2:164000	1	8:10	1001	0	0	801101	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8012	商务部	8	12	9002:282;2:218000	1	8:11	1001	0	0	801201	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8013	商务部	8	13	9002:305;2:326000	1	8:12	1001	0	0	801301	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8014	商务部	8	14	9002:328;2:434000	1	8:13	1001	0	0	801401	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8015	商务部	8	15	9002:351;2:542000	1	8:14	1001	0	0	801501	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8016	商务部	8	16	9002:374;2:758000	1	8:15	1001	0	0	801601	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8017	商务部	8	17	9002:397;2:974000	1	8:16	1001	0	0	801701	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8018	商务部	8	18	9002:420;2:1190000	1	8:17	1001	0	0	801801	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8019	商务部	8	19	9002:443;2:1406000	1	8:18	1001	0	0	801901	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8020	商务部	8	20	9002:466;2:1622000	1	8:19	1001	0	0	802001	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8021	商务部	8	21	9002:489;2:2054000	1	8:20	1001	0	0	802101	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8022	商务部	8	22	9002:512;2:2486000	1	8:21	1001	0	0	802201	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8023	商务部	8	23	9002:535;2:2918000	1	8:22	1001	0	0	802301	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8024	商务部	8	24	9002:558;2:3350000	1	8:23	1001	0	0	802401	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8025	商务部	8	25	9002:581;2:3782000	1	8:24	1001	0	0	802501	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8026	商务部	8	26	9002:604;2:4646000	1	8:25	1001	0	0	802601	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8027	商务部	8	27	9002:627;2:5510000	1	8:26	1001	0	0	802701	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8028	商务部	8	28	9002:650;2:6374000	1	8:27	1001	0	0	802801	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8029	商务部	8	29	9002:673;2:7238000	1	8:28	1001	0	0	802901	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8030	商务部	8	30	9002:696;2:8102000	1	8:29	1001	0	0	803001	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8031	商务部	8	31	9002:719;2:9830000	1	8:30	1001	0	0	803101	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8032	商务部	8	32	9002:742;2:11558000	1	8:31	1001	0	0	803201	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8033	商务部	8	33	9002:765;2:13286000	1	8:32	1001	0	0	803301	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8034	商务部	8	34	9002:788;2:15014000	1	8:33	1001	0	0	803401	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8035	商务部	8	35	9002:811;2:16742000	1	8:34	1001	0	0	803501	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8036	商务部	8	36	9002:834;2:18470000	1	8:35	1001	0	0	803601	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8037	商务部	8	37	9002:857;2:20198000	1	8:36	1001	0	0	803701	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8038	商务部	8	38	9002:880;2:21926000	1	8:37	1001	0	0	803801	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8039	商务部	8	39	9002:903;2:23654000	1	8:38	1001	0	0	803901	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8040	商务部	8	40	9002:926;2:25382000	1	8:39	1001	0	0	804001	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8041	商务部	8	41	9002:949;2:27110000	1	8:40	1001	0	0	804101	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8042	商务部	8	42	9002:972;2:28838000	1	8:41	1001	0	0	804201	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8043	商务部	8	43	9002:995;2:30566000	1	8:42	1001	0	0	804301	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8044	商务部	8	44	9002:1018;2:32294000	1	8:43	1001	0	0	804401	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8045	商务部	8	45	9002:1041;2:34022000	1	8:44	1001	0	0	804501	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8046	商务部	8	46	9002:1064;2:35750000	1	8:45	1001	0	0	804601	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8047	商务部	8	47	9002:1087;2:37478000	1	8:46	1001	0	0	804701	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8048	商务部	8	48	9002:1110;2:39206000	1	8:47	1001	0	0	804801	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8049	商务部	8	49	9002:1133;2:40934000	1	8:48	1001	0	0	804901	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
8050	商务部	8	50	9002:1156;2:42662000	1	8:49	1001	0	0	805001	解锁第一档生产线升级功能	增加第一档生产线等级上限	2208
9001	办公室	9	1	9002:30;2:705	12	9:0;8:1	1001	13	1	900101;900102	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
