int	int	int	int	string	string	string	string	string	string	int	int[]	int	float	int
102002	1020	2	60	Best partner：Attractive	最佳拍档：高颜值	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at attractive role[/color]	与擅长[color=#4876FF]高颜值[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1017	1007	2	0
102003	1020	3	90	Best partner：Attractive	最佳拍档：高颜值	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at attractive role[/color]	与擅长[color=#4876FF]高颜值[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1017	1007	3	0
102004	1020	4	120	Best partner：Attractive	最佳拍档：高颜值	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at attractive role[/color]	与擅长[color=#4876FF]高颜值[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1017	1007	4	0
102005	1020	5	150	Best partner：Attractive	最佳拍档：高颜值	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at attractive role[/color]	与擅长[color=#4876FF]高颜值[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1017	1007	5	0
102006	1020	6	180	Best partner：Attractive	最佳拍档：高颜值	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at attractive role[/color]	与擅长[color=#4876FF]高颜值[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1017	1007	6	0
102007	1020	7	210	Best partner：Attractive	最佳拍档：高颜值	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at attractive role[/color]	与擅长[color=#4876FF]高颜值[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1017	1007	7	0
102008	1020	8	240	Best partner：Attractive	最佳拍档：高颜值	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at attractive role[/color]	与擅长[color=#4876FF]高颜值[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1017	1007	8	0
102009	1020	9	270	Best partner：Attractive	最佳拍档：高颜值	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at attractive role[/color]	与擅长[color=#4876FF]高颜值[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1017	1007	9	0
102010	1020	10	300	Best partner：Attractive	最佳拍档：高颜值	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at attractive role[/color]	与擅长[color=#4876FF]高颜值[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1017	1007	10	0
102011	1020	11	330	Best partner：Attractive	最佳拍档：高颜值	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at attractive role[/color]	与擅长[color=#4876FF]高颜值[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1017	1007	11	0
102012	1020	12	360	Best partner：Attractive	最佳拍档：高颜值	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at attractive role[/color]	与擅长[color=#4876FF]高颜值[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1017	1007	12	0
102013	1020	13	390	Best partner：Attractive	最佳拍档：高颜值	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at attractive role[/color]	与擅长[color=#4876FF]高颜值[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1017	1007	13	0
102014	1020	14	420	Best partner：Attractive	最佳拍档：高颜值	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at attractive role[/color]	与擅长[color=#4876FF]高颜值[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1017	1007	14	0
102015	1020	15	450	Best partner：Attractive	最佳拍档：高颜值	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at attractive role[/color]	与擅长[color=#4876FF]高颜值[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1017	1007	15	0
102016	1020	16	480	Best partner：Attractive	最佳拍档：高颜值	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at attractive role[/color]	与擅长[color=#4876FF]高颜值[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1017	1007	16	0
102017	1020	17	510	Best partner：Attractive	最佳拍档：高颜值	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at attractive role[/color]	与擅长[color=#4876FF]高颜值[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1017	1007	17	0
102018	1020	18	540	Best partner：Attractive	最佳拍档：高颜值	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at attractive role[/color]	与擅长[color=#4876FF]高颜值[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1017	1007	18	0
102019	1020	19	570	Best partner：Attractive	最佳拍档：高颜值	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at attractive role[/color]	与擅长[color=#4876FF]高颜值[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1017	1007	19	0
102020	1020	20	600	Best partner：Attractive	最佳拍档：高颜值	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at attractive role[/color]	与擅长[color=#4876FF]高颜值[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1017	1007	20	0
102101	1021	1	30	Best partner：Playboy	最佳拍档：花花公子	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at playboy role[/color]	与擅长[color=#4876FF]花花公子[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1018	1007	1	0
102102	1021	2	60	Best partner：Playboy	最佳拍档：花花公子	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at playboy role[/color]	与擅长[color=#4876FF]花花公子[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1018	1007	2	0
102103	1021	3	90	Best partner：Playboy	最佳拍档：花花公子	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at playboy role[/color]	与擅长[color=#4876FF]花花公子[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1018	1007	3	0
102104	1021	4	120	Best partner：Playboy	最佳拍档：花花公子	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at playboy role[/color]	与擅长[color=#4876FF]花花公子[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1018	1007	4	0
102105	1021	5	150	Best partner：Playboy	最佳拍档：花花公子	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at playboy role[/color]	与擅长[color=#4876FF]花花公子[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1018	1007	5	0
102106	1021	6	180	Best partner：Playboy	最佳拍档：花花公子	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at playboy role[/color]	与擅长[color=#4876FF]花花公子[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1018	1007	6	0
102107	1021	7	210	Best partner：Playboy	最佳拍档：花花公子	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at playboy role[/color]	与擅长[color=#4876FF]花花公子[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1018	1007	7	0
102108	1021	8	240	Best partner：Playboy	最佳拍档：花花公子	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at playboy role[/color]	与擅长[color=#4876FF]花花公子[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1018	1007	8	0
102109	1021	9	270	Best partner：Playboy	最佳拍档：花花公子	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at playboy role[/color]	与擅长[color=#4876FF]花花公子[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1018	1007	9	0
102110	1021	10	300	Best partner：Playboy	最佳拍档：花花公子	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at playboy role[/color]	与擅长[color=#4876FF]花花公子[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1018	1007	10	0
102111	1021	11	330	Best partner：Playboy	最佳拍档：花花公子	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at playboy role[/color]	与擅长[color=#4876FF]花花公子[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1018	1007	11	0
102112	1021	12	360	Best partner：Playboy	最佳拍档：花花公子	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at playboy role[/color]	与擅长[color=#4876FF]花花公子[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1018	1007	12	0
102113	1021	13	390	Best partner：Playboy	最佳拍档：花花公子	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at playboy role[/color]	与擅长[color=#4876FF]花花公子[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1018	1007	13	0
102114	1021	14	420	Best partner：Playboy	最佳拍档：花花公子	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at playboy role[/color]	与擅长[color=#4876FF]花花公子[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1018	1007	14	0
102115	1021	15	450	Best partner：Playboy	最佳拍档：花花公子	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at playboy role[/color]	与擅长[color=#4876FF]花花公子[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1018	1007	15	0
102116	1021	16	480	Best partner：Playboy	最佳拍档：花花公子	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at playboy role[/color]	与擅长[color=#4876FF]花花公子[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1018	1007	16	0
102117	1021	17	510	Best partner：Playboy	最佳拍档：花花公子	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at playboy role[/color]	与擅长[color=#4876FF]花花公子[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1018	1007	17	0
102118	1021	18	540	Best partner：Playboy	最佳拍档：花花公子	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at playboy role[/color]	与擅长[color=#4876FF]花花公子[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1018	1007	18	0
102119	1021	19	570	Best partner：Playboy	最佳拍档：花花公子	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at playboy role[/color]	与擅长[color=#4876FF]花花公子[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1018	1007	19	0
102120	1021	20	600	Best partner：Playboy	最佳拍档：花花公子	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at playboy role[/color]	与擅长[color=#4876FF]花花公子[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1018	1007	20	0
102201	1022	1	30	Best partner：Artist	最佳拍档：艺术家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at artist role[/color]	与擅长[color=#4876FF]艺术家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1019	1007	1	0
102202	1022	2	60	Best partner：Artist	最佳拍档：艺术家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at artist role[/color]	与擅长[color=#4876FF]艺术家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1019	1007	2	0
102203	1022	3	90	Best partner：Artist	最佳拍档：艺术家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at artist role[/color]	与擅长[color=#4876FF]艺术家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1019	1007	3	0
102204	1022	4	120	Best partner：Artist	最佳拍档：艺术家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at artist role[/color]	与擅长[color=#4876FF]艺术家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1019	1007	4	0
102205	1022	5	150	Best partner：Artist	最佳拍档：艺术家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at artist role[/color]	与擅长[color=#4876FF]艺术家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1019	1007	5	0
102206	1022	6	180	Best partner：Artist	最佳拍档：艺术家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at artist role[/color]	与擅长[color=#4876FF]艺术家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1019	1007	6	0
102207	1022	7	210	Best partner：Artist	最佳拍档：艺术家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at artist role[/color]	与擅长[color=#4876FF]艺术家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1019	1007	7	0
102208	1022	8	240	Best partner：Artist	最佳拍档：艺术家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at artist role[/color]	与擅长[color=#4876FF]艺术家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1019	1007	8	0
102209	1022	9	270	Best partner：Artist	最佳拍档：艺术家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at artist role[/color]	与擅长[color=#4876FF]艺术家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1019	1007	9	0
102210	1022	10	300	Best partner：Artist	最佳拍档：艺术家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at artist role[/color]	与擅长[color=#4876FF]艺术家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1019	1007	10	0
102211	1022	11	330	Best partner：Artist	最佳拍档：艺术家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at artist role[/color]	与擅长[color=#4876FF]艺术家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1019	1007	11	0
102212	1022	12	360	Best partner：Artist	最佳拍档：艺术家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at artist role[/color]	与擅长[color=#4876FF]艺术家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1019	1007	12	0
102213	1022	13	390	Best partner：Artist	最佳拍档：艺术家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at artist role[/color]	与擅长[color=#4876FF]艺术家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1019	1007	13	0
102214	1022	14	420	Best partner：Artist	最佳拍档：艺术家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at artist role[/color]	与擅长[color=#4876FF]艺术家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1019	1007	14	0
102215	1022	15	450	Best partner：Artist	最佳拍档：艺术家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at artist role[/color]	与擅长[color=#4876FF]艺术家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1019	1007	15	0
102216	1022	16	480	Best partner：Artist	最佳拍档：艺术家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at artist role[/color]	与擅长[color=#4876FF]艺术家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1019	1007	16	0
102217	1022	17	510	Best partner：Artist	最佳拍档：艺术家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at artist role[/color]	与擅长[color=#4876FF]艺术家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1019	1007	17	0
102218	1022	18	540	Best partner：Artist	最佳拍档：艺术家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at artist role[/color]	与擅长[color=#4876FF]艺术家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1019	1007	18	0
102219	1022	19	570	Best partner：Artist	最佳拍档：艺术家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at artist role[/color]	与擅长[color=#4876FF]艺术家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1019	1007	19	0
102220	1022	20	600	Best partner：Artist	最佳拍档：艺术家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at artist role[/color]	与擅长[color=#4876FF]艺术家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1019	1007	20	0
102301	1023	1	30	Best partner：Strong	最佳拍档：强壮	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at strong role[/color]	与擅长[color=#4876FF]强壮[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1020	1007	1	0
102302	1023	2	60	Best partner：Strong	最佳拍档：强壮	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at strong role[/color]	与擅长[color=#4876FF]强壮[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1020	1007	2	0
102303	1023	3	90	Best partner：Strong	最佳拍档：强壮	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at strong role[/color]	与擅长[color=#4876FF]强壮[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1020	1007	3	0
102304	1023	4	120	Best partner：Strong	最佳拍档：强壮	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at strong role[/color]	与擅长[color=#4876FF]强壮[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1020	1007	4	0
102305	1023	5	150	Best partner：Strong	最佳拍档：强壮	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at strong role[/color]	与擅长[color=#4876FF]强壮[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1020	1007	5	0
102306	1023	6	180	Best partner：Strong	最佳拍档：强壮	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at strong role[/color]	与擅长[color=#4876FF]强壮[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1020	1007	6	0
102307	1023	7	210	Best partner：Strong	最佳拍档：强壮	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at strong role[/color]	与擅长[color=#4876FF]强壮[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1020	1007	7	0
102308	1023	8	240	Best partner：Strong	最佳拍档：强壮	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at strong role[/color]	与擅长[color=#4876FF]强壮[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1020	1007	8	0
102309	1023	9	270	Best partner：Strong	最佳拍档：强壮	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at strong role[/color]	与擅长[color=#4876FF]强壮[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1020	1007	9	0
102310	1023	10	300	Best partner：Strong	最佳拍档：强壮	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at strong role[/color]	与擅长[color=#4876FF]强壮[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1020	1007	10	0
102311	1023	11	330	Best partner：Strong	最佳拍档：强壮	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at strong role[/color]	与擅长[color=#4876FF]强壮[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1020	1007	11	0
102312	1023	12	360	Best partner：Strong	最佳拍档：强壮	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at strong role[/color]	与擅长[color=#4876FF]强壮[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1020	1007	12	0
102313	1023	13	390	Best partner：Strong	最佳拍档：强壮	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at strong role[/color]	与擅长[color=#4876FF]强壮[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1020	1007	13	0
102314	1023	14	420	Best partner：Strong	最佳拍档：强壮	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at strong role[/color]	与擅长[color=#4876FF]强壮[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1020	1007	14	0
102315	1023	15	450	Best partner：Strong	最佳拍档：强壮	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at strong role[/color]	与擅长[color=#4876FF]强壮[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1020	1007	15	0
102316	1023	16	480	Best partner：Strong	最佳拍档：强壮	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at strong role[/color]	与擅长[color=#4876FF]强壮[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1020	1007	16	0
102317	1023	17	510	Best partner：Strong	最佳拍档：强壮	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at strong role[/color]	与擅长[color=#4876FF]强壮[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1020	1007	17	0
102318	1023	18	540	Best partner：Strong	最佳拍档：强壮	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at strong role[/color]	与擅长[color=#4876FF]强壮[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1020	1007	18	0
102319	1023	19	570	Best partner：Strong	最佳拍档：强壮	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at strong role[/color]	与擅长[color=#4876FF]强壮[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1020	1007	19	0
102320	1023	20	600	Best partner：Strong	最佳拍档：强壮	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at strong role[/color]	与擅长[color=#4876FF]强壮[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1020	1007	20	0
102401	1024	1	30	Best partner：Student	最佳拍档：学生	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at student role[/color]	与擅长[color=#4876FF]学生[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1021	1007	1	0
102402	1024	2	60	Best partner：Student	最佳拍档：学生	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at student role[/color]	与擅长[color=#4876FF]学生[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1021	1007	2	0
102403	1024	3	90	Best partner：Student	最佳拍档：学生	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at student role[/color]	与擅长[color=#4876FF]学生[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1021	1007	3	0
102404	1024	4	120	Best partner：Student	最佳拍档：学生	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at student role[/color]	与擅长[color=#4876FF]学生[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1021	1007	4	0
102405	1024	5	150	Best partner：Student	最佳拍档：学生	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at student role[/color]	与擅长[color=#4876FF]学生[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1021	1007	5	0
102406	1024	6	180	Best partner：Student	最佳拍档：学生	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at student role[/color]	与擅长[color=#4876FF]学生[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1021	1007	6	0
102407	1024	7	210	Best partner：Student	最佳拍档：学生	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at student role[/color]	与擅长[color=#4876FF]学生[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1021	1007	7	0
102408	1024	8	240	Best partner：Student	最佳拍档：学生	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at student role[/color]	与擅长[color=#4876FF]学生[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1021	1007	8	0
102409	1024	9	270	Best partner：Student	最佳拍档：学生	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at student role[/color]	与擅长[color=#4876FF]学生[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1021	1007	9	0
102410	1024	10	300	Best partner：Student	最佳拍档：学生	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at student role[/color]	与擅长[color=#4876FF]学生[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1021	1007	10	0
