int	string	string	int	int	DTItemNum[]	int	DTItemNum	int
1320	暗中交易	竞争对手提出的交易	7312	1008	4010:4;4011:4	1	2:14000	10
1321	周边换购	学校开放日的申请	7313	1008	4010:4;4011:4	1	2:14000	10
1322	地下渠道	来自地下渠道的消息	7314	1008	4013:4;4014:4	1	9002:2	10
1323	周边换购	紧急替代品请求	7301	1008	4013:4;4014:4	1	5005:27	10
1324	周边换购	对手的竞争性请求	7302	1008	4013:4;4014:4	1	9002:2	10
1325	暗中交易	竞争对手提出的交易	7303	1008	4016:4;4017:4	1	5005:28	10
1326	周边换购	学校开放日的申请	7304	1008	4016:4;4017:4	1	2:14000	10
1327	地下渠道	来自地下渠道的消息	7305	1008	4001:10;4002:10	2	2:20000	15
1328	周边换购	紧急替代品请求	7306	1008	4017:10;4018:10	2	5005:27	15
1329	周边换购	对手的竞争性请求	7307	1008	4007:10;4008:10	2	9002:3	15
1330	暗中交易	竞争对手提出的交易	7308	1008	4007:10;4008:10	2	5005:28	15
1331	周边换购	学校开放日的申请	7309	1008	4010:10;4011:10	2	2:20000	15
1332	地下渠道	来自地下渠道的消息	7310	1008	4010:10;4011:10	2	2:20000	15
1333	周边换购	紧急替代品请求	7311	1008	4010:10;4011:10	2	5005:20	15
1334	周边换购	对手的竞争性请求	7312	1008	4013:10;4014:10	2	5004:3	15
1335	暗中交易	竞争对手提出的交易	7313	1008	4013:10;4014:10	2	5004:3	15
1336	周边换购	学校开放日的申请	7314	1008	4013:10;4014:10	2	2:20000	15
1337	地下渠道	来自地下渠道的消息	7301	1008	4017:10;4018:10	2	2:20000	15
1338	周边换购	紧急替代品请求	7302	1008	4017:10;4018:10	2	9002:3	15
1339	周边换购	对手的竞争性请求	7303	1008	4001:13;4002:13	3	5005:33	20
1340	暗中交易	竞争对手提出的交易	7304	1008	4017:13;4018:13	3	2:40000	20
1341	周边换购	学校开放日的申请	7305	1008	4015:13;4016:13	3	5005:35	20
1342	地下渠道	来自地下渠道的消息	7306	1008	4003:13;4004:13	3	9002:4	20
1343	周边换购	紧急替代品请求	7307	1008	4005:13;4006:13	3	5005:38	20
1344	周边换购	对手的竞争性请求	7308	1008	4007:13;4008:13	3	2:40000	20
1345	暗中交易	竞争对手提出的交易	7309	1008	4010:13;4011:13	3	2:40000	20
1346	周边换购	学校开放日的申请	7310	1008	4013:13;4014:13	3	5005:30	20
1347	地下渠道	来自地下渠道的消息	7311	1008	4017:16;4018:16	4	5005:30	25
1348	周边换购	紧急替代品请求	7312	1008	4015:16;4016:16	4	2:70000	25
1349	周边换购	对手的竞争性请求	7313	1008	4010:16;4011:16	4	9002:5	25
1350	暗中交易	竞争对手提出的交易	7314	1008	4016:16;4017:16	4	5004:5	25
1351	周边换购	学校开放日的申请	7301	1009	4001:4;4002:4	1	2:16000	5
1352	地下渠道	来自地下渠道的消息	7302	1009	4017:4;4018:4	1	5005:10	5
1353	周边换购	紧急替代品请求	7303	1009	4001:4;4002:4	1	5005:11	5
1354	周边换购	对手的竞争性请求	7304	1009	4003:4;4004:4	1	5005:12	5
1355	暗中交易	竞争对手提出的交易	7305	1009	4003:4;4004:4	1	2:16000	5
1356	周边换购	学校开放日的申请	7306	1009	4003:4;4004:4	1	2:16000	5
1357	地下渠道	来自地下渠道的消息	7307	1009	4005:4;4006:4	1	5005:10	5
1358	周边换购	紧急替代品请求	7308	1009	4005:4;4006:4	1	5004:1	5
1359	周边换购	对手的竞争性请求	7309	1009	4005:4;4006:4	1	5004:1	5
1360	暗中交易	竞争对手提出的交易	7310	1009	4008:4;4009:4	1	2:16000	5
1361	周边换购	学校开放日的申请	7311	1009	4008:4;4009:4	1	2:16000	5
1362	地下渠道	来自地下渠道的消息	7312	1009	4008:4;4009:4	1	9002:1	5
1363	周边换购	紧急替代品请求	7313	1009	4010:4;4011:4	1	5005:11	5
1364	周边换购	对手的竞争性请求	7314	1009	4010:4;4011:4	1	9002:1	5
1365	暗中交易	竞争对手提出的交易	7301	1009	4010:4;4011:4	1	5005:12	5
1366	周边换购	学校开放日的申请	7302	1009	4013:4;4014:4	1	2:16000	5
1367	地下渠道	来自地下渠道的消息	7303	1009	4013:4;4014:4	1	2:16000	5
1368	周边换购	紧急替代品请求	7304	1009	4013:4;4014:4	1	2:16000	5
1369	周边换购	对手的竞争性请求	7305	1009	4017:4;4018:4	1	5004:1	5
1370	暗中交易	竞争对手提出的交易	7306	1009	4017:4;4018:4	1	5004:1	5
1371	周边换购	学校开放日的申请	7307	1009	4001:4;4002:4	1	2:16000	10
1372	地下渠道	来自地下渠道的消息	7308	1009	4016:4;4017:4	1	5005:20	10
1373	周边换购	紧急替代品请求	7309	1009	4001:4;4002:4	1	5005:22	10
1374	周边换购	对手的竞争性请求	7310	1009	4003:4;4004:4	1	5005:25	10
1375	暗中交易	竞争对手提出的交易	7311	1009	4005:4;4006:4	1	2:16000	10
1376	周边换购	学校开放日的申请	7312	1009	4005:4;4006:4	1	2:16000	10
1377	地下渠道	来自地下渠道的消息	7313	1009	4005:4;4006:4	1	5005:10	10
1378	周边换购	紧急替代品请求	7314	1009	4007:4;4008:4	1	5004:2	10
1379	周边换购	对手的竞争性请求	7301	1009	4010:4;4011:4	1	5004:2	10
1380	暗中交易	竞争对手提出的交易	7302	1009	4010:4;4011:4	1	2:16000	10
1381	周边换购	学校开放日的申请	7303	1009	4010:4;4011:4	1	2:16000	10
1382	地下渠道	来自地下渠道的消息	7304	1009	4013:4;4014:4	1	9002:2	10
1383	周边换购	紧急替代品请求	7305	1009	4013:4;4014:4	1	5005:27	10
1384	周边换购	对手的竞争性请求	7306	1009	4013:4;4014:4	1	9002:2	10
1385	暗中交易	竞争对手提出的交易	7307	1009	4016:4;4017:4	1	5005:28	10
1386	周边换购	学校开放日的申请	7308	1009	4016:4;4017:4	1	2:16000	10
1387	地下渠道	来自地下渠道的消息	7309	1009	4001:10;4002:10	2	2:20000	15
1388	周边换购	紧急替代品请求	7310	1009	4017:10;4018:10	2	5005:27	15
1389	周边换购	对手的竞争性请求	7311	1009	4007:10;4008:10	2	9002:3	15
1390	暗中交易	竞争对手提出的交易	7312	1009	4007:10;4008:10	2	5005:28	15
1391	周边换购	学校开放日的申请	7313	1009	4010:10;4011:10	2	2:20000	15
1392	地下渠道	来自地下渠道的消息	7314	1009	4010:10;4011:10	2	2:20000	15
1393	周边换购	紧急替代品请求	7301	1009	4010:10;4011:10	2	5005:20	15
1394	周边换购	对手的竞争性请求	7302	1009	4013:10;4014:10	2	5004:3	15
1395	暗中交易	竞争对手提出的交易	7303	1009	4013:10;4014:10	2	5004:3	15
1396	周边换购	学校开放日的申请	7304	1009	4013:10;4014:10	2	2:20000	15
1397	地下渠道	来自地下渠道的消息	7305	1009	4017:10;4018:10	2	2:20000	15
1398	周边换购	紧急替代品请求	7306	1009	4017:10;4018:10	2	9002:3	15
1399	周边换购	对手的竞争性请求	7307	1009	4001:13;4002:13	3	5005:33	20
1400	暗中交易	竞争对手提出的交易	7308	1009	4017:13;4018:13	3	2:48000	20
1401	周边换购	学校开放日的申请	7309	1009	4015:13;4016:13	3	5005:35	20
1402	地下渠道	来自地下渠道的消息	7310	1009	4003:13;4004:13	3	9002:4	20
1403	周边换购	紧急替代品请求	7311	1009	4005:13;4006:13	3	5005:38	20
1404	周边换购	对手的竞争性请求	7312	1009	4007:13;4008:13	3	2:48000	20
1405	暗中交易	竞争对手提出的交易	7313	1009	4010:13;4011:13	3	2:48000	20
1406	周边换购	学校开放日的申请	7314	1009	4013:13;4014:13	3	5005:30	20
1407	地下渠道	来自地下渠道的消息	7301	1009	4017:16;4018:16	4	5005:30	25
1408	周边换购	紧急替代品请求	7302	1009	4015:16;4016:16	4	2:80000	25
1409	周边换购	对手的竞争性请求	7303	1009	4010:16;4011:16	4	9002:5	25
1410	暗中交易	竞争对手提出的交易	7304	1009	4016:16;4017:16	4	5004:5	25
1411	周边换购	学校开放日的申请	7305	1010	4001:4;4002:4	1	2:18000	5
1412	地下渠道	来自地下渠道的消息	7306	1010	4017:4;4018:4	1	5005:10	5
1413	周边换购	紧急替代品请求	7307	1010	4001:4;4002:4	1	5005:11	5
1414	周边换购	对手的竞争性请求	7308	1010	4003:4;4004:4	1	5005:12	5
1415	暗中交易	竞争对手提出的交易	7309	1010	4003:4;4004:4	1	2:18000	5
1416	周边换购	学校开放日的申请	7310	1010	4003:4;4004:4	1	2:18000	5
1417	地下渠道	来自地下渠道的消息	7311	1010	4005:4;4006:4	1	5005:10	5
1418	周边换购	紧急替代品请求	7312	1010	4005:4;4006:4	1	5004:1	5
1419	周边换购	对手的竞争性请求	7313	1010	4005:4;4006:4	1	5004:1	5
1420	暗中交易	竞争对手提出的交易	7314	1010	4008:4;4009:4	1	2:18000	5
1421	周边换购	学校开放日的申请	7301	1010	4008:4;4009:4	1	2:18000	5
1422	地下渠道	来自地下渠道的消息	7302	1010	4008:4;4009:4	1	9002:1	5
1423	周边换购	紧急替代品请求	7303	1010	4010:4;4011:4	1	5005:11	5
1424	周边换购	对手的竞争性请求	7304	1010	4010:4;4011:4	1	9002:1	5
1425	暗中交易	竞争对手提出的交易	7305	1010	4010:4;4011:4	1	5005:12	5
1426	周边换购	学校开放日的申请	7306	1010	4013:4;4014:4	1	2:18000	5
1427	地下渠道	来自地下渠道的消息	7307	1010	4013:4;4014:4	1	2:18000	5
1428	周边换购	紧急替代品请求	7308	1010	4013:4;4014:4	1	2:18000	5
1429	周边换购	对手的竞争性请求	7309	1010	4017:4;4018:4	1	5004:1	5
1430	暗中交易	竞争对手提出的交易	7310	1010	4017:4;4018:4	1	5004:1	5
1431	周边换购	学校开放日的申请	7311	1010	4001:4;4002:4	1	2:18000	10
1432	地下渠道	来自地下渠道的消息	7312	1010	4016:4;4017:4	1	5005:20	10
1433	周边换购	紧急替代品请求	7313	1010	4001:4;4002:4	1	5005:22	10
1434	周边换购	对手的竞争性请求	7314	1010	4003:4;4004:4	1	5005:25	10
1435	暗中交易	竞争对手提出的交易	7301	1010	4005:4;4006:4	1	2:18000	10
1436	周边换购	学校开放日的申请	7302	1010	4005:4;4006:4	1	2:18000	10
1437	地下渠道	来自地下渠道的消息	7303	1010	4005:4;4006:4	1	5005:10	10
1438	周边换购	紧急替代品请求	7304	1010	4007:4;4008:4	1	5004:2	10
1439	周边换购	对手的竞争性请求	7305	1010	4010:4;4011:4	1	5004:2	10
1440	暗中交易	竞争对手提出的交易	7306	1010	4010:4;4011:4	1	2:18000	10
1441	周边换购	学校开放日的申请	7307	1010	4010:4;4011:4	1	2:18000	10
1442	地下渠道	来自地下渠道的消息	7308	1010	4013:4;4014:4	1	9002:2	10
1443	周边换购	紧急替代品请求	7309	1010	4013:4;4014:4	1	5005:27	10
1444	周边换购	对手的竞争性请求	7310	1010	4013:4;4014:4	1	9002:2	10
1445	暗中交易	竞争对手提出的交易	7311	1010	4016:4;4017:4	1	5005:28	10
1446	周边换购	学校开放日的申请	7312	1010	4016:4;4017:4	1	2:18000	10
1447	地下渠道	来自地下渠道的消息	7313	1010	4001:10;4002:10	2	2:20000	15
1448	周边换购	紧急替代品请求	7314	1010	4017:10;4018:10	2	5005:27	15
1449	周边换购	对手的竞争性请求	7301	1010	4007:10;4008:10	2	9002:3	15
1450	暗中交易	竞争对手提出的交易	7302	1010	4007:10;4008:10	2	5005:28	15
1451	周边换购	学校开放日的申请	7303	1010	4010:10;4011:10	2	2:20000	15
1452	地下渠道	来自地下渠道的消息	7304	1010	4010:10;4011:10	2	2:20000	15
1453	周边换购	紧急替代品请求	7305	1010	4010:10;4011:10	2	5005:20	15
1454	周边换购	对手的竞争性请求	7306	1010	4013:10;4014:10	2	5004:3	15
1455	暗中交易	竞争对手提出的交易	7307	1010	4013:10;4014:10	2	5004:3	15
1456	周边换购	学校开放日的申请	7308	1010	4013:10;4014:10	2	2:20000	15
1457	地下渠道	来自地下渠道的消息	7309	1010	4017:10;4018:10	2	2:20000	15
1458	周边换购	紧急替代品请求	7310	1010	4017:10;4018:10	2	9002:3	15
1459	周边换购	对手的竞争性请求	7311	1010	4001:13;4002:13	3	5005:33	20
1460	暗中交易	竞争对手提出的交易	7312	1010	4017:13;4018:13	3	2:54000	20
1461	周边换购	学校开放日的申请	7313	1010	4015:13;4016:13	3	5005:35	20
1462	地下渠道	来自地下渠道的消息	7314	1010	4003:13;4004:13	3	9002:4	20
1463	周边换购	紧急替代品请求	7301	1010	4005:13;4006:13	3	5005:38	20
1464	周边换购	对手的竞争性请求	7302	1010	4007:13;4008:13	3	2:54000	20
1465	暗中交易	竞争对手提出的交易	7303	1010	4010:13;4011:13	3	2:54000	20
1466	周边换购	学校开放日的申请	7304	1010	4013:13;4014:13	3	5005:30	20
1467	地下渠道	来自地下渠道的消息	7305	1010	4017:16;4018:16	4	5005:30	25
1468	周边换购	紧急替代品请求	7306	1010	4015:16;4016:16	4	2:90000	25
1469	周边换购	对手的竞争性请求	7307	1010	4010:16;4011:16	4	9002:5	25
1470	暗中交易	竞争对手提出的交易	7308	1010	4016:16;4017:16	4	5004:5	25
1471	周边换购	学校开放日的申请	7309	2001	4001:6;4002:6	1	2:20000	5
1472	地下渠道	来自地下渠道的消息	7310	2001	4017:6;4018:6	1	5005:10	5
1473	周边换购	紧急替代品请求	7311	2001	4001:6;4002:6	1	5005:11	5
1474	周边换购	对手的竞争性请求	7312	2001	4003:6;4004:6	1	5005:12	5
1475	暗中交易	竞争对手提出的交易	7313	2001	4003:6;4004:6	1	2:20000	5
1476	周边换购	学校开放日的申请	7314	2001	4003:6;4004:6	1	2:20000	5
1477	地下渠道	来自地下渠道的消息	7301	2001	4005:6;4006:6	1	5005:10	5
1478	周边换购	紧急替代品请求	7302	2001	4005:6;4006:6	1	5004:1	5
1479	周边换购	对手的竞争性请求	7303	2001	4005:6;4006:6	1	5004:1	5
1480	暗中交易	竞争对手提出的交易	7304	2001	4008:6;4009:6	1	2:20000	5
1481	周边换购	学校开放日的申请	7305	2001	4008:6;4009:6	1	2:20000	5
1482	地下渠道	来自地下渠道的消息	7306	2001	4008:6;4009:6	1	9002:1	5
1483	周边换购	紧急替代品请求	7307	2001	4010:6;4011:6	1	5005:11	5
1484	周边换购	对手的竞争性请求	7308	2001	4010:6;4011:6	1	9002:1	5
1485	暗中交易	竞争对手提出的交易	7309	2001	4010:6;4011:6	1	5005:12	5
1486	周边换购	学校开放日的申请	7310	2001	4013:6;4014:6	1	2:20000	5
1487	地下渠道	来自地下渠道的消息	7311	2001	4013:6;4014:6	1	2:20000	5
1488	周边换购	紧急替代品请求	7312	2001	4013:6;4014:6	1	2:20000	5
1489	周边换购	对手的竞争性请求	7313	2001	4017:6;4018:6	1	5004:1	5
1490	暗中交易	竞争对手提出的交易	7314	2001	4017:6;4018:6	1	5004:1	5
1491	周边换购	学校开放日的申请	7301	2001	4001:6;4002:6	1	2:20000	10
1492	地下渠道	来自地下渠道的消息	7302	2001	4016:6;4017:6	1	5005:20	10
1493	周边换购	紧急替代品请求	7303	2001	4001:6;4002:6	1	5005:22	10
1494	周边换购	对手的竞争性请求	7304	2001	4003:6;4004:6	1	5005:25	10
1495	暗中交易	竞争对手提出的交易	7305	2001	4005:6;4006:6	1	2:20000	10
1496	周边换购	学校开放日的申请	7306	2001	4005:6;4006:6	1	2:20000	10
1497	地下渠道	来自地下渠道的消息	7307	2001	4005:6;4006:6	1	5005:10	10
1498	周边换购	紧急替代品请求	7308	2001	4007:6;4008:6	1	5004:2	10
1499	周边换购	对手的竞争性请求	7309	2001	4010:6;4011:6	1	5004:2	10
1500	暗中交易	竞争对手提出的交易	7310	2001	4010:6;4011:6	1	2:20000	10
1501	周边换购	学校开放日的申请	7311	2001	4010:6;4011:6	1	2:20000	10
1502	地下渠道	来自地下渠道的消息	7312	2001	4013:6;4014:6	1	9002:2	10
1503	周边换购	紧急替代品请求	7313	2001	4013:6;4014:6	1	5005:27	10
1504	周边换购	对手的竞争性请求	7314	2001	4013:6;4014:6	1	9002:2	10
1505	暗中交易	竞争对手提出的交易	7301	2001	4016:6;4017:6	1	5005:28	10
1506	周边换购	学校开放日的申请	7302	2001	4016:6;4017:6	1	2:20000	10
1507	地下渠道	来自地下渠道的消息	7303	2001	4001:16;4002:16	2	2:40000	15
1508	周边换购	紧急替代品请求	7304	2001	4017:16;4018:16	2	5005:27	15
1509	周边换购	对手的竞争性请求	7305	2001	4007:16;4008:16	2	9002:3	15
1510	暗中交易	竞争对手提出的交易	7306	2001	4007:16;4008:16	2	5005:28	15
1511	周边换购	学校开放日的申请	7307	2001	4010:16;4011:16	2	2:40000	15
1512	地下渠道	来自地下渠道的消息	7308	2001	4010:16;4011:16	2	2:40000	15
1513	周边换购	紧急替代品请求	7309	2001	4010:16;4011:16	2	5005:20	15
1514	周边换购	对手的竞争性请求	7310	2001	4013:16;4014:16	2	5004:3	15
1515	暗中交易	竞争对手提出的交易	7311	2001	4013:16;4014:16	2	5004:3	15
1516	周边换购	学校开放日的申请	7312	2001	4013:16;4014:16	2	2:40000	15
1517	地下渠道	来自地下渠道的消息	7313	2001	4017:16;4018:16	2	2:40000	15
1518	周边换购	紧急替代品请求	7314	2001	4017:16;4018:16	2	9002:3	15
1519	周边换购	对手的竞争性请求	7301	2001	4001:21;4002:21	3	5005:33	20
1520	暗中交易	竞争对手提出的交易	7302	2001	4017:21;4018:21	3	2:60000	20
1521	周边换购	学校开放日的申请	7303	2001	4015:21;4016:21	3	5005:35	20
1522	地下渠道	来自地下渠道的消息	7304	2001	4003:21;4004:21	3	9002:4	20
1523	周边换购	紧急替代品请求	7305	2001	4005:21;4006:21	3	5005:38	20
1524	周边换购	对手的竞争性请求	7306	2001	4007:21;4008:21	3	2:60000	20
1525	暗中交易	竞争对手提出的交易	7307	2001	4010:21;4011:21	3	2:60000	20
1526	周边换购	学校开放日的申请	7308	2001	4013:21;4014:21	3	5005:30	20
1527	地下渠道	来自地下渠道的消息	7309	2001	4017:26;4018:26	4	5005:30	25
1528	周边换购	紧急替代品请求	7310	2001	4015:26;4016:26	4	2:100000	25
1529	周边换购	对手的竞争性请求	7311	2001	4010:26;4011:26	4	9002:5	25
1530	暗中交易	竞争对手提出的交易	7312	2001	4016:26;4017:26	4	5004:5	25
1531	周边换购	学校开放日的申请	7313	2002	4001:6;4002:6	1	2:22000	5
1532	地下渠道	来自地下渠道的消息	7314	2002	4017:6;4018:6	1	5005:10	5
1533	周边换购	紧急替代品请求	7301	2002	4001:6;4002:6	1	5005:11	5
1534	周边换购	对手的竞争性请求	7302	2002	4003:6;4004:6	1	5005:12	5
1535	暗中交易	竞争对手提出的交易	7303	2002	4003:6;4004:6	1	2:22000	5
1536	周边换购	学校开放日的申请	7304	2002	4003:6;4004:6	1	2:22000	5
1537	地下渠道	来自地下渠道的消息	7305	2002	4005:6;4006:6	1	5005:10	5
1538	周边换购	紧急替代品请求	7306	2002	4005:6;4006:6	1	5004:1	5
1539	周边换购	对手的竞争性请求	7307	2002	4005:6;4006:6	1	5004:1	5
1540	暗中交易	竞争对手提出的交易	7308	2002	4008:6;4009:6	1	2:22000	5
1541	周边换购	学校开放日的申请	7309	2002	4008:6;4009:6	1	2:22000	5
1542	地下渠道	来自地下渠道的消息	7310	2002	4008:6;4009:6	1	9002:1	5
1543	周边换购	紧急替代品请求	7311	2002	4010:6;4011:6	1	5005:11	5
1544	周边换购	对手的竞争性请求	7312	2002	4010:6;4011:6	1	9002:1	5
1545	暗中交易	竞争对手提出的交易	7313	2002	4010:6;4011:6	1	5005:12	5
1546	周边换购	学校开放日的申请	7314	2002	4013:6;4014:6	1	2:22000	5
1547	地下渠道	来自地下渠道的消息	7301	2002	4013:6;4014:6	1	2:22000	5
1548	周边换购	紧急替代品请求	7302	2002	4013:6;4014:6	1	2:22000	5
1549	周边换购	对手的竞争性请求	7303	2002	4017:6;4018:6	1	5004:1	5
1550	暗中交易	竞争对手提出的交易	7304	2002	4017:6;4018:6	1	5004:1	5
1551	周边换购	学校开放日的申请	7305	2002	4001:6;4002:6	1	2:22000	10
1552	地下渠道	来自地下渠道的消息	7306	2002	4016:6;4017:6	1	5005:20	10
1553	周边换购	紧急替代品请求	7307	2002	4001:6;4002:6	1	5005:22	10
1554	周边换购	对手的竞争性请求	7308	2002	4003:6;4004:6	1	5005:25	10
1555	暗中交易	竞争对手提出的交易	7309	2002	4005:6;4006:6	1	2:22000	10
1556	周边换购	学校开放日的申请	7310	2002	4005:6;4006:6	1	2:22000	10
1557	地下渠道	来自地下渠道的消息	7311	2002	4005:6;4006:6	1	5005:10	10
1558	周边换购	紧急替代品请求	7312	2002	4007:6;4008:6	1	5004:2	10
1559	周边换购	对手的竞争性请求	7313	2002	4010:6;4011:6	1	5004:2	10
1560	暗中交易	竞争对手提出的交易	7314	2002	4010:6;4011:6	1	2:22000	10
1561	周边换购	学校开放日的申请	7301	2002	4010:6;4011:6	1	2:22000	10
1562	地下渠道	来自地下渠道的消息	7302	2002	4013:6;4014:6	1	9002:2	10
1563	周边换购	紧急替代品请求	7303	2002	4013:6;4014:6	1	5005:27	10
1564	周边换购	对手的竞争性请求	7304	2002	4013:6;4014:6	1	9002:2	10
1565	暗中交易	竞争对手提出的交易	7305	2002	4016:6;4017:6	1	5005:28	10
1566	周边换购	学校开放日的申请	7306	2002	4016:6;4017:6	1	2:22000	10
1567	地下渠道	来自地下渠道的消息	7307	2002	4001:16;4002:16	2	2:44000	15
1568	周边换购	紧急替代品请求	7308	2002	4017:16;4018:16	2	5005:27	15
1569	周边换购	对手的竞争性请求	7309	2002	4007:16;4008:16	2	9002:3	15
1570	暗中交易	竞争对手提出的交易	7310	2002	4007:16;4008:16	2	5005:28	15
1571	周边换购	学校开放日的申请	7311	2002	4010:16;4011:16	2	2:44000	15
1572	地下渠道	来自地下渠道的消息	7312	2002	4010:16;4011:16	2	2:44000	15
1573	周边换购	紧急替代品请求	7313	2002	4010:16;4011:16	2	5005:20	15
1574	周边换购	对手的竞争性请求	7314	2002	4013:16;4014:16	2	5004:3	15
1575	暗中交易	竞争对手提出的交易	7301	2002	4013:16;4014:16	2	5004:3	15
1576	周边换购	学校开放日的申请	7302	2002	4013:16;4014:16	2	2:44000	15
1577	地下渠道	来自地下渠道的消息	7303	2002	4017:16;4018:16	2	2:44000	15
1578	周边换购	紧急替代品请求	7304	2002	4017:16;4018:16	2	9002:3	15
1579	周边换购	对手的竞争性请求	7305	2002	4001:21;4002:21	3	5005:33	20
1580	暗中交易	竞争对手提出的交易	7306	2002	4017:21;4018:21	3	2:66000	20
1581	周边换购	学校开放日的申请	7307	2002	4015:21;4016:21	3	5005:35	20
1582	地下渠道	来自地下渠道的消息	7308	2002	4003:21;4004:21	3	9002:4	20
1583	周边换购	紧急替代品请求	7309	2002	4005:21;4006:21	3	5005:38	20
1584	周边换购	对手的竞争性请求	7310	2002	4007:21;4008:21	3	2:66000	20
1585	暗中交易	竞争对手提出的交易	7311	2002	4010:21;4011:21	3	2:66000	20
1586	周边换购	学校开放日的申请	7312	2002	4013:21;4014:21	3	5005:30	20
1587	地下渠道	来自地下渠道的消息	7313	2002	4017:26;4018:26	4	5005:30	25
1588	周边换购	紧急替代品请求	7314	2002	4015:26;4016:26	4	2:110000	25
1589	周边换购	对手的竞争性请求	7301	2002	4010:26;4011:26	4	9002:5	25
1590	暗中交易	竞争对手提出的交易	7302	2002	4016:26;4017:26	4	5004:5	25
1591	周边换购	学校开放日的申请	7303	2003	4001:6;4002:6	1	2:24000	5
1592	地下渠道	来自地下渠道的消息	7304	2003	4017:6;4018:6	1	5005:10	5
1593	周边换购	紧急替代品请求	7305	2003	4001:6;4002:6	1	5005:11	5
1594	周边换购	对手的竞争性请求	7306	2003	4003:6;4004:6	1	5005:12	5
1595	暗中交易	竞争对手提出的交易	7307	2003	4003:6;4004:6	1	2:24000	5
1596	周边换购	学校开放日的申请	7308	2003	4003:6;4004:6	1	2:24000	5
1597	地下渠道	来自地下渠道的消息	7309	2003	4005:6;4006:6	1	5005:10	5
1598	周边换购	紧急替代品请求	7310	2003	4005:6;4006:6	1	5004:1	5
1599	周边换购	对手的竞争性请求	7311	2003	4005:6;4006:6	1	5004:1	5
1600	暗中交易	竞争对手提出的交易	7312	2003	4008:6;4009:6	1	2:24000	5
1601	周边换购	学校开放日的申请	7313	2003	4008:6;4009:6	1	2:24000	5
1602	地下渠道	来自地下渠道的消息	7314	2003	4008:6;4009:6	1	9002:1	5
1603	周边换购	紧急替代品请求	7301	2003	4010:6;4011:6	1	5005:11	5
1604	周边换购	对手的竞争性请求	7302	2003	4010:6;4011:6	1	9002:1	5
1605	暗中交易	竞争对手提出的交易	7303	2003	4010:6;4011:6	1	5005:12	5
1606	周边换购	学校开放日的申请	7304	2003	4013:6;4014:6	1	2:24000	5
1607	地下渠道	来自地下渠道的消息	7305	2003	4013:6;4014:6	1	2:24000	5
1608	周边换购	紧急替代品请求	7306	2003	4013:6;4014:6	1	2:24000	5
1609	周边换购	对手的竞争性请求	7307	2003	4017:6;4018:6	1	5004:1	5
1610	暗中交易	竞争对手提出的交易	7308	2003	4017:6;4018:6	1	5004:1	5
1611	周边换购	学校开放日的申请	7309	2003	4001:6;4002:6	1	2:24000	10
1612	地下渠道	来自地下渠道的消息	7310	2003	4016:6;4017:6	1	5005:20	10
1613	周边换购	紧急替代品请求	7311	2003	4001:6;4002:6	1	5005:22	10
1614	周边换购	对手的竞争性请求	7312	2003	4003:6;4004:6	1	5005:25	10
1615	暗中交易	竞争对手提出的交易	7313	2003	4005:6;4006:6	1	2:24000	10
1616	周边换购	学校开放日的申请	7314	2003	4005:6;4006:6	1	2:24000	10
1617	地下渠道	来自地下渠道的消息	7301	2003	4005:6;4006:6	1	5005:10	10
1618	周边换购	紧急替代品请求	7302	2003	4007:6;4008:6	1	5004:2	10
1619	周边换购	对手的竞争性请求	7303	2003	4010:6;4011:6	1	5004:2	10
1620	暗中交易	竞争对手提出的交易	7304	2003	4010:6;4011:6	1	2:24000	10
1621	周边换购	学校开放日的申请	7305	2003	4010:6;4011:6	1	2:24000	10
1622	地下渠道	来自地下渠道的消息	7306	2003	4013:6;4014:6	1	9002:2	10
1623	周边换购	紧急替代品请求	7307	2003	4013:6;4014:6	1	5005:27	10
1624	周边换购	对手的竞争性请求	7308	2003	4013:6;4014:6	1	9002:2	10
1625	暗中交易	竞争对手提出的交易	7309	2003	4016:6;4017:6	1	5005:28	10
1626	周边换购	学校开放日的申请	7310	2003	4016:6;4017:6	1	2:24000	10
1627	地下渠道	来自地下渠道的消息	7311	2003	4001:16;4002:16	2	2:48000	15
1628	周边换购	紧急替代品请求	7312	2003	4017:16;4018:16	2	5005:27	15
1629	周边换购	对手的竞争性请求	7313	2003	4007:16;4008:16	2	9002:3	15
1630	暗中交易	竞争对手提出的交易	7314	2003	4007:16;4008:16	2	5005:28	15
1631	周边换购	学校开放日的申请	7301	2003	4010:16;4011:16	2	2:48000	15
1632	地下渠道	来自地下渠道的消息	7302	2003	4010:16;4011:16	2	2:48000	15
1633	周边换购	紧急替代品请求	7303	2003	4010:16;4011:16	2	5005:20	15
1634	周边换购	对手的竞争性请求	7304	2003	4013:16;4014:16	2	5004:3	15
1635	暗中交易	竞争对手提出的交易	7305	2003	4013:16;4014:16	2	5004:3	15
1636	周边换购	学校开放日的申请	7306	2003	4013:16;4014:16	2	2:48000	15
1637	地下渠道	来自地下渠道的消息	7307	2003	4017:16;4018:16	2	2:48000	15
1638	周边换购	紧急替代品请求	7308	2003	4017:16;4018:16	2	9002:3	15
1639	周边换购	对手的竞争性请求	7309	2003	4001:21;4002:21	3	5005:33	20
1640	暗中交易	竞争对手提出的交易	7310	2003	4017:21;4018:21	3	2:72000	20
