int	int	int	int	int	int	int	int	int	int	int	int	int	DTItemNum	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int
155	20	40	25	50	30	61	40	81	50	101	61	122	2:680862	156	195	234	312	390	468	0	0	0	0	0	0	0	0	0	0	0	0	0	12266	15333	18399	24532	30665	36798
156	20	40	25	51	30	61	40	81	51	102	61	122	2:685212	158	197	237	316	395	474	0	0	0	0	0	0	0	0	0	0	0	0	0	12422	15528	18633	24844	31055	37266
157	20	41	25	51	30	61	41	82	51	103	61	123	2:689562	158	198	237	316	395	474	0	0	0	0	0	0	0	0	0	0	0	0	0	12580	15725	18870	25160	31450	37740
158	20	41	25	51	31	62	41	82	51	103	62	124	2:693912	160	200	240	320	400	480	0	0	0	0	0	0	0	0	0	0	0	0	0	12738	15923	19107	25476	31845	38214
159	20	41	26	52	31	62	41	83	52	104	62	125	2:698436	160	200	240	320	400	480	50	100	150	200	250	300	10	10	10	10	10	10	0	12898	16123	19347	25796	32245	38694
160	20	41	26	52	31	62	41	83	52	104	62	125	2:702786	162	202	243	324	405	486	0	0	0	0	0	0	0	0	0	0	0	0	0	13058	16323	19587	26116	32645	39174
161	21	42	26	52	31	63	42	84	52	105	63	126	2:824992	162	203	243	324	405	486	0	0	0	0	0	0	0	0	0	0	0	0	0	13220	16525	19830	26440	33050	39660
162	21	42	26	53	31	63	42	84	53	106	63	127	2:830067	164	205	246	328	410	492	0	0	0	0	0	0	0	0	0	0	0	0	0	13382	16728	20073	26764	33455	40146
163	21	42	26	53	32	64	42	85	53	106	64	128	2:835345	164	205	246	328	410	492	0	0	0	0	0	0	0	0	0	0	0	0	0	13546	16933	20319	27092	33865	40638
164	21	42	26	53	32	64	42	85	53	107	64	128	2:840420	166	207	249	332	415	498	0	0	0	0	0	0	0	0	0	0	0	0	0	13710	17138	20565	27420	34275	41130
165	21	43	27	54	32	64	43	86	54	108	64	129	2:845495	166	208	249	332	415	498	0	0	0	0	0	0	0	0	0	0	0	0	0	13876	17345	20814	27752	34690	41628
166	21	43	27	54	32	65	43	86	54	108	65	130	2:850570	168	210	252	336	420	504	0	0	0	0	0	0	0	0	0	0	0	0	0	14042	17553	21063	28084	35105	42126
167	21	43	27	54	32	65	43	87	54	109	65	131	2:855848	168	210	252	336	420	504	0	0	0	0	0	0	0	0	0	0	0	0	0	14210	17763	21315	28420	35525	42630
168	21	43	27	54	32	65	43	87	54	109	65	131	2:860923	170	212	255	340	425	510	0	0	0	0	0	0	0	0	0	0	0	0	0	14378	17973	21567	28756	35945	43134
169	22	44	27	55	33	66	44	88	55	110	66	132	2:865998	170	213	255	340	425	510	50	100	150	200	250	300	10	10	10	10	10	10	0	14548	18185	21822	29096	36370	43644
170	22	44	27	55	33	66	44	88	55	111	66	133	2:871073	172	215	258	344	430	516	0	0	0	0	0	0	0	0	0	0	0	0	0	14718	18398	22077	29436	36795	44154
171	22	44	27	55	33	67	44	89	55	111	67	134	2:876351	172	215	258	344	430	516	0	0	0	0	0	0	0	0	0	0	0	0	0	14890	18613	22335	29780	37225	44670
172	22	44	28	56	33	67	44	89	56	112	67	134	2:881426	174	217	261	348	435	522	0	0	0	0	0	0	0	0	0	0	0	0	0	15062	18828	22593	30124	37655	45186
173	22	45	28	56	33	67	45	90	56	112	67	135	2:886501	174	218	261	348	435	522	0	0	0	0	0	0	0	0	0	0	0	0	0	15236	19045	22854	30472	38090	45708
174	22	45	28	56	34	68	45	90	56	113	68	136	2:891576	176	220	264	352	440	528	0	0	0	0	0	0	0	0	0	0	0	0	0	15410	19263	23115	30820	38525	46230
175	22	45	28	57	34	68	45	91	57	114	68	137	2:896651	176	220	264	352	440	528	0	0	0	0	0	0	0	0	0	0	0	0	0	15586	19483	23379	31172	38965	46758
176	22	45	28	57	34	68	45	91	57	114	68	137	2:901929	178	222	267	356	445	534	0	0	0	0	0	0	0	0	0	0	0	0	0	15762	19703	23643	31524	39405	47286
177	23	46	28	57	34	69	46	92	57	115	69	138	2:907004	178	223	267	356	445	534	0	0	0	0	0	0	0	0	0	0	0	0	0	15940	19925	23910	31880	39850	47820
178	23	46	29	58	34	69	46	92	58	116	69	139	2:912079	180	225	270	360	450	540	0	0	0	0	0	0	0	0	0	0	0	0	0	16118	20148	24177	32236	40295	48354
179	23	46	29	58	35	70	46	93	58	116	70	140	2:917154	180	225	270	360	450	540	50	100	150	200	250	300	10	10	10	10	10	10	0	16298	20373	24447	32596	40745	48894
180	23	46	29	58	35	70	46	93	58	117	70	140	2:922432	182	227	273	364	455	546	0	0	0	0	0	0	0	0	0	0	0	0	0	16478	20598	24717	32956	41195	49434
181	23	47	29	58	35	70	47	94	58	117	70	141	2:1060008	182	228	273	364	455	546	0	0	0	0	0	0	0	0	0	0	0	0	0	16660	20825	24990	33320	41650	49980
182	23	47	29	59	35	71	47	94	59	118	71	142	2:1065808	184	230	276	368	460	552	0	0	0	0	0	0	0	0	0	0	0	0	0	16842	21053	25263	33684	42105	50526
183	23	47	29	59	35	71	47	95	59	119	71	142	2:1071608	184	230	276	368	460	552	0	0	0	0	0	0	0	0	0	0	0	0	0	17026	21283	25539	34052	42565	51078
184	23	47	29	59	35	71	47	95	59	119	71	143	2:1077640	186	232	279	372	465	558	0	0	0	0	0	0	0	0	0	0	0	0	0	17210	21513	25815	34420	43025	51630
185	24	48	30	60	36	72	48	96	60	120	72	144	2:1083440	186	233	279	372	465	558	0	0	0	0	0	0	0	0	0	0	0	0	0	17396	21745	26094	34792	43490	52188
186	24	48	30	60	36	72	48	96	60	120	72	145	2:1089240	188	235	282	376	470	564	0	0	0	0	0	0	0	0	0	0	0	0	0	17582	21978	26373	35164	43955	52746
187	24	48	30	60	36	72	48	97	60	121	72	145	2:1095040	188	235	282	376	470	564	0	0	0	0	0	0	0	0	0	0	0	0	0	17770	22213	26655	35540	44425	53310
188	24	48	30	61	36	73	48	97	61	122	73	146	2:1101072	190	237	285	380	475	570	0	0	0	0	0	0	0	0	0	0	0	0	0	17958	22448	26937	35916	44895	53874
189	24	49	30	61	36	73	49	98	61	122	73	147	2:1106872	190	238	285	380	475	570	50	100	150	200	250	300	10	10	10	10	10	10	0	18148	22685	27222	36296	45370	54444
190	24	49	30	61	37	74	49	98	61	123	74	148	2:1112672	192	240	288	384	480	576	0	0	0	0	0	0	0	0	0	0	0	0	0	18338	22923	27507	36676	45845	55014
191	24	49	31	62	37	74	49	99	62	124	74	148	2:1118472	192	240	288	384	480	576	0	0	0	0	0	0	0	0	0	0	0	0	0	18530	23163	27795	37060	46325	55590
192	24	49	31	62	37	74	49	99	62	124	74	149	2:1124504	194	242	291	388	485	582	0	0	0	0	0	0	0	0	0	0	0	0	0	18722	23403	28083	37444	46805	56166
193	25	50	31	62	37	75	50	100	62	125	75	150	2:1130304	194	243	291	388	485	582	0	0	0	0	0	0	0	0	0	0	0	0	0	18916	23645	28374	37832	47290	56748
194	25	50	31	62	37	75	50	100	62	125	75	151	2:1136104	196	245	294	392	490	588	0	0	0	0	0	0	0	0	0	0	0	0	0	19110	23888	28665	38220	47775	57330
195	25	50	31	63	37	75	50	101	63	126	75	151	2:1141904	196	245	294	392	490	588	0	0	0	0	0	0	0	0	0	0	0	0	0	19306	24133	28959	38612	48265	57918
196	25	50	31	63	38	76	50	101	63	127	76	152	2:1147936	198	247	297	396	495	594	0	0	0	0	0	0	0	0	0	0	0	0	0	19502	24378	29253	39004	48755	58506
197	25	51	31	63	38	76	51	102	63	127	76	153	2:1153736	198	248	297	396	495	594	0	0	0	0	0	0	0	0	0	0	0	0	0	19700	24625	29550	39400	49250	59100
198	25	51	32	64	38	77	51	102	64	128	77	154	2:1159536	200	250	300	400	500	600	0	0	0	0	0	0	0	0	0	0	0	0	0	19898	24873	29847	39796	49745	59694
199	25	51	32	64	38	77	51	103	64	129	77	154	2:1165336	200	250	300	400	500	600	50	100	150	200	250	300	10	10	10	10	10	10	0	20098	25123	30147	40196	50245	60294
200	25	51	32	64	38	77	51	103	64	129	77	155	2:1171136	204	255	306	408	510	612	0	0	0	0	0	0	0	0	0	0	0	0	0	20298	25373	30447	40596	50745	60894
201	26	52	32	65	39	78	52	104	65	130	78	156	2:1324314	204	255	306	408	510	612	0	0	0	0	0	0	0	0	0	0	0	0	0	20502	25628	30753	41004	51255	61506
202	26	52	32	65	39	78	52	104	65	130	78	157	2:1330839	208	260	312	416	520	624	0	0	0	0	0	0	0	0	0	0	0	0	0	20706	25883	31059	41412	51765	62118
203	26	52	32	65	39	78	52	105	65	131	78	157	2:1337364	208	260	312	416	520	624	0	0	0	0	0	0	0	0	0	0	0	0	0	20914	26143	31371	41828	52285	62742
204	26	52	33	66	39	79	52	105	66	132	79	158	2:1343889	212	265	318	424	530	636	0	0	0	0	0	0	0	0	0	0	0	0	0	21122	26403	31683	42244	52805	63366
205	26	53	33	66	39	79	53	106	66	132	79	159	2:1350675	212	265	318	424	530	636	0	0	0	0	0	0	0	0	0	0	0	0	0	21334	26668	32001	42668	53335	64002
206	26	53	33	66	40	80	53	106	66	133	80	160	2:1357200	216	270	324	432	540	648	0	0	0	0	0	0	0	0	0	0	0	0	0	21546	26933	32319	43092	53865	64638
207	26	53	33	66	40	80	53	107	66	133	80	160	2:1363725	216	270	324	432	540	648	0	0	0	0	0	0	0	0	0	0	0	0	0	21762	27203	32643	43524	54405	65286
208	26	53	33	67	40	80	53	107	67	134	80	161	2:1370250	220	275	330	440	550	660	0	0	0	0	0	0	0	0	0	0	0	0	0	21978	27473	32967	43956	54945	65934
209	27	54	33	67	40	81	54	108	67	135	81	162	2:1377036	220	275	330	440	550	660	50	100	150	200	250	300	10	10	10	10	10	10	0	22198	27748	33297	44396	55495	66594
210	27	54	33	67	40	81	54	108	67	135	81	162	2:1383561	224	280	336	448	560	672	0	0	0	0	0	0	0	0	0	0	0	0	0	22418	28023	33627	44836	56045	67254
211	27	54	34	68	40	81	54	109	68	136	81	163	2:1390086	224	280	336	448	560	672	0	0	0	0	0	0	0	0	0	0	0	0	0	22642	28303	33963	45284	56605	67926
212	27	54	34	68	41	82	54	109	68	137	82	164	2:1396611	228	285	342	456	570	684	0	0	0	0	0	0	0	0	0	0	0	0	0	22866	28583	34299	45732	57165	68598
213	27	55	34	68	41	82	55	110	68	137	82	165	2:1403397	228	285	342	456	570	684	0	0	0	0	0	0	0	0	0	0	0	0	0	23094	28868	34641	46188	57735	69282
214	27	55	34	69	41	82	55	110	69	138	82	165	2:1409922	232	290	348	464	580	696	0	0	0	0	0	0	0	0	0	0	0	0	0	23322	29153	34983	46644	58305	69966
215	27	55	34	69	41	83	55	111	69	138	83	166	2:1416447	232	290	348	464	580	696	0	0	0	0	0	0	0	0	0	0	0	0	0	23554	29443	35331	47108	58885	70662
216	27	55	34	69	41	83	55	111	69	139	83	167	2:1422972	236	295	354	472	590	708	0	0	0	0	0	0	0	0	0	0	0	0	0	23786	29733	35679	47572	59465	71358
217	28	56	35	70	42	84	56	112	70	140	84	168	2:1429758	236	295	354	472	590	708	0	0	0	0	0	0	0	0	0	0	0	0	0	24022	30028	36033	48044	60055	72066
218	28	56	35	70	42	84	56	112	70	140	84	168	2:1436283	240	300	360	480	600	720	0	0	0	0	0	0	0	0	0	0	0	0	0	24258	30323	36387	48516	60645	72774
219	28	56	35	70	42	84	56	113	70	141	84	169	2:1442808	240	300	360	480	600	720	50	100	150	200	250	300	10	10	10	10	10	10	0	24498	30623	36747	48996	61245	73494
220	28	56	35	70	42	85	56	113	70	141	85	170	2:1449333	244	305	366	488	610	732	0	0	0	0	0	0	0	0	0	0	0	0	0	24738	30923	37107	49476	61845	74214
221	28	57	35	71	42	85	57	114	71	142	85	171	2:1617910	244	305	366	488	610	732	0	0	0	0	0	0	0	0	0	0	0	0	0	24982	31228	37473	49964	62455	74946
222	28	57	35	71	42	85	57	114	71	143	85	171	2:1625160	248	310	372	496	620	744	0	0	0	0	0	0	0	0	0	0	0	0	0	25226	31533	37839	50452	63065	75678
223	28	57	35	71	43	86	57	115	71	143	86	172	2:1632410	248	310	372	496	620	744	0	0	0	0	0	0	0	0	0	0	0	0	0	25474	31843	38211	50948	63685	76422
224	28	57	36	72	43	86	57	115	72	144	86	173	2:1639660	252	315	378	504	630	756	0	0	0	0	0	0	0	0	0	0	0	0	0	25722	32153	38583	51444	64305	77166
225	29	58	36	72	43	87	58	116	72	145	87	174	2:1646910	252	315	378	504	630	756	0	0	0	0	0	0	0	0	0	0	0	0	0	25974	32468	38961	51948	64935	77922
226	29	58	36	72	43	87	58	116	72	145	87	174	2:1654450	256	320	384	512	640	768	0	0	0	0	0	0	0	0	0	0	0	0	0	26226	32783	39339	52452	65565	78678
227	29	58	36	73	43	87	58	117	73	146	87	175	2:1661700	256	320	384	512	640	768	0	0	0	0	0	0	0	0	0	0	0	0	0	26482	33103	39723	52964	66205	79446
228	29	58	36	73	44	88	58	117	73	146	88	176	2:1668950	260	325	390	520	650	780	0	0	0	0	0	0	0	0	0	0	0	0	0	26738	33423	40107	53476	66845	80214
229	29	59	36	73	44	88	59	118	73	147	88	177	2:1676200	260	325	390	520	650	780	50	100	150	200	250	300	10	10	10	10	10	10	0	26998	33748	40497	53996	67495	80994
230	29	59	37	74	44	88	59	118	74	148	88	177	2:1683740	264	330	396	528	660	792	0	0	0	0	0	0	0	0	0	0	0	0	0	27258	34073	40887	54516	68145	81774
231	29	59	37	74	44	89	59	119	74	148	89	178	2:1690990	264	330	396	528	660	792	0	0	0	0	0	0	0	0	0	0	0	0	0	27522	34403	41283	55044	68805	82566
232	29	59	37	74	44	89	59	119	74	149	89	179	2:1698240	268	335	402	536	670	804	0	0	0	0	0	0	0	0	0	0	0	0	0	27786	34733	41679	55572	69465	83358
233	30	60	37	75	45	90	60	120	75	150	90	180	2:1705490	268	335	402	536	670	804	0	0	0	0	0	0	0	0	0	0	0	0	0	28054	35068	42081	56108	70135	84162
234	30	60	37	75	45	90	60	120	75	150	90	180	2:1713030	272	340	408	544	680	816	0	0	0	0	0	0	0	0	0	0	0	0	0	28322	35403	42483	56644	70805	84966
235	30	60	37	75	45	90	60	120	75	151	90	181	2:1720280	272	340	408	544	680	816	0	0	0	0	0	0	0	0	0	0	0	0	0	28594	35743	42891	57188	71485	85782
236	30	60	37	75	45	91	60	121	75	151	91	182	2:1727530	276	345	414	552	690	828	0	0	0	0	0	0	0	0	0	0	0	0	0	28866	36083	43299	57732	72165	86598
237	30	60	38	76	45	91	60	121	76	152	91	182	2:1734780	276	345	414	552	690	828	0	0	0	0	0	0	0	0	0	0	0	0	0	29142	36428	43713	58284	72855	87426
238	30	61	38	76	45	91	61	122	76	153	91	183	2:1742320	280	350	420	560	700	840	0	0	0	0	0	0	0	0	0	0	0	0	0	29418	36773	44127	58836	73545	88254
239	30	61	38	76	46	92	61	122	76	153	92	184	2:1749570	280	350	420	560	700	840	50	100	150	200	250	300	10	10	10	10	10	10	0	29698	37123	44547	59396	74245	89094
240	30	61	38	77	46	92	61	123	77	154	92	185	2:1756820	284	355	426	568	710	852	0	0	0	0	0	0	0	0	0	0	0	0	0	29978	37473	44967	59956	74945	89934
241	30	61	38	77	46	92	61	123	77	154	92	185	2:1940477	284	355	426	568	710	852	0	0	0	0	0	0	0	0	0	0	0	0	0	30262	37828	45393	60524	75655	90786
242	31	62	38	77	46	93	62	124	77	155	93	186	2:1948771	288	360	432	576	720	864	0	0	0	0	0	0	0	0	0	0	0	0	0	30546	38183	45819	61092	76365	91638
243	31	62	39	78	46	93	62	124	78	156	93	187	2:1956746	288	360	432	576	720	864	0	0	0	0	0	0	0	0	0	0	0	0	0	30834	38543	46251	61668	77085	92502
244	31	62	39	78	47	94	62	125	78	156	94	188	2:1964721	292	365	438	584	730	876	0	0	0	0	0	0	0	0	0	0	0	0	0	31122	38903	46683	62244	77805	93366
245	31	62	39	78	47	94	62	125	78	157	94	188	2:1972696	292	365	438	584	730	876	0	0	0	0	0	0	0	0	0	0	0	0	0	31414	39268	47121	62828	78535	94242
246	31	63	39	79	47	94	63	126	79	158	94	189	2:1980990	296	370	444	592	740	888	0	0	0	0	0	0	0	0	0	0	0	0	0	31706	39633	47559	63412	79265	95118
247	31	63	39	79	47	95	63	126	79	158	95	190	2:1988965	296	370	444	592	740	888	0	0	0	0	0	0	0	0	0	0	0	0	0	32002	40003	48003	64004	80005	96006
248	31	63	39	79	47	95	63	127	79	159	95	191	2:1996940	300	375	450	600	750	900	0	0	0	0	0	0	0	0	0	0	0	0	0	32298	40373	48447	64596	80745	96894
249	31	63	39	79	47	95	63	127	79	159	95	191	2:2004915	300	375	450	600	750	900	50	100	150	200	250	300	10	10	10	10	10	10	0	32598	40748	48897	65196	81495	97794
250	32	64	40	80	48	96	64	128	80	160	96	192	2:2012890	304	380	456	608	760	912	0	0	0	0	0	0	0	0	0	0	0	0	0	32898	41123	49347	65796	82245	98694
251	32	64	40	80	48	96	64	128	80	161	96	193	2:2021184	304	380	456	608	760	912	0	0	0	0	0	0	0	0	0	0	0	0	0	33202	41503	49803	66404	83005	99606
252	32	64	40	80	48	97	64	129	80	161	97	194	2:2029159	308	385	462	616	770	924	0	0	0	0	0	0	0	0	0	0	0	0	0	33506	41883	50259	67012	83765	100518
253	32	64	40	81	48	97	64	129	81	162	97	194	2:2037134	308	385	462	616	770	924	0	0	0	0	0	0	0	0	0	0	0	0	0	33814	42268	50721	67628	84535	101442
254	32	65	40	81	48	97	65	130	81	162	97	195	2:2045109	312	390	468	624	780	936	0	0	0	0	0	0	0	0	0	0	0	0	0	34122	42653	51183	68244	85305	102366
255	32	65	40	81	49	98	65	130	81	163	98	196	2:2053403	312	390	468	624	780	936	0	0	0	0	0	0	0	0	0	0	0	0	0	34434	43043	51651	68868	86085	103302
256	32	65	41	82	49	98	65	131	82	164	98	197	2:2061378	316	395	474	632	790	948	0	0	0	0	0	0	0	0	0	0	0	0	0	34746	43433	52119	69492	86865	104238
257	32	65	41	82	49	98	65	131	82	164	98	197	2:2069353	316	395	474	632	790	948	0	0	0	0	0	0	0	0	0	0	0	0	0	35062	43828	52593	70124	87655	105186
258	33	66	41	82	49	99	66	132	82	165	99	198	2:2077328	320	400	480	640	800	960	0	0	0	0	0	0	0	0	0	0	0	0	0	35378	44223	53067	70756	88445	106134
259	33	66	41	83	49	99	66	132	83	166	99	199	2:2085622	320	400	480	640	800	960	50	100	150	200	250	300	10	10	10	10	10	10	0	35698	44623	53547	71396	89245	107094
260	33	66	41	83	50	100	66	133	83	166	100	200	2:2093597	324	405	486	648	810	972	0	0	0	0	0	0	0	0	0	0	0	0	0	36018	45023	54027	72036	90045	108054
261	33	66	41	83	50	100	66	133	83	167	100	200	2:2292624	324	405	486	648	810	972	0	0	0	0	0	0	0	0	0	0	0	0	0	36342	45428	54513	72684	90855	109026
262	33	67	41	83	50	100	67	134	83	167	100	201	2:2301324	328	410	492	656	820	984	0	0	0	0	0	0	0	0	0	0	0	0	0	36666	45833	54999	73332	91665	109998
263	33	67	42	84	50	101	67	134	84	168	101	202	2:2310372	328	410	492	656	820	984	0	0	0	0	0	0	0	0	0	0	0	0	0	36994	46243	55491	73988	92485	110982
264	33	67	42	84	50	101	67	135	84	169	101	202	2:2319072	332	415	498	664	830	996	0	0	0	0	0	0	0	0	0	0	0	0	0	37322	46653	55983	74644	93305	111966
265	33	67	42	84	50	101	67	135	84	169	101	203	2:2327772	332	415	498	664	830	996	0	0	0	0	0	0	0	0	0	0	0	0	0	37654	47068	56481	75308	94135	112962
266	34	68	42	85	51	102	68	136	85	170	102	204	2:2336472	336	420	504	672	840	1008	0	0	0	0	0	0	0	0	0	0	0	0	0	37986	47483	56979	75972	94965	113958
267	34	68	42	85	51	102	68	136	85	170	102	205	2:2345520	336	420	504	672	840	1008	0	0	0	0	0	0	0	0	0	0	0	0	0	38322	47903	57483	76644	95805	114966
268	34	68	42	85	51	102	68	137	85	171	102	205	2:2354220	340	425	510	680	850	1020	0	0	0	0	0	0	0	0	0	0	0	0	0	38658	48323	57987	77316	96645	115974
269	34	68	43	86	51	103	68	137	86	172	103	206	2:2362920	340	425	510	680	850	1020	50	100	150	200	250	300	10	10	10	10	10	10	0	38998	48748	58497	77996	97495	116994
270	34	69	43	86	51	103	69	138	86	172	103	207	2:2371620	344	430	516	688	860	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	39338	49173	59007	78676	98345	118014
271	34	69	43	86	52	104	69	138	86	173	104	208	2:2380668	344	430	516	688	860	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	39682	49603	59523	79364	99205	119046
272	34	69	43	87	52	104	69	139	87	174	104	208	2:2389368	348	435	522	696	870	1044	0	0	0	0	0	0	0	0	0	0	0	0	0	40026	50033	60039	80052	100065	120078
273	34	69	43	87	52	104	69	139	87	174	104	209	2:2398068	348	435	522	696	870	1044	0	0	0	0	0	0	0	0	0	0	0	0	0	40374	50468	60561	80748	100935	121122
274	35	70	43	87	52	105	70	140	87	175	105	210	2:2406768	352	440	528	704	880	1056	0	0	0	0	0	0	0	0	0	0	0	0	0	40722	50903	61083	81444	101805	122166
275	35	70	43	87	52	105	70	140	87	175	105	211	2:2415468	352	440	528	704	880	1056	0	0	0	0	0	0	0	0	0	0	0	0	0	41074	51343	61611	82148	102685	123222
276	35	70	44	88	52	105	70	141	88	176	105	211	2:2424516	356	445	534	712	890	1068	0	0	0	0	0	0	0	0	0	0	0	0	0	41426	51783	62139	82852	103565	124278
277	35	70	44	88	53	106	70	141	88	177	106	212	2:2433216	356	445	534	712	890	1068	0	0	0	0	0	0	0	0	0	0	0	0	0	41782	52228	62673	83564	104455	125346
278	35	71	44	88	53	106	71	142	88	177	106	213	2:2441916	360	450	540	720	900	1080	0	0	0	0	0	0	0	0	0	0	0	0	0	42138	52673	63207	84276	105345	126414
279	35	71	44	89	53	107	71	142	89	178	107	214	2:2450616	360	450	540	720	900	1080	50	100	150	200	250	300	10	10	10	10	10	10	0	42498	53123	63747	84996	106245	127494
280	35	71	44	89	53	107	71	143	89	179	107	214	2:2459664	364	455	546	728	910	1092	0	0	0	0	0	0	0	0	0	0	0	0	0	42858	53573	64287	85716	107145	128574
281	35	71	44	89	53	107	71	143	89	179	107	215	2:2674061	364	455	546	728	910	1092	0	0	0	0	0	0	0	0	0	0	0	0	0	43222	54028	64833	86444	108055	129666
282	36	72	45	90	54	108	72	144	90	180	108	216	2:2683486	368	460	552	736	920	1104	0	0	0	0	0	0	0	0	0	0	0	0	0	43586	54483	65379	87172	108965	130758
283	36	72	45	90	54	108	72	144	90	180	108	217	2:2692911	368	460	552	736	920	1104	0	0	0	0	0	0	0	0	0	0	0	0	0	43954	54943	65931	87908	109885	131862
284	36	72	45	90	54	108	72	145	90	181	108	217	2:2702713	372	465	558	744	930	1116	0	0	0	0	0	0	0	0	0	0	0	0	0	44322	55403	66483	88644	110805	132966
285	36	72	45	91	54	109	72	145	91	182	109	218	2:2712138	372	465	558	744	930	1116	0	0	0	0	0	0	0	0	0	0	0	0	0	44694	55868	67041	89388	111735	134082
286	36	73	45	91	54	109	73	146	91	182	109	219	2:2721563	376	470	564	752	940	1128	0	0	0	0	0	0	0	0	0	0	0	0	0	45066	56333	67599	90132	112665	135198
287	36	73	45	91	55	110	73	146	91	183	110	220	2:2730988	376	470	564	752	940	1128	0	0	0	0	0	0	0	0	0	0	0	0	0	45442	56803	68163	90884	113605	136326
288	36	73	45	91	55	110	73	147	91	183	110	220	2:2740790	380	475	570	760	950	1140	0	0	0	0	0	0	0	0	0	0	0	0	0	45818	57273	68727	91636	114545	137454
289	36	73	46	92	55	110	73	147	92	184	110	221	2:2750215	380	475	570	760	950	1140	50	100	150	200	250	300	10	10	10	10	10	10	0	46198	57748	69297	92396	115495	138594
290	37	74	46	92	55	111	74	148	92	185	111	222	2:2759640	384	480	576	768	960	1152	0	0	0	0	0	0	0	0	0	0	0	0	0	46578	58223	69867	93156	116445	139734
291	37	74	46	92	55	111	74	148	92	185	111	222	2:2769065	384	480	576	768	960	1152	0	0	0	0	0	0	0	0	0	0	0	0	0	46962	58703	70443	93924	117405	140886
292	37	74	46	93	55	111	74	149	93	186	111	223	2:2778867	388	485	582	776	970	1164	0	0	0	0	0	0	0	0	0	0	0	0	0	47346	59183	71019	94692	118365	142038
293	37	74	46	93	56	112	74	149	93	187	112	224	2:2788292	388	485	582	776	970	1164	0	0	0	0	0	0	0	0	0	0	0	0	0	47734	59668	71601	95468	119335	143202
294	37	75	46	93	56	112	75	150	93	187	112	225	2:2797717	392	490	588	784	980	1176	0	0	0	0	0	0	0	0	0	0	0	0	0	48122	60153	72183	96244	120305	144366
295	37	75	47	94	56	112	75	150	94	188	112	225	2:2807142	392	490	588	784	980	1176	0	0	0	0	0	0	0	0	0	0	0	0	0	48514	60643	72771	97028	121285	145542
296	37	75	47	94	56	113	75	151	94	188	113	226	2:2816944	396	495	594	792	990	1188	0	0	0	0	0	0	0	0	0	0	0	0	0	48906	61133	73359	97812	122265	146718
297	37	75	47	94	56	113	75	151	94	189	113	227	2:2826369	396	495	594	792	990	1188	0	0	0	0	0	0	0	0	0	0	0	0	0	49302	61628	73953	98604	123255	147906
298	38	76	47	95	57	114	76	152	95	190	114	228	2:2835794	400	500	600	800	1000	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	49698	62123	74547	99396	124245	149094
299	38	76	47	95	57	114	76	152	95	190	114	228	2:2845219	400	500	600	800	1000	1200	50	100	150	200	250	300	10	10	10	10	10	10	0	50098	62623	75147	100196	125245	150294
300	38	76	47	95	57	114	76	153	95	191	114	229	2:2854644	404	505	606	808	1010	1212	0	0	0	0	0	0	0	0	0	0	0	0	0	50498	63123	75747	100996	126245	151494
301	38	76	47	95	57	115	76	153	95	191	115	230	2:3084788	404	505	606	808	1010	1212	0	0	0	0	0	0	0	0	0	0	0	0	0	50902	63628	76353	101804	127255	152706
302	38	77	48	96	57	115	77	154	96	192	115	231	2:3094938	408	510	612	816	1020	1224	0	0	0	0	0	0	0	0	0	0	0	0	0	51306	64133	76959	102612	128265	153918
303	38	77	48	96	57	115	77	154	96	193	115	231	2:3105088	408	510	612	816	1020	1224	0	0	0	0	0	0	0	0	0	0	0	0	0	51714	64643	77571	103428	129285	155142
304	38	77	48	96	58	116	77	155	96	193	116	232	2:3115238	412	515	618	824	1030	1236	0	0	0	0	0	0	0	0	0	0	0	0	0	52122	65153	78183	104244	130305	156366
305	38	77	48	97	58	116	77	155	97	194	116	233	2:3125794	412	515	618	824	1030	1236	0	0	0	0	0	0	0	0	0	0	0	0	0	52534	65668	78801	105068	131335	157602
306	39	78	48	97	58	117	78	156	97	195	117	234	2:3135944	416	520	624	832	1040	1248	0	0	0	0	0	0	0	0	0	0	0	0	0	52946	66183	79419	105892	132365	158838
307	39	78	48	97	58	117	78	156	97	195	117	234	2:3146094	416	520	624	832	1040	1248	0	0	0	0	0	0	0	0	0	0	0	0	0	53362	66703	80043	106724	133405	160086
308	39	78	49	98	58	117	78	157	98	196	117	235	2:3156244	420	525	630	840	1050	1260	0	0	0	0	0	0	0	0	0	0	0	0	0	53778	67223	80667	107556	134445	161334
309	39	78	49	98	59	118	78	157	98	196	118	236	2:3166800	420	525	630	840	1050	1260	50	100	150	200	250	300	10	10	10	10	10	10	0	54198	67748	81297	108396	135495	162594
310	39	79	49	98	59	118	79	158	98	197	118	237	2:3176950	424	530	636	848	1060	1272	0	0	0	0	0	0	0	0	0	0	0	0	0	54618	68273	81927	109236	136545	163854
311	39	79	49	99	59	118	79	158	99	198	118	237	2:3187100	424	530	636	848	1060	1272	0	0	0	0	0	0	0	0	0	0	0	0	0	55042	68803	82563	110084	137605	165126
