int	int	int	int	int	int	DTItemNum	string	string	int	int	int	string
13021039	1302	1	1	39	40	5012:100		宣传课程	2217	50	50	
13021040	1302	1	1	40	40	0		宣传课程	2217	50	50	
13021041	1302	1	1	41	40	0		宣传课程	2217	50	50	
13021042	1302	1	1	42	40	0		宣传课程	2217	50	50	
13021043	1302	1	1	43	40	0		宣传课程	2217	50	50	
13021044	1302	1	1	44	40	0		宣传课程	2217	50	50	
13021045	1302	1	1	45	40	0		宣传课程	2217	50	50	
13021046	1302	1	1	46	40	0		宣传课程	2217	50	50	
13021047	1302	1	1	47	40	0		宣传课程	2217	50	50	
13021048	1302	1	1	48	40	0		宣传课程	2217	50	50	
13021049	1302	1	1	49	40	0		宣传课程	2217	50	50	
13021050	1302	1	1	50	40	0		宣传课程	2217	50	50	
13021051	1302	1	1	51	40	0		宣传课程	2217	50	50	
13021052	1302	1	1	52	40	0		宣传课程	2217	50	50	
13021053	1302	1	1	53	40	0		宣传课程	2217	50	50	
13021054	1302	1	1	54	40	0		宣传课程	2217	50	50	
13021055	1302	1	1	55	40	0		宣传课程	2217	50	50	
13021056	1302	1	1	56	40	0		宣传课程	2217	50	50	
13021057	1302	1	1	57	40	0		宣传课程	2217	50	50	
13021058	1302	1	1	58	40	0		宣传课程	2217	50	50	
13021059	1302	1	1	59	40	0		宣传课程	2217	50	50	
13021060	1302	1	1	60	40	0		宣传课程	2217	50	50	
13021061	1302	1	1	61	40	0		宣传课程	2217	50	50	
13021062	1302	1	1	62	40	0		宣传课程	2217	50	50	
13021063	1302	1	1	63	50	0		宣传课程	2217	63	63	
13021064	1302	1	1	64	50	0		宣传课程	2217	63	63	
13021065	1302	1	1	65	50	0		宣传课程	2217	63	63	
13021066	1302	1	1	66	50	0		宣传课程	2217	63	63	
13021067	1302	1	1	67	50	0		宣传课程	2217	63	63	
13021068	1302	1	1	68	50	0		宣传课程	2217	63	63	
13021069	1302	1	1	69	50	0		宣传课程	2217	63	63	
13021070	1302	1	1	70	50	0		宣传课程	2217	63	63	
13021071	1302	1	1	71	50	0		宣传课程	2217	63	63	
13021072	1302	1	1	72	50	0		宣传课程	2217	63	63	
13021073	1302	1	1	73	50	0		宣传课程	2217	63	63	
13021074	1302	1	1	74	50	0		宣传课程	2217	63	63	
13021075	1302	1	1	75	50	0		宣传课程	2217	63	63	
13021076	1302	1	1	76	50	0		宣传课程	2217	63	63	
13021077	1302	1	1	77	50	0		宣传课程	2217	63	63	
13021078	1302	1	1	78	50	0		宣传课程	2217	63	63	
13021079	1302	1	1	79	50	0		宣传课程	2217	63	63	
13021080	1302	1	1	80	50	0		宣传课程	2217	63	63	
13021081	1302	1	1	81	50	0		宣传课程	2217	63	63	
13021082	1302	1	1	82	50	0		宣传课程	2217	63	63	
13021083	1302	1	1	83	50	0		宣传课程	2217	63	63	
13021084	1302	1	1	84	50	0		宣传课程	2217	63	63	
13021085	1302	1	1	85	50	0		宣传课程	2217	63	63	
13021086	1302	1	1	86	50	0		宣传课程	2217	63	63	
13021087	1302	1	1	87	50	0		宣传课程	2217	63	63	
13021088	1302	1	1	88	50	0		宣传课程	2217	63	63	
13021089	1302	1	1	89	50	0		宣传课程	2217	63	63	
13021090	1302	1	1	90	50	0		宣传课程	2217	63	63	
13021091	1302	1	1	91	50	0		宣传课程	2217	63	63	
13021092	1302	1	1	92	50	0		宣传课程	2217	63	63	
13021093	1302	1	1	93	50	0		宣传课程	2217	63	63	
13021094	1302	1	1	94	50	0		宣传课程	2217	63	63	
13021095	1302	1	1	95	50	0		宣传课程	2217	63	63	
13021096	1302	1	1	96	50	0		宣传课程	2217	63	63	
13021097	1302	1	1	97	50	0		宣传课程	2217	63	63	
13021098	1302	1	1	98	50	0		宣传课程	2217	63	63	
13021099	1302	1	1	99	50	0		宣传课程	2217	63	63	
13021100	1302	1	1	100	50	0		宣传课程	2217	63	63	
13022000	1302	2	2	0	0	5012:50		形象课程	2218	0	0	
13022001	1302	2	2	1	10	0		形象课程	2218	12	12	
13022002	1302	2	2	2	10	0		形象课程	2218	12	12	
13022003	1302	2	2	3	10	0		形象课程	2218	12	12	
13022004	1302	2	2	4	20	0		形象课程	2218	25	25	
13022005	1302	2	2	5	20	0		形象课程	2218	25	25	
13022006	1302	2	2	6	20	0		形象课程	2218	25	25	
13022007	1302	2	2	7	20	0		形象课程	2218	25	25	
13022008	1302	2	2	8	20	0		形象课程	2218	25	25	
13022009	1302	2	2	9	20	5012:50		形象课程	2218	25	25	
13022010	1302	2	2	10	20	0		形象课程	2218	25	25	
13022011	1302	2	2	11	20	0		形象课程	2218	25	25	
13022012	1302	2	2	12	20	0		形象课程	2218	25	25	
13022013	1302	2	2	13	20	0		形象课程	2218	25	25	
13022014	1302	2	2	14	30	0		形象课程	2218	38	38	
13022015	1302	2	2	15	30	0		形象课程	2218	38	38	
13022016	1302	2	2	16	30	0		形象课程	2218	38	38	
13022017	1302	2	2	17	30	0		形象课程	2218	38	38	
13022018	1302	2	2	18	30	0		形象课程	2218	38	38	
13022019	1302	2	2	19	30	0		形象课程	2218	38	38	
13022020	1302	2	2	20	30	0		形象课程	2218	38	38	
13022021	1302	2	2	21	30	0		形象课程	2218	38	38	
13022022	1302	2	2	22	30	0		形象课程	2218	38	38	
13022023	1302	2	2	23	30	0		形象课程	2218	38	38	
13022024	1302	2	2	24	30	0		形象课程	2218	38	38	
13022025	1302	2	2	25	30	0		形象课程	2218	38	38	
13022026	1302	2	2	26	30	0		形象课程	2218	38	38	
13022027	1302	2	2	27	30	0		形象课程	2218	38	38	
13022028	1302	2	2	28	30	0		形象课程	2218	38	38	
13022029	1302	2	2	29	30	0		形象课程	2218	38	38	
13022030	1302	2	2	30	30	0		形象课程	2218	38	38	
13022031	1302	2	2	31	30	0		形象课程	2218	38	38	
13022032	1302	2	2	32	40	0		形象课程	2218	50	50	
13022033	1302	2	2	33	40	0		形象课程	2218	50	50	
13022034	1302	2	2	34	40	0		形象课程	2218	50	50	
13022035	1302	2	2	35	40	0		形象课程	2218	50	50	
13022036	1302	2	2	36	40	0		形象课程	2218	50	50	
13022037	1302	2	2	37	40	0		形象课程	2218	50	50	
13022038	1302	2	2	38	40	0		形象课程	2218	50	50	
13022039	1302	2	2	39	40	5012:100		形象课程	2218	50	50	
13022040	1302	2	2	40	40	0		形象课程	2218	50	50	
13022041	1302	2	2	41	40	0		形象课程	2218	50	50	
13022042	1302	2	2	42	40	0		形象课程	2218	50	50	
13022043	1302	2	2	43	40	0		形象课程	2218	50	50	
13022044	1302	2	2	44	40	0		形象课程	2218	50	50	
13022045	1302	2	2	45	40	0		形象课程	2218	50	50	
13022046	1302	2	2	46	40	0		形象课程	2218	50	50	
13022047	1302	2	2	47	40	0		形象课程	2218	50	50	
13022048	1302	2	2	48	40	0		形象课程	2218	50	50	
13022049	1302	2	2	49	40	0		形象课程	2218	50	50	
13022050	1302	2	2	50	40	0		形象课程	2218	50	50	
13022051	1302	2	2	51	40	0		形象课程	2218	50	50	
13022052	1302	2	2	52	40	0		形象课程	2218	50	50	
13022053	1302	2	2	53	40	0		形象课程	2218	50	50	
13022054	1302	2	2	54	40	0		形象课程	2218	50	50	
13022055	1302	2	2	55	40	0		形象课程	2218	50	50	
13022056	1302	2	2	56	40	0		形象课程	2218	50	50	
13022057	1302	2	2	57	40	0		形象课程	2218	50	50	
13022058	1302	2	2	58	40	0		形象课程	2218	50	50	
13022059	1302	2	2	59	40	0		形象课程	2218	50	50	
13022060	1302	2	2	60	40	0		形象课程	2218	50	50	
13022061	1302	2	2	61	40	0		形象课程	2218	50	50	
13022062	1302	2	2	62	40	0		形象课程	2218	50	50	
13022063	1302	2	2	63	50	0		形象课程	2218	63	63	
13022064	1302	2	2	64	50	0		形象课程	2218	63	63	
13022065	1302	2	2	65	50	0		形象课程	2218	63	63	
13022066	1302	2	2	66	50	0		形象课程	2218	63	63	
13022067	1302	2	2	67	50	0		形象课程	2218	63	63	
13022068	1302	2	2	68	50	0		形象课程	2218	63	63	
13022069	1302	2	2	69	50	0		形象课程	2218	63	63	
13022070	1302	2	2	70	50	0		形象课程	2218	63	63	
13022071	1302	2	2	71	50	0		形象课程	2218	63	63	
13022072	1302	2	2	72	50	0		形象课程	2218	63	63	
13022073	1302	2	2	73	50	0		形象课程	2218	63	63	
13022074	1302	2	2	74	50	0		形象课程	2218	63	63	
13022075	1302	2	2	75	50	0		形象课程	2218	63	63	
13022076	1302	2	2	76	50	0		形象课程	2218	63	63	
13022077	1302	2	2	77	50	0		形象课程	2218	63	63	
13022078	1302	2	2	78	50	0		形象课程	2218	63	63	
13022079	1302	2	2	79	50	0		形象课程	2218	63	63	
13022080	1302	2	2	80	50	0		形象课程	2218	63	63	
13022081	1302	2	2	81	50	0		形象课程	2218	63	63	
13022082	1302	2	2	82	50	0		形象课程	2218	63	63	
13022083	1302	2	2	83	50	0		形象课程	2218	63	63	
13022084	1302	2	2	84	50	0		形象课程	2218	63	63	
13022085	1302	2	2	85	50	0		形象课程	2218	63	63	
13022086	1302	2	2	86	50	0		形象课程	2218	63	63	
13022087	1302	2	2	87	50	0		形象课程	2218	63	63	
13022088	1302	2	2	88	50	0		形象课程	2218	63	63	
13022089	1302	2	2	89	50	0		形象课程	2218	63	63	
13022090	1302	2	2	90	50	0		形象课程	2218	63	63	
13022091	1302	2	2	91	50	0		形象课程	2218	63	63	
13022092	1302	2	2	92	50	0		形象课程	2218	63	63	
13022093	1302	2	2	93	50	0		形象课程	2218	63	63	
13022094	1302	2	2	94	50	0		形象课程	2218	63	63	
13022095	1302	2	2	95	50	0		形象课程	2218	63	63	
13022096	1302	2	2	96	50	0		形象课程	2218	63	63	
13022097	1302	2	2	97	50	0		形象课程	2218	63	63	
13022098	1302	2	2	98	50	0		形象课程	2218	63	63	
13022099	1302	2	2	99	50	0		形象课程	2218	63	63	
13022100	1302	2	2	100	50	0		形象课程	2218	63	63	
13023000	1302	3	3	0	0	5012:50		生活课程	2219	0	0	
13023001	1302	3	3	1	10	0		生活课程	2219	12	12	
13023002	1302	3	3	2	10	0		生活课程	2219	12	12	
13023003	1302	3	3	3	10	0		生活课程	2219	12	12	
13023004	1302	3	3	4	20	0		生活课程	2219	25	25	
13023005	1302	3	3	5	20	0		生活课程	2219	25	25	
13023006	1302	3	3	6	20	0		生活课程	2219	25	25	
13023007	1302	3	3	7	20	0		生活课程	2219	25	25	
13023008	1302	3	3	8	20	0		生活课程	2219	25	25	
13023009	1302	3	3	9	20	5012:50		生活课程	2219	25	25	
13023010	1302	3	3	10	20	0		生活课程	2219	25	25	
13023011	1302	3	3	11	20	0		生活课程	2219	25	25	
13023012	1302	3	3	12	20	0		生活课程	2219	25	25	
13023013	1302	3	3	13	20	0		生活课程	2219	25	25	
13023014	1302	3	3	14	30	0		生活课程	2219	38	38	
13023015	1302	3	3	15	30	0		生活课程	2219	38	38	
13023016	1302	3	3	16	30	0		生活课程	2219	38	38	
13023017	1302	3	3	17	30	0		生活课程	2219	38	38	
13023018	1302	3	3	18	30	0		生活课程	2219	38	38	
13023019	1302	3	3	19	30	0		生活课程	2219	38	38	
13023020	1302	3	3	20	30	0		生活课程	2219	38	38	
13023021	1302	3	3	21	30	0		生活课程	2219	38	38	
13023022	1302	3	3	22	30	0		生活课程	2219	38	38	
13023023	1302	3	3	23	30	0		生活课程	2219	38	38	
13023024	1302	3	3	24	30	0		生活课程	2219	38	38	
13023025	1302	3	3	25	30	0		生活课程	2219	38	38	
13023026	1302	3	3	26	30	0		生活课程	2219	38	38	
13023027	1302	3	3	27	30	0		生活课程	2219	38	38	
13023028	1302	3	3	28	30	0		生活课程	2219	38	38	
13023029	1302	3	3	29	30	0		生活课程	2219	38	38	
13023030	1302	3	3	30	30	0		生活课程	2219	38	38	
13023031	1302	3	3	31	30	0		生活课程	2219	38	38	
13023032	1302	3	3	32	40	0		生活课程	2219	50	50	
13023033	1302	3	3	33	40	0		生活课程	2219	50	50	
13023034	1302	3	3	34	40	0		生活课程	2219	50	50	
13023035	1302	3	3	35	40	0		生活课程	2219	50	50	
13023036	1302	3	3	36	40	0		生活课程	2219	50	50	
13023037	1302	3	3	37	40	0		生活课程	2219	50	50	
13023038	1302	3	3	38	40	0		生活课程	2219	50	50	
13023039	1302	3	3	39	40	5012:100		生活课程	2219	50	50	
13023040	1302	3	3	40	40	0		生活课程	2219	50	50	
13023041	1302	3	3	41	40	0		生活课程	2219	50	50	
13023042	1302	3	3	42	40	0		生活课程	2219	50	50	
13023043	1302	3	3	43	40	0		生活课程	2219	50	50	
13023044	1302	3	3	44	40	0		生活课程	2219	50	50	
13023045	1302	3	3	45	40	0		生活课程	2219	50	50	
13023046	1302	3	3	46	40	0		生活课程	2219	50	50	
13023047	1302	3	3	47	40	0		生活课程	2219	50	50	
13023048	1302	3	3	48	40	0		生活课程	2219	50	50	
13023049	1302	3	3	49	40	0		生活课程	2219	50	50	
13023050	1302	3	3	50	40	0		生活课程	2219	50	50	
13023051	1302	3	3	51	40	0		生活课程	2219	50	50	
13023052	1302	3	3	52	40	0		生活课程	2219	50	50	
13023053	1302	3	3	53	40	0		生活课程	2219	50	50	
13023054	1302	3	3	54	40	0		生活课程	2219	50	50	
13023055	1302	3	3	55	40	0		生活课程	2219	50	50	
13023056	1302	3	3	56	40	0		生活课程	2219	50	50	
13023057	1302	3	3	57	40	0		生活课程	2219	50	50	
13023058	1302	3	3	58	40	0		生活课程	2219	50	50	
13023059	1302	3	3	59	40	0		生活课程	2219	50	50	
13023060	1302	3	3	60	40	0		生活课程	2219	50	50	
13023061	1302	3	3	61	40	0		生活课程	2219	50	50	
13023062	1302	3	3	62	40	0		生活课程	2219	50	50	
13023063	1302	3	3	63	50	0		生活课程	2219	63	63	
13023064	1302	3	3	64	50	0		生活课程	2219	63	63	
13023065	1302	3	3	65	50	0		生活课程	2219	63	63	
13023066	1302	3	3	66	50	0		生活课程	2219	63	63	
13023067	1302	3	3	67	50	0		生活课程	2219	63	63	
13023068	1302	3	3	68	50	0		生活课程	2219	63	63	
13023069	1302	3	3	69	50	0		生活课程	2219	63	63	
13023070	1302	3	3	70	50	0		生活课程	2219	63	63	
13023071	1302	3	3	71	50	0		生活课程	2219	63	63	
13023072	1302	3	3	72	50	0		生活课程	2219	63	63	
13023073	1302	3	3	73	50	0		生活课程	2219	63	63	
13023074	1302	3	3	74	50	0		生活课程	2219	63	63	
13023075	1302	3	3	75	50	0		生活课程	2219	63	63	
13023076	1302	3	3	76	50	0		生活课程	2219	63	63	
13023077	1302	3	3	77	50	0		生活课程	2219	63	63	
13023078	1302	3	3	78	50	0		生活课程	2219	63	63	
13023079	1302	3	3	79	50	0		生活课程	2219	63	63	
13023080	1302	3	3	80	50	0		生活课程	2219	63	63	
13023081	1302	3	3	81	50	0		生活课程	2219	63	63	
13023082	1302	3	3	82	50	0		生活课程	2219	63	63	
13023083	1302	3	3	83	50	0		生活课程	2219	63	63	
13023084	1302	3	3	84	50	0		生活课程	2219	63	63	
13023085	1302	3	3	85	50	0		生活课程	2219	63	63	
13023086	1302	3	3	86	50	0		生活课程	2219	63	63	
13023087	1302	3	3	87	50	0		生活课程	2219	63	63	
13023088	1302	3	3	88	50	0		生活课程	2219	63	63	
13023089	1302	3	3	89	50	0		生活课程	2219	63	63	
13023090	1302	3	3	90	50	0		生活课程	2219	63	63	
13023091	1302	3	3	91	50	0		生活课程	2219	63	63	
13023092	1302	3	3	92	50	0		生活课程	2219	63	63	
13023093	1302	3	3	93	50	0		生活课程	2219	63	63	
13023094	1302	3	3	94	50	0		生活课程	2219	63	63	
13023095	1302	3	3	95	50	0		生活课程	2219	63	63	
13023096	1302	3	3	96	50	0		生活课程	2219	63	63	
13023097	1302	3	3	97	50	0		生活课程	2219	63	63	
13023098	1302	3	3	98	50	0		生活课程	2219	63	63	
13023099	1302	3	3	99	50	0		生活课程	2219	63	63	
13023100	1302	3	3	100	50	0		生活课程	2219	63	63	
13024000	1302	4	4	0	0	5012:50		舞蹈课程	2220	0	0	
13024001	1302	4	4	1	10	0		舞蹈课程	2220	12	12	
13024002	1302	4	4	2	10	0		舞蹈课程	2220	12	12	
13024003	1302	4	4	3	10	0		舞蹈课程	2220	12	12	
13024004	1302	4	4	4	20	0		舞蹈课程	2220	25	25	
13024005	1302	4	4	5	20	0		舞蹈课程	2220	25	25	
13024006	1302	4	4	6	20	0		舞蹈课程	2220	25	25	
13024007	1302	4	4	7	20	0		舞蹈课程	2220	25	25	
13024008	1302	4	4	8	20	0		舞蹈课程	2220	25	25	
13024009	1302	4	4	9	20	5012:50		舞蹈课程	2220	25	25	
13024010	1302	4	4	10	20	0		舞蹈课程	2220	25	25	
13024011	1302	4	4	11	20	0		舞蹈课程	2220	25	25	
13024012	1302	4	4	12	20	0		舞蹈课程	2220	25	25	
13024013	1302	4	4	13	20	0		舞蹈课程	2220	25	25	
13024014	1302	4	4	14	30	0		舞蹈课程	2220	38	38	
13024015	1302	4	4	15	30	0		舞蹈课程	2220	38	38	
13024016	1302	4	4	16	30	0		舞蹈课程	2220	38	38	
13024017	1302	4	4	17	30	0		舞蹈课程	2220	38	38	
13024018	1302	4	4	18	30	0		舞蹈课程	2220	38	38	
13024019	1302	4	4	19	30	0		舞蹈课程	2220	38	38	
13024020	1302	4	4	20	30	0		舞蹈课程	2220	38	38	
13024021	1302	4	4	21	30	0		舞蹈课程	2220	38	38	
13024022	1302	4	4	22	30	0		舞蹈课程	2220	38	38	
13024023	1302	4	4	23	30	0		舞蹈课程	2220	38	38	
13024024	1302	4	4	24	30	0		舞蹈课程	2220	38	38	
13024025	1302	4	4	25	30	0		舞蹈课程	2220	38	38	
13024026	1302	4	4	26	30	0		舞蹈课程	2220	38	38	
13024027	1302	4	4	27	30	0		舞蹈课程	2220	38	38	
13024028	1302	4	4	28	30	0		舞蹈课程	2220	38	38	
13024029	1302	4	4	29	30	0		舞蹈课程	2220	38	38	
13024030	1302	4	4	30	30	0		舞蹈课程	2220	38	38	
13024031	1302	4	4	31	30	0		舞蹈课程	2220	38	38	
13024032	1302	4	4	32	40	0		舞蹈课程	2220	50	50	
13024033	1302	4	4	33	40	0		舞蹈课程	2220	50	50	
13024034	1302	4	4	34	40	0		舞蹈课程	2220	50	50	
13024035	1302	4	4	35	40	0		舞蹈课程	2220	50	50	
13024036	1302	4	4	36	40	0		舞蹈课程	2220	50	50	
13024037	1302	4	4	37	40	0		舞蹈课程	2220	50	50	
13024038	1302	4	4	38	40	0		舞蹈课程	2220	50	50	
13024039	1302	4	4	39	40	5012:100		舞蹈课程	2220	50	50	
13024040	1302	4	4	40	40	0		舞蹈课程	2220	50	50	
13024041	1302	4	4	41	40	0		舞蹈课程	2220	50	50	
13024042	1302	4	4	42	40	0		舞蹈课程	2220	50	50	
13024043	1302	4	4	43	40	0		舞蹈课程	2220	50	50	
13024044	1302	4	4	44	40	0		舞蹈课程	2220	50	50	
13024045	1302	4	4	45	40	0		舞蹈课程	2220	50	50	
13024046	1302	4	4	46	40	0		舞蹈课程	2220	50	50	
13024047	1302	4	4	47	40	0		舞蹈课程	2220	50	50	
13024048	1302	4	4	48	40	0		舞蹈课程	2220	50	50	
13024049	1302	4	4	49	40	0		舞蹈课程	2220	50	50	
13024050	1302	4	4	50	40	0		舞蹈课程	2220	50	50	
13024051	1302	4	4	51	40	0		舞蹈课程	2220	50	50	
13024052	1302	4	4	52	40	0		舞蹈课程	2220	50	50	
13024053	1302	4	4	53	40	0		舞蹈课程	2220	50	50	
13024054	1302	4	4	54	40	0		舞蹈课程	2220	50	50	
13024055	1302	4	4	55	40	0		舞蹈课程	2220	50	50	
13024056	1302	4	4	56	40	0		舞蹈课程	2220	50	50	
13024057	1302	4	4	57	40	0		舞蹈课程	2220	50	50	
13024058	1302	4	4	58	40	0		舞蹈课程	2220	50	50	
13024059	1302	4	4	59	40	0		舞蹈课程	2220	50	50	
13024060	1302	4	4	60	40	0		舞蹈课程	2220	50	50	
13024061	1302	4	4	61	40	0		舞蹈课程	2220	50	50	
13024062	1302	4	4	62	40	0		舞蹈课程	2220	50	50	
13024063	1302	4	4	63	50	0		舞蹈课程	2220	63	63	
13024064	1302	4	4	64	50	0		舞蹈课程	2220	63	63	
13024065	1302	4	4	65	50	0		舞蹈课程	2220	63	63	
13024066	1302	4	4	66	50	0		舞蹈课程	2220	63	63	
13024067	1302	4	4	67	50	0		舞蹈课程	2220	63	63	
13024068	1302	4	4	68	50	0		舞蹈课程	2220	63	63	
13024069	1302	4	4	69	50	0		舞蹈课程	2220	63	63	
13024070	1302	4	4	70	50	0		舞蹈课程	2220	63	63	
13024071	1302	4	4	71	50	0		舞蹈课程	2220	63	63	
13024072	1302	4	4	72	50	0		舞蹈课程	2220	63	63	
13024073	1302	4	4	73	50	0		舞蹈课程	2220	63	63	
13024074	1302	4	4	74	50	0		舞蹈课程	2220	63	63	
13024075	1302	4	4	75	50	0		舞蹈课程	2220	63	63	
13024076	1302	4	4	76	50	0		舞蹈课程	2220	63	63	
13024077	1302	4	4	77	50	0		舞蹈课程	2220	63	63	
13024078	1302	4	4	78	50	0		舞蹈课程	2220	63	63	
13024079	1302	4	4	79	50	0		舞蹈课程	2220	63	63	
13024080	1302	4	4	80	50	0		舞蹈课程	2220	63	63	
13024081	1302	4	4	81	50	0		舞蹈课程	2220	63	63	
13024082	1302	4	4	82	50	0		舞蹈课程	2220	63	63	
13024083	1302	4	4	83	50	0		舞蹈课程	2220	63	63	
13024084	1302	4	4	84	50	0		舞蹈课程	2220	63	63	
13024085	1302	4	4	85	50	0		舞蹈课程	2220	63	63	
13024086	1302	4	4	86	50	0		舞蹈课程	2220	63	63	
13024087	1302	4	4	87	50	0		舞蹈课程	2220	63	63	
13024088	1302	4	4	88	50	0		舞蹈课程	2220	63	63	
13024089	1302	4	4	89	50	0		舞蹈课程	2220	63	63	
13024090	1302	4	4	90	50	0		舞蹈课程	2220	63	63	
13024091	1302	4	4	91	50	0		舞蹈课程	2220	63	63	
13024092	1302	4	4	92	50	0		舞蹈课程	2220	63	63	
13024093	1302	4	4	93	50	0		舞蹈课程	2220	63	63	
13024094	1302	4	4	94	50	0		舞蹈课程	2220	63	63	
13024095	1302	4	4	95	50	0		舞蹈课程	2220	63	63	
13024096	1302	4	4	96	50	0		舞蹈课程	2220	63	63	
13024097	1302	4	4	97	50	0		舞蹈课程	2220	63	63	
13024098	1302	4	4	98	50	0		舞蹈课程	2220	63	63	
13024099	1302	4	4	99	50	0		舞蹈课程	2220	63	63	
13024100	1302	4	4	100	50	0		舞蹈课程	2220	63	63	
13031000	1303	1	1	0	0	5012:50		宣传课程	2217	0	0	
13031001	1303	1	1	1	6	0		宣传课程	2217	13	13	
13031002	1303	1	1	2	6	0		宣传课程	2217	13	13	
13031003	1303	1	1	3	12	0		宣传课程	2217	26	26	
13031004	1303	1	1	4	12	0		宣传课程	2217	26	26	
13031005	1303	1	1	5	12	0		宣传课程	2217	26	26	
13031006	1303	1	1	6	12	0		宣传课程	2217	26	26	
13031007	1303	1	1	7	12	0		宣传课程	2217	26	26	
13031008	1303	1	1	8	12	0		宣传课程	2217	26	26	
13031009	1303	1	1	9	18	5012:50		宣传课程	2217	39	39	
13031010	1303	1	1	10	18	0		宣传课程	2217	39	39	
13031011	1303	1	1	11	18	0		宣传课程	2217	39	39	
13031012	1303	1	1	12	18	0		宣传课程	2217	39	39	
13031013	1303	1	1	13	18	0		宣传课程	2217	39	39	
13031014	1303	1	1	14	18	0		宣传课程	2217	39	39	
13031015	1303	1	1	15	18	0		宣传课程	2217	39	39	
13031016	1303	1	1	16	18	0		宣传课程	2217	39	39	
13031017	1303	1	1	17	18	0		宣传课程	2217	39	39	
13031018	1303	1	1	18	18	0		宣传课程	2217	39	39	
13031019	1303	1	1	19	18	0		宣传课程	2217	39	39	
13031020	1303	1	1	20	18	0		宣传课程	2217	39	39	
13031021	1303	1	1	21	18	0		宣传课程	2217	39	39	
13031022	1303	1	1	22	24	0		宣传课程	2217	52	52	
13031023	1303	1	1	23	24	0		宣传课程	2217	52	52	
13031024	1303	1	1	24	24	0		宣传课程	2217	52	52	
13031025	1303	1	1	25	24	0		宣传课程	2217	52	52	
13031026	1303	1	1	26	24	0		宣传课程	2217	52	52	
13031027	1303	1	1	27	24	0		宣传课程	2217	52	52	
13031028	1303	1	1	28	24	0		宣传课程	2217	52	52	
13031029	1303	1	1	29	24	0		宣传课程	2217	52	52	
13031030	1303	1	1	30	24	0		宣传课程	2217	52	52	
13031031	1303	1	1	31	24	0		宣传课程	2217	52	52	
13031032	1303	1	1	32	24	0		宣传课程	2217	52	52	
13031033	1303	1	1	33	24	0		宣传课程	2217	52	52	
13031034	1303	1	1	34	24	0		宣传课程	2217	52	52	
13031035	1303	1	1	35	24	0		宣传课程	2217	52	52	
13031036	1303	1	1	36	24	0		宣传课程	2217	52	52	
13031037	1303	1	1	37	24	0		宣传课程	2217	52	52	
13031038	1303	1	1	38	24	0		宣传课程	2217	52	52	
13031039	1303	1	1	39	24	5012:100		宣传课程	2217	52	52	
13031040	1303	1	1	40	24	0		宣传课程	2217	52	52	
13031041	1303	1	1	41	24	0		宣传课程	2217	52	52	
13031042	1303	1	1	42	30	0		宣传课程	2217	65	65	
13031043	1303	1	1	43	30	0		宣传课程	2217	65	65	
13031044	1303	1	1	44	30	0		宣传课程	2217	65	65	
13031045	1303	1	1	45	30	0		宣传课程	2217	65	65	
13031046	1303	1	1	46	30	0		宣传课程	2217	65	65	
13031047	1303	1	1	47	30	0		宣传课程	2217	65	65	
13031048	1303	1	1	48	30	0		宣传课程	2217	65	65	
13031049	1303	1	1	49	30	0		宣传课程	2217	65	65	
13031050	1303	1	1	50	30	0		宣传课程	2217	65	65	
13031051	1303	1	1	51	30	0		宣传课程	2217	65	65	
13031052	1303	1	1	52	30	0		宣传课程	2217	65	65	
13031053	1303	1	1	53	30	0		宣传课程	2217	65	65	
13031054	1303	1	1	54	30	0		宣传课程	2217	65	65	
13031055	1303	1	1	55	30	0		宣传课程	2217	65	65	
13031056	1303	1	1	56	30	0		宣传课程	2217	65	65	
13031057	1303	1	1	57	30	0		宣传课程	2217	65	65	
13031058	1303	1	1	58	30	0		宣传课程	2217	65	65	
13031059	1303	1	1	59	30	0		宣传课程	2217	65	65	
13031060	1303	1	1	60	30	0		宣传课程	2217	65	65	
13031061	1303	1	1	61	30	0		宣传课程	2217	65	65	
13031062	1303	1	1	62	30	0		宣传课程	2217	65	65	
13031063	1303	1	1	63	30	0		宣传课程	2217	65	65	
13031064	1303	1	1	64	30	0		宣传课程	2217	65	65	
13031065	1303	1	1	65	30	0		宣传课程	2217	65	65	
13031066	1303	1	1	66	30	0		宣传课程	2217	65	65	
13031067	1303	1	1	67	30	0		宣传课程	2217	65	65	
13031068	1303	1	1	68	30	0		宣传课程	2217	65	65	
13031069	1303	1	1	69	30	0		宣传课程	2217	65	65	
13031070	1303	1	1	70	30	0		宣传课程	2217	65	65	
13031071	1303	1	1	71	30	0		宣传课程	2217	65	65	
13031072	1303	1	1	72	36	0		宣传课程	2217	78	78	
13031073	1303	1	1	73	36	0		宣传课程	2217	78	78	
13031074	1303	1	1	74	36	0		宣传课程	2217	78	78	
13031075	1303	1	1	75	36	0		宣传课程	2217	78	78	
13031076	1303	1	1	76	36	0		宣传课程	2217	78	78	
13031077	1303	1	1	77	36	0		宣传课程	2217	78	78	
13031078	1303	1	1	78	36	0		宣传课程	2217	78	78	
13031079	1303	1	1	79	36	0		宣传课程	2217	78	78	
13031080	1303	1	1	80	36	0		宣传课程	2217	78	78	
13031081	1303	1	1	81	36	0		宣传课程	2217	78	78	
13031082	1303	1	1	82	36	0		宣传课程	2217	78	78	
13031083	1303	1	1	83	36	0		宣传课程	2217	78	78	
