int	int	int	int	int	int	int	DTItemNum[]	string
10405003	1040	5003	1603	82346	1601	37742	6307:2	风月俏佳人
10405004	1040	5004	1603	85130	1601	39019	6302:2	风月俏佳人
10405005	1040	5005	1603	87946	1601	40309	6305:3	风月俏佳人
10405006	1040	5006	1603	90816	1601	41625	6304:3	风月俏佳人
10405007	1040	5007	1603	93719	1601	42955	6307:4	风月俏佳人
10405008	1040	5008	1603	96680	1601	44311	6302:4	风月俏佳人
10405009	1040	5009	1603	99690	1601	45692	6302:5	风月俏佳人
10405010	1040	5010	1603	102738	1601	47088	6307:5	风月俏佳人
10421001	1042	1001	1601	210	1602	105	6103:1	华尔街之狼
10421002	1042	1002	1601	670	1602	357	6107:1	华尔街之狼
10421003	1042	1003	1601	1114	1602	609	6103:2	华尔街之狼
10421004	1042	1004	1601	1680	1602	924	6102:2	华尔街之狼
10421005	1042	1005	1601	2358	1602	1309	6104:3	华尔街之狼
10421006	1042	1006	1601	3150	1602	1752	6102:3	华尔街之狼
10421007	1042	1007	1601	4054	1602	2270	6107:4	华尔街之狼
10421008	1042	1008	1601	5072	1602	2842	6109:4	华尔街之狼
10421009	1042	1009	1601	6219	1602	3483	6107:5	华尔街之狼
10421010	1042	1010	1601	7471	1602	4188	6107:5	华尔街之狼
10422001	1042	2001	1601	11081	1602	6224	6201:1	华尔街之狼
10422002	1042	2002	1601	12931	1602	7268	6204:1	华尔街之狼
10422003	1042	2003	1601	14926	1602	8398	6209:2	华尔街之狼
10422004	1042	2004	1601	17082	1602	9611	6203:2	华尔街之狼
10422005	1042	2005	1601	18197	1602	10243	6202:3	华尔街之狼
10422006	1042	2006	1601	19360	1602	10902	6201:3	华尔街之狼
10422007	1042	2007	1601	20555	1602	11579	6206:4	华尔街之狼
10422008	1042	2008	1601	21791	1602	12275	6206:4	华尔街之狼
10422009	1042	2009	1601	23059	1602	12989	6207:5	华尔街之狼
10422010	1042	2010	1601	24360	1602	13730	6202:5	华尔街之狼
10423001	1042	3001	1601	30894	1602	17415	6308:1	华尔街之狼
10423002	1042	3002	1601	32550	1602	18344	6309:1	华尔街之狼
10423003	1042	3003	1601	34246	1602	19305	6306:2	华尔街之狼
10423004	1042	3004	1601	35982	1602	20289	6308:2	华尔街之狼
10423005	1042	3005	1601	37759	1602	21296	6309:3	华尔街之狼
10423006	1042	3006	1601	39585	1602	22326	6305:3	华尔街之狼
10423007	1042	3007	1601	41458	1602	23378	6305:4	华尔街之狼
10423008	1042	3008	1601	43373	1602	24463	6306:4	华尔街之狼
10423009	1042	3009	1601	45327	1602	25566	6308:5	华尔街之狼
10423010	1042	3010	1601	47314	1602	26697	6305:5	华尔街之狼
10424001	1042	4001	1601	49358	1602	27850	6309:1	华尔街之狼
10424002	1042	4002	1601	51450	1602	29031	6304:1	华尔街之狼
10424003	1042	4003	1601	53574	1602	30230	6304:2	华尔街之狼
10424004	1042	4004	1601	55738	1602	31457	6306:2	华尔街之狼
10424005	1042	4005	1601	57951	1602	32711	6304:3	华尔街之狼
10424006	1042	4006	1601	60213	1602	33983	6309:3	华尔街之狼
10424007	1042	4007	1601	62515	1602	35288	6301:4	华尔街之狼
10424008	1042	4008	1601	64857	1602	36615	6307:4	华尔街之狼
10424009	1042	4009	1601	67240	1602	37956	6308:5	华尔街之狼
10424010	1042	4010	1601	69663	1602	39338	6307:5	华尔街之狼
10425001	1042	5001	1601	72135	1602	40734	6308:1	华尔街之狼
10425002	1042	5002	1601	74655	1602	42153	6302:1	华尔街之狼
10425003	1042	5003	1601	77199	1602	43604	6307:2	华尔街之狼
10425004	1042	5004	1601	79808	1602	45073	6309:2	华尔街之狼
10425005	1042	5005	1601	82449	1602	46570	6308:3	华尔街之狼
10425006	1042	5006	1601	85138	1602	48090	6306:3	华尔街之狼
10425007	1042	5007	1601	87860	1602	49637	6301:4	华尔街之狼
10425008	1042	5008	1601	90639	1602	51202	6309:4	华尔街之狼
10425009	1042	5009	1601	93458	1602	52794	6304:5	华尔街之狼
10425010	1042	5010	1601	96317	1602	54410	6302:5	华尔街之狼
10431001	1043	1001	1602	168	1604	149	6104:1	黑天鹅
10431002	1043	1002	1602	546	1604	486	6101:1	黑天鹅
10431003	1043	1003	1602	932	1604	835	6102:2	黑天鹅
10431004	1043	1004	1602	1411	1604	1260	6101:2	黑天鹅
10431005	1043	1005	1602	1999	1604	1783	6107:3	黑天鹅
10431006	1043	1006	1602	2688	1604	2395	6102:3	黑天鹅
10431007	1043	1007	1602	3469	1604	3093	6106:4	黑天鹅
10431008	1043	1008	1602	4351	1604	3879	6102:4	黑天鹅
10431009	1043	1009	1602	5317	1604	4740	6108:5	黑天鹅
10431010	1043	1010	1602	6400	1604	5700	6109:5	黑天鹅
10432001	1043	2001	1602	9517	1604	8482	6204:1	黑天鹅
10432002	1043	2002	1602	11113	1604	9904	6206:1	黑天鹅
10432003	1043	2003	1602	12852	1604	11451	6209:2	黑天鹅
10432004	1043	2004	1602	14700	1604	13098	6203:2	黑天鹅
10432005	1043	2005	1602	15666	1604	13958	6209:3	黑天鹅
10432006	1043	2006	1602	16674	1604	14856	6208:3	黑天鹅
10432007	1043	2007	1602	17707	1604	15780	6208:4	黑天鹅
10432008	1043	2008	1602	18774	1604	16727	6209:4	黑天鹅
10432009	1043	2009	1602	19866	1604	17700	6209:5	黑天鹅
10432010	1043	2010	1602	21000	1604	18711	6207:5	黑天鹅
10433001	1043	3001	1602	26628	1604	23726	6309:1	黑天鹅
10433002	1043	3002	1602	28056	1604	24998	6305:1	黑天鹅
10433003	1043	3003	1602	29526	1604	26308	6306:2	黑天鹅
10433004	1043	3004	1602	31021	1604	27643	6309:2	黑天鹅
10433005	1043	3005	1602	32566	1604	29015	6305:3	黑天鹅
10433006	1043	3006	1602	34146	1604	30424	6302:3	黑天鹅
10433007	1043	3007	1602	35758	1604	31859	6305:4	黑天鹅
10433008	1043	3008	1602	37405	1604	33331	6307:4	黑天鹅
10433009	1043	3009	1602	39102	1604	34841	6305:5	黑天鹅
10433010	1043	3010	1602	40832	1604	36387	6302:5	黑天鹅
10434001	1043	4001	1602	42596	1604	37958	6307:1	黑天鹅
10434002	1043	4002	1602	44394	1604	39556	6309:1	黑天鹅
10434003	1043	4003	1602	46242	1604	41202	6304:2	黑天鹅
10434004	1043	4004	1602	48115	1604	42874	6301:2	黑天鹅
10434005	1043	4005	1602	50022	1604	44571	6309:3	黑天鹅
10434006	1043	4006	1602	51979	1604	46316	6302:3	黑天鹅
10434007	1043	4007	1602	53970	1604	48088	6301:4	黑天鹅
10434008	1043	4008	1602	55994	1604	49897	6307:4	黑天鹅
10434009	1043	4009	1602	58052	1604	51730	6303:5	黑天鹅
10434010	1043	4010	1602	60160	1604	53602	6304:5	黑天鹅
10435001	1043	5001	1602	62294	1604	55510	6309:1	黑天鹅
10435002	1043	5002	1602	64470	1604	57444	6306:1	黑天鹅
10435003	1043	5003	1602	66679	1604	59415	6306:2	黑天鹅
10435004	1043	5004	1602	68938	1604	61423	6302:2	黑天鹅
10435005	1043	5005	1602	71215	1604	63457	6307:3	黑天鹅
10435006	1043	5006	1602	73542	1604	65527	6304:3	黑天鹅
10435007	1043	5007	1602	75910	1604	67636	6302:4	黑天鹅
10435008	1043	5008	1602	78313	1604	69781	6301:4	黑天鹅
10435009	1043	5009	1602	80749	1604	71951	6303:5	黑天鹅
10435010	1043	5010	1602	83218	1604	74147	6304:5	黑天鹅
10441001	1044	1001	1603	178	1601	122	6105:1	使女的故事
10441002	1044	1002	1603	564	1601	389	6101:1	使女的故事
10441003	1044	1003	1603	937	1601	646	6105:2	使女的故事
10441004	1044	1004	1603	1411	1601	974	6109:2	使女的故事
10441005	1044	1005	1603	1980	1601	1367	6101:3	使女的故事
10441006	1044	1006	1603	2646	1601	1827	6105:3	使女的故事
10441007	1044	1007	1603	3404	1601	2351	6105:4	使女的故事
10441008	1044	1008	1603	4261	1601	2942	6104:4	使女的故事
10441009	1044	1009	1603	5224	1601	3607	6101:5	使女的故事
10441010	1044	1010	1603	6275	1601	4333	6109:5	使女的故事
10442001	1044	2001	1603	9307	1601	6427	6206:1	使女的故事
10442002	1044	2002	1603	10864	1601	7500	6209:1	使女的故事
10442003	1044	2003	1603	12539	1601	8657	6204:2	使女的故事
10442004	1044	2004	1603	14349	1601	9907	6209:2	使女的故事
10442005	1044	2005	1603	15286	1601	10554	6204:3	使女的故事
10442006	1044	2006	1603	16261	1601	11228	6209:3	使女的故事
10442007	1044	2007	1603	17266	1601	11922	6205:4	使女的故事
10442008	1044	2008	1603	18305	1601	12639	6203:4	使女的故事
10442009	1044	2009	1603	19370	1601	13374	6206:5	使女的故事
10442010	1044	2010	1603	20464	1601	14129	6203:5	使女的故事
10443001	1044	3001	1603	25951	1601	17918	6301:1	使女的故事
10443002	1044	3002	1603	27342	1601	18879	6301:1	使女的故事
10443003	1044	3003	1603	28766	1601	19862	6308:2	使女的故事
10443004	1044	3004	1603	30225	1601	20869	6301:2	使女的故事
10443005	1044	3005	1603	31718	1601	21900	6307:3	使女的故事
10443006	1044	3006	1603	33253	1601	22960	6309:3	使女的故事
10443007	1044	3007	1603	34826	1601	24046	6302:4	使女的故事
10443008	1044	3008	1603	36433	1601	25156	6303:4	使女的故事
10443009	1044	3009	1603	38074	1601	26289	6306:5	使女的故事
10443010	1044	3010	1603	39745	1601	27442	6307:5	使女的故事
10444001	1044	4001	1603	41462	1601	28627	6306:1	使女的故事
10444002	1044	4002	1603	43218	1601	29841	6302:1	使女的故事
10444003	1044	4003	1603	45003	1601	31073	6301:2	使女的故事
10444004	1044	4004	1603	46822	1601	32328	6304:2	使女的故事
10444005	1044	4005	1603	48679	1601	33611	6304:3	使女的故事
10444006	1044	4006	1603	50579	1601	34923	6304:3	使女的故事
10444007	1044	4007	1603	52512	1601	36258	6302:4	使女的故事
10444008	1044	4008	1603	54480	1601	37617	6301:4	使女的故事
10444009	1044	4009	1603	56481	1601	38999	6303:5	使女的故事
10444010	1044	4010	1603	58517	1601	40404	6308:5	使女的故事
10445001	1044	5001	1603	60595	1601	41839	6302:1	使女的故事
10445002	1044	5002	1603	62710	1601	43299	6307:1	使女的故事
10445003	1044	5003	1603	64848	1601	44775	6307:2	使女的故事
10445004	1044	5004	1603	67040	1601	46288	6306:2	使女的故事
10445005	1044	5005	1603	69258	1601	47820	6306:3	使女的故事
10445006	1044	5006	1603	71518	1601	49380	6309:3	使女的故事
10445007	1044	5007	1603	73803	1601	50959	6307:4	使女的故事
10445008	1044	5008	1603	76136	1601	52570	6308:4	使女的故事
10445009	1044	5009	1603	78506	1601	54205	6303:5	使女的故事
10445010	1044	5010	1603	80906	1601	55864	6305:5	使女的故事
10461001	1046	1001	1601	203	1602	141	6108:1	指环王
10461002	1046	1002	1601	641	1602	470	6104:1	指环王
10461003	1046	1003	1601	1063	1602	802	6107:2	指环王
10461004	1046	1004	1601	1601	1602	1212	6104:2	指环王
10461005	1046	1005	1601	2243	1602	1721	6109:3	指环王
10461006	1046	1006	1601	2998	1602	2304	6105:3	指环王
10461007	1046	1007	1601	3857	1602	2983	6106:4	指环王
10461008	1046	1008	1601	4830	1602	3736	6109:4	指环王
10461009	1046	1009	1601	5920	1602	4574	6108:5	指环王
10461010	1046	1010	1601	7114	1602	5497	6103:5	指环王
10462001	1046	2001	1601	10547	1602	8172	6207:1	指环王
10462002	1046	2002	1601	12315	1602	9543	6209:1	指环王
10462003	1046	2003	1601	14211	1602	11028	6205:2	指环王
10462004	1046	2004	1601	16261	1602	12619	6207:2	指环王
10462005	1046	2005	1601	17327	1602	13449	6201:3	指环王
10462006	1046	2006	1601	18427	1602	14312	6203:3	指环王
10462007	1046	2007	1601	19570	1602	15203	6208:4	指环王
10462008	1046	2008	1601	20747	1602	16115	6204:4	指环王
10462009	1046	2009	1601	21951	1602	17055	6208:5	指环王
10462010	1046	2010	1601	23194	1602	18027	6205:5	指环王
10463001	1046	3001	1601	29409	1602	22863	6303:1	指环王
10463002	1046	3002	1601	30987	1602	24086	6303:1	指环王
10463003	1046	3003	1601	32602	1602	25348	6307:2	指环王
10463004	1046	3004	1601	34253	1602	26638	6306:2	指环王
10463005	1046	3005	1601	35948	1602	27960	6301:3	指环王
10463006	1046	3006	1601	37690	1602	29314	6306:3	指环王
10463007	1046	3007	1601	39469	1602	30696	6301:4	指环王
10463008	1046	3008	1601	41290	1602	32117	6303:4	指环王
10463009	1046	3009	1601	43150	1602	33570	6308:5	指环王
10463010	1046	3010	1601	45045	1602	35054	6308:5	指环王
10464001	1046	4001	1601	46994	1602	36568	6301:1	指环王
10464002	1046	4002	1601	48980	1602	38116	6309:1	指环王
10464003	1046	4003	1601	51003	1602	39692	6309:2	指环王
10464004	1046	4004	1601	53069	1602	41304	6302:2	指环王
10464005	1046	4005	1601	55171	1602	42945	6304:3	指环王
10464006	1046	4006	1601	57321	1602	44620	6305:3	指环王
10464007	1046	4007	1601	59514	1602	46330	6306:4	指环王
10464008	1046	4008	1601	61744	1602	48073	6302:4	指环王
10464009	1046	4009	1601	64011	1602	49837	6305:5	指环王
10464010	1046	4010	1601	66321	1602	51647	6309:5	指环王
10465001	1046	5001	1601	68678	1602	53482	6309:1	指环王
10465002	1046	5002	1601	71071	1602	55344	6301:1	指环王
10465003	1046	5003	1601	73495	1602	57246	6304:2	指环王
10465004	1046	5004	1601	75979	1602	59180	6305:2	指环王
10465005	1046	5005	1601	78493	1602	61142	6309:3	指环王
10465006	1046	5006	1601	81054	1602	63135	6301:3	指环王
10465007	1046	5007	1601	83645	1602	65168	6304:4	指环王
10465008	1046	5008	1601	86286	1602	67225	6308:4	指环王
10465009	1046	5009	1601	88974	1602	69318	6303:5	指环王
10465010	1046	5010	1601	91692	1602	71439	6307:5	指环王
10471001	1047	1001	1603	177	1602	122	6101:1	哈利波特
10471002	1047	1002	1603	564	1602	401	6101:1	哈利波特
10471003	1047	1003	1603	935	1602	679	6106:2	哈利波特
10471004	1047	1004	1603	1402	1602	1033	6102:2	哈利波特
10471005	1047	1005	1603	1966	1602	1461	6103:3	哈利波特
10471006	1047	1006	1603	2625	1602	1957	6105:3	哈利波特
10471007	1047	1007	1603	3387	1602	2529	6102:4	哈利波特
10471008	1047	1008	1603	4239	1602	3167	6105:4	哈利波特
10471009	1047	1009	1603	5191	1602	3881	6101:5	哈利波特
10471010	1047	1010	1603	6234	1602	4663	6103:5	哈利波特
10472001	1047	2001	1603	9244	1602	6934	6202:1	哈利波特
10472002	1047	2002	1603	10791	1602	8103	6206:1	哈利波特
10472003	1047	2003	1603	12463	1602	9360	6206:2	哈利波特
10472004	1047	2004	1603	14249	1602	10706	6204:2	哈利波特
10472005	1047	2005	1603	15184	1602	11414	6205:3	哈利波特
10472006	1047	2006	1603	16155	1602	12147	6205:3	哈利波特
10472007	1047	2007	1603	17154	1602	12896	6205:4	哈利波特
10472008	1047	2008	1603	18184	1602	13677	6204:4	哈利波特
10472009	1047	2009	1603	19237	1602	14473	6205:5	哈利波特
10472010	1047	2010	1603	20331	1602	15295	6209:5	哈利波特
10473001	1047	3001	1603	25780	1602	19401	6308:1	哈利波特
10473002	1047	3002	1603	27156	1602	20435	6307:1	哈利波特
10473003	1047	3003	1603	28574	1602	21502	6305:2	哈利波特
10473004	1047	3004	1603	30020	1602	22603	6301:2	哈利波特
10473005	1047	3005	1603	31511	1602	23725	6308:3	哈利波特
10473006	1047	3006	1603	33030	1602	24873	6301:3	哈利波特
10473007	1047	3007	1603	34593	1602	26049	6309:4	哈利波特
10473008	1047	3008	1603	36185	1602	27253	6302:4	哈利波特
10473009	1047	3009	1603	37818	1602	28484	6303:5	哈利波特
10473010	1047	3010	1603	39483	1602	29741	6305:5	哈利波特
10474001	1047	4001	1603	41190	1602	31026	6309:1	哈利波特
10474002	1047	4002	1603	42924	1602	32338	6307:1	哈利波特
10474003	1047	4003	1603	44700	1602	33677	6307:2	哈利波特
10474004	1047	4004	1603	46508	1602	35044	6303:2	哈利波特
10474005	1047	4005	1603	48360	1602	36437	6304:3	哈利波特
10474006	1047	4006	1603	50237	1602	37858	6301:3	哈利波特
10474007	1047	4007	1603	52159	1602	39313	6308:4	哈利波特
10474008	1047	4008	1603	54110	1602	40788	6304:4	哈利波特
10474009	1047	4009	1603	56105	1602	42290	6308:5	哈利波特
10474010	1047	4010	1603	58128	1602	43820	6306:5	哈利波特
10475001	1047	5001	1603	60193	1602	45376	6304:1	哈利波特
10475002	1047	5002	1603	62288	1602	46960	6303:1	哈利波特
10475003	1047	5003	1603	64416	1602	48572	6309:2	哈利波特
10475004	1047	5004	1603	66592	1602	50210	6303:2	哈利波特
10475005	1047	5005	1603	68793	1602	51876	6304:3	哈利波特
10475006	1047	5006	1603	71038	1602	53568	6309:3	哈利波特
10475007	1047	5007	1603	73313	1602	55288	6303:4	哈利波特
10475008	1047	5008	1603	75630	1602	57042	6308:4	哈利波特
10475009	1047	5009	1603	77977	1602	58816	6309:5	哈利波特
10475010	1047	5010	1603	80366	1602	60617	6302:5	哈利波特
10481001	1048	1001	1603	122	1601	203	6104:1	蝴蝶效应
10481002	1048	1002	1603	384	1601	641	6101:1	蝴蝶效应
10481003	1048	1003	1603	637	1601	1063	6101:2	蝴蝶效应
10481004	1048	1004	1603	960	1601	1601	6109:2	蝴蝶效应
10481005	1048	1005	1603	1344	1601	2243	6103:3	蝴蝶效应
10481006	1048	1006	1603	1797	1601	2998	6105:3	蝴蝶效应
10481007	1048	1007	1603	2312	1601	3857	6109:4	蝴蝶效应
10481008	1048	1008	1603	2895	1601	4830	6104:4	蝴蝶效应
10481009	1048	1009	1603	3549	1601	5920	6103:5	蝴蝶效应
10481010	1048	1010	1603	4263	1601	7114	6101:5	蝴蝶效应
10482001	1048	2001	1603	6322	1601	10547	6203:1	蝴蝶效应
10482002	1048	2002	1603	7382	1601	12315	6204:1	蝴蝶效应
10482003	1048	2003	1603	8519	1601	14211	6209:2	蝴蝶效应
10482004	1048	2004	1603	9748	1601	16261	6209:2	蝴蝶效应
10482005	1048	2005	1603	10386	1601	17327	6209:3	蝴蝶效应
10482006	1048	2006	1603	11046	1601	18427	6208:3	蝴蝶效应
10482007	1048	2007	1603	11730	1601	19570	6205:4	蝴蝶效应
10482008	1048	2008	1603	12436	1601	20747	6209:4	蝴蝶效应
10482009	1048	2009	1603	13159	1601	21951	6207:5	蝴蝶效应
10482010	1048	2010	1603	13904	1601	23194	6204:5	蝴蝶效应
10483001	1048	3001	1603	17630	1601	29409	6301:1	蝴蝶效应
10483002	1048	3002	1603	18575	1601	30987	6301:1	蝴蝶效应
10483003	1048	3003	1603	19543	1601	32602	6302:2	蝴蝶效应
10483004	1048	3004	1603	20533	1601	34253	6305:2	蝴蝶效应
10483005	1048	3005	1603	21548	1601	35948	6306:3	蝴蝶效应
10483006	1048	3006	1603	22593	1601	37690	6304:3	蝴蝶效应
10483007	1048	3007	1603	23660	1601	39469	6304:4	蝴蝶效应
10483008	1048	3008	1603	24751	1601	41290	6306:4	蝴蝶效应
10483009	1048	3009	1603	25865	1601	43150	6303:5	蝴蝶效应
10483010	1048	3010	1603	27002	1601	45045	6309:5	蝴蝶效应
10484001	1048	4001	1603	28170	1601	46994	6303:1	蝴蝶效应
10484002	1048	4002	1603	29360	1601	48980	6303:1	蝴蝶效应
10484003	1048	4003	1603	30574	1601	51003	6304:2	蝴蝶效应
10484004	1048	4004	1603	31811	1601	53069	6305:2	蝴蝶效应
10484005	1048	4005	1603	33071	1601	55171	6309:3	蝴蝶效应
10484006	1048	4006	1603	34361	1601	57321	6302:3	蝴蝶效应
10484007	1048	4007	1603	35675	1601	59514	6307:4	蝴蝶效应
10484008	1048	4008	1603	37011	1601	61744	6308:4	蝴蝶效应
10484009	1048	4009	1603	38371	1601	64011	6302:5	蝴蝶效应
10484010	1048	4010	1603	39755	1601	66321	6303:5	蝴蝶效应
10485001	1048	5001	1603	41168	1601	68678	6303:1	蝴蝶效应
10485002	1048	5002	1603	42604	1601	71071	6308:1	蝴蝶效应
10485003	1048	5003	1603	44056	1601	73495	6301:2	蝴蝶效应
10485004	1048	5004	1603	45546	1601	75979	6308:2	蝴蝶效应
10485005	1048	5005	1603	47052	1601	78493	6307:3	蝴蝶效应
10485006	1048	5006	1603	48588	1601	81054	6304:3	蝴蝶效应
10485007	1048	5007	1603	50141	1601	83645	6303:4	蝴蝶效应
10485008	1048	5008	1603	51723	1601	86286	6304:4	蝴蝶效应
10485009	1048	5009	1603	53335	1601	88974	6305:5	蝴蝶效应
10485010	1048	5010	1603	54964	1601	91692	6308:5	蝴蝶效应
10501001	1050	1001	1601	186	1602	107	6101:1	亚瑟王：斗兽争霸
10501002	1050	1002	1601	591	1602	361	6106:1	亚瑟王：斗兽争霸
10501003	1050	1003	1601	978	1602	616	6101:2	亚瑟王：斗兽争霸
10501004	1050	1004	1601	1474	1602	935	6106:2	亚瑟王：斗兽争霸
10501005	1050	1005	1601	2066	1602	1324	6107:3	亚瑟王：斗兽争霸
10501006	1050	1006	1601	2761	1602	1773	6108:3	亚瑟王：斗兽争霸
10501007	1050	1007	1601	3553	1602	2297	6108:4	亚瑟王：斗兽争霸
10501008	1050	1008	1601	4448	1602	2876	6109:4	亚瑟王：斗兽争霸
10501009	1050	1009	1601	5452	1602	3523	6109:5	亚瑟王：斗兽争霸
10501010	1050	1010	1601	6552	1602	4237	6106:5	亚瑟王：斗兽争霸
10502001	1050	2001	1601	9713	1602	6297	6207:1	亚瑟王：斗兽争霸
10502002	1050	2002	1601	11341	1602	7353	6208:1	亚瑟王：斗兽争霸
10502003	1050	2003	1601	13086	1602	8498	6203:2	亚瑟王：斗兽争霸
10502004	1050	2004	1601	14973	1602	9724	6206:2	亚瑟王：斗兽争霸
10502005	1050	2005	1601	15956	1602	10363	6209:3	亚瑟王：斗兽争霸
10502006	1050	2006	1601	16969	1602	11030	6202:3	亚瑟王：斗兽争霸
10502007	1050	2007	1601	18022	1602	11715	6203:4	亚瑟王：斗兽争霸
10502008	1050	2008	1601	19105	1602	12419	6209:4	亚瑟王：斗兽争霸
10502009	1050	2009	1601	20213	1602	13142	6208:5	亚瑟王：斗兽争霸
10502010	1050	2010	1601	21358	1602	13892	6208:5	亚瑟王：斗兽争霸
10503001	1050	3001	1601	27081	1602	17619	6305:1	亚瑟王：斗兽争霸
10503002	1050	3002	1601	28535	1602	18560	6304:1	亚瑟王：斗兽争霸
10503003	1050	3003	1601	30022	1602	19532	6304:2	亚瑟王：斗兽争霸
10503004	1050	3004	1601	31542	1602	20528	6302:2	亚瑟王：斗兽争霸
10503005	1050	3005	1601	33104	1602	21546	6308:3	亚瑟王：斗兽争霸
10503006	1050	3006	1601	34708	1602	22589	6309:3	亚瑟王：斗兽争霸
10503007	1050	3007	1601	36345	1602	23654	6304:4	亚瑟王：斗兽争霸
10503008	1050	3008	1601	38024	1602	24751	6306:4	亚瑟王：斗兽争霸
10503009	1050	3009	1601	39735	1602	25867	6307:5	亚瑟王：斗兽争霸
10503010	1050	3010	1601	41480	1602	27011	6301:5	亚瑟王：斗兽争霸
10504001	1050	4001	1601	43275	1602	28178	6309:1	亚瑟王：斗兽争霸
10504002	1050	4002	1601	45104	1602	29372	6304:1	亚瑟王：斗兽争霸
10504003	1050	4003	1601	46966	1602	30586	6304:2	亚瑟王：斗兽争霸
10504004	1050	4004	1601	48869	1602	31827	6305:2	亚瑟王：斗兽争霸
10504005	1050	4005	1601	50806	1602	33096	6308:3	亚瑟王：斗兽争霸
10504006	1050	4006	1601	52784	1602	34384	6302:3	亚瑟王：斗兽争霸
10504007	1050	4007	1601	54805	1602	35703	6305:4	亚瑟王：斗兽争霸
10504008	1050	4008	1601	56858	1602	37046	6304:4	亚瑟王：斗兽争霸
10504009	1050	4009	1601	58945	1602	38403	6302:5	亚瑟王：斗兽争霸
10504010	1050	4010	1601	61073	1602	39801	6304:5	亚瑟王：斗兽争霸
10505001	1050	5001	1601	63243	1602	41213	6307:1	亚瑟王：斗兽争霸
10505002	1050	5002	1601	65447	1602	42649	6305:1	亚瑟王：斗兽争霸
10505003	1050	5003	1601	67679	1602	44116	6301:2	亚瑟王：斗兽争霸
10505004	1050	5004	1601	69966	1602	45603	6306:2	亚瑟王：斗兽争霸
10505005	1050	5005	1601	72282	1602	47117	6305:3	亚瑟王：斗兽争霸
10505006	1050	5006	1601	74639	1602	48654	6307:3	亚瑟王：斗兽争霸
10505007	1050	5007	1601	77025	1602	50220	6304:4	亚瑟王：斗兽争霸
10505008	1050	5008	1601	79459	1602	51804	6303:4	亚瑟王：斗兽争霸
10505009	1050	5009	1601	81932	1602	53416	6305:5	亚瑟王：斗兽争霸
10505010	1050	5010	1601	84436	1602	55050	6309:5	亚瑟王：斗兽争霸
10511001	1051	1001	1601	182	1602	95	6107:1	剪刀手爱德华
10511002	1051	1002	1601	580	1602	311	6107:1	剪刀手爱德华
10511003	1051	1003	1601	953	1602	532	6106:2	剪刀手爱德华
10511004	1051	1004	1601	1434	1602	805	6101:2	剪刀手爱德华
10511005	1051	1005	1601	2014	1602	1140	6104:3	剪刀手爱德华
10511006	1051	1006	1601	2695	1602	1533	6109:3	剪刀手爱德华
10511007	1051	1007	1601	3466	1602	1978	6105:4	剪刀手爱德华
10511008	1051	1008	1601	4336	1602	2482	6105:4	剪刀手爱德华
10511009	1051	1009	1601	5315	1602	3033	6105:5	剪刀手爱德华
10511010	1051	1010	1601	6393	1602	3651	6102:5	剪刀手爱德华
10512001	1051	2001	1601	9478	1602	5429	6209:1	剪刀手爱德华
10512002	1051	2002	1601	11070	1602	6339	6209:1	剪刀手爱德华
10512003	1051	2003	1601	12770	1602	7332	6201:2	剪刀手爱德华
10512004	1051	2004	1601	14611	1602	8386	6204:2	剪刀手爱德华
10512005	1051	2005	1601	15572	1602	8937	6202:3	剪刀手爱德华
10512006	1051	2006	1601	16559	1602	9513	6208:3	剪刀手爱德华
10512007	1051	2007	1601	17587	1602	10102	6204:4	剪刀手爱德华
10512008	1051	2008	1601	18641	1602	10710	6204:4	剪刀手爱德华
10512009	1051	2009	1601	19719	1602	11333	6204:5	剪刀手爱德华
10512010	1051	2010	1601	20838	1602	11980	6206:5	剪刀手爱德华
10513001	1051	3001	1601	26427	1602	15191	6309:1	剪刀手爱德华
10513002	1051	3002	1601	27845	1602	16006	6307:1	剪刀手爱德华
10513003	1051	3003	1601	29296	1602	16844	6303:2	剪刀手爱德华
10513004	1051	3004	1601	30781	1602	17698	6307:2	剪刀手爱德华
10513005	1051	3005	1601	32306	1602	18580	6309:3	剪刀手爱德华
10513006	1051	3006	1601	33874	1602	19481	6307:3	剪刀手爱德华
10513007	1051	3007	1601	35466	1602	20400	6305:4	剪刀手爱德华
10513008	1051	3008	1601	37108	1602	21340	6301:4	剪刀手爱德华
10513009	1051	3009	1601	38774	1602	22308	6309:5	剪刀手爱德华
10513010	1051	3010	1601	40483	1602	23295	6304:5	剪刀手爱德华
10514001	1051	4001	1601	42232	1602	24301	6307:1	剪刀手爱德华
10514002	1051	4002	1601	44015	1602	25327	6303:1	剪刀手爱德华
10514003	1051	4003	1601	45831	1602	26381	6308:2	剪刀手爱德华
10514004	1051	4004	1601	47688	1602	27450	6305:2	剪刀手爱德华
10514005	1051	4005	1601	49588	1602	28538	6308:3	剪刀手爱德华
10514006	1051	4006	1601	51511	1602	29654	6303:3	剪刀手爱德华
10514007	1051	4007	1601	53485	1602	30790	6307:4	剪刀手爱德华
10514008	1051	4008	1601	55483	1602	31945	6308:4	剪刀手爱德华
10514009	1051	4009	1601	57523	1602	33119	6307:5	剪刀手爱德华
10514010	1051	4010	1601	59605	1602	34322	6309:5	剪刀手爱德华
10515001	1051	5001	1601	61719	1602	35539	6305:1	剪刀手爱德华
