int	string	int	string	int	float	float	float	float	float
204104	摄影棚	41	增加电影艺术属性[color=#d6621d]8%[/color]	3	1604	8	0	0	0
204204	摄影棚	42	增加电影艺术属性[color=#d6621d]8%[/color]	3	1604	8	0	0	0
204304	摄影棚	43	增加电影艺术属性[color=#d6621d]8%[/color]	3	1604	8	0	0	0
204404	摄影棚	44	增加电影艺术属性[color=#d6621d]9%[/color]	3	1604	9	0	0	0
204504	摄影棚	45	增加电影艺术属性[color=#d6621d]9%[/color]	3	1604	9	0	0	0
204604	摄影棚	46	增加电影艺术属性[color=#d6621d]9%[/color]	3	1604	9	0	0	0
204704	摄影棚	47	增加电影艺术属性[color=#d6621d]9%[/color]	3	1604	9	0	0	0
204804	摄影棚	48	增加电影艺术属性[color=#d6621d]9%[/color]	3	1604	9	0	0	0
204904	摄影棚	49	增加电影艺术属性[color=#d6621d]10%[/color]	3	1604	10	0	0	0
205004	摄影棚	50	增加电影艺术属性[color=#d6621d]10%[/color]	3	1604	10	0	0	0
200105	摄影棚	1	增加电影娱乐属性[color=#d6621d]0%[/color]	3	1605	0	0	0	0
200205	摄影棚	2	增加电影娱乐属性[color=#d6621d]0%[/color]	3	1605	0	0	0	0
200305	摄影棚	3	增加电影娱乐属性[color=#d6621d]0%[/color]	3	1605	0	0	0	0
200405	摄影棚	4	增加电影娱乐属性[color=#d6621d]0%[/color]	3	1605	0	0	0	0
200505	摄影棚	5	增加电影娱乐属性[color=#d6621d]1%[/color]	3	1605	1	0	0	0
200605	摄影棚	6	增加电影娱乐属性[color=#d6621d]1%[/color]	3	1605	1	0	0	0
200705	摄影棚	7	增加电影娱乐属性[color=#d6621d]1%[/color]	3	1605	1	0	0	0
200805	摄影棚	8	增加电影娱乐属性[color=#d6621d]1%[/color]	3	1605	1	0	0	0
200905	摄影棚	9	增加电影娱乐属性[color=#d6621d]1%[/color]	3	1605	1	0	0	0
201005	摄影棚	10	增加电影娱乐属性[color=#d6621d]2%[/color]	3	1605	2	0	0	0
201105	摄影棚	11	增加电影娱乐属性[color=#d6621d]2%[/color]	3	1605	2	0	0	0
201205	摄影棚	12	增加电影娱乐属性[color=#d6621d]2%[/color]	3	1605	2	0	0	0
201305	摄影棚	13	增加电影娱乐属性[color=#d6621d]2%[/color]	3	1605	2	0	0	0
201405	摄影棚	14	增加电影娱乐属性[color=#d6621d]2%[/color]	3	1605	2	0	0	0
201505	摄影棚	15	增加电影娱乐属性[color=#d6621d]3%[/color]	3	1605	3	0	0	0
201605	摄影棚	16	增加电影娱乐属性[color=#d6621d]3%[/color]	3	1605	3	0	0	0
201705	摄影棚	17	增加电影娱乐属性[color=#d6621d]3%[/color]	3	1605	3	0	0	0
201805	摄影棚	18	增加电影娱乐属性[color=#d6621d]3%[/color]	3	1605	3	0	0	0
201905	摄影棚	19	增加电影娱乐属性[color=#d6621d]3%[/color]	3	1605	3	0	0	0
202005	摄影棚	20	增加电影娱乐属性[color=#d6621d]4%[/color]	3	1605	4	0	0	0
202105	摄影棚	21	增加电影娱乐属性[color=#d6621d]4%[/color]	3	1605	4	0	0	0
202205	摄影棚	22	增加电影娱乐属性[color=#d6621d]4%[/color]	3	1605	4	0	0	0
202305	摄影棚	23	增加电影娱乐属性[color=#d6621d]4%[/color]	3	1605	4	0	0	0
202405	摄影棚	24	增加电影娱乐属性[color=#d6621d]4%[/color]	3	1605	4	0	0	0
202505	摄影棚	25	增加电影娱乐属性[color=#d6621d]5%[/color]	3	1605	5	0	0	0
202605	摄影棚	26	增加电影娱乐属性[color=#d6621d]5%[/color]	3	1605	5	0	0	0
202705	摄影棚	27	增加电影娱乐属性[color=#d6621d]5%[/color]	3	1605	5	0	0	0
202805	摄影棚	28	增加电影娱乐属性[color=#d6621d]5%[/color]	3	1605	5	0	0	0
202905	摄影棚	29	增加电影娱乐属性[color=#d6621d]5%[/color]	3	1605	5	0	0	0
203005	摄影棚	30	增加电影娱乐属性[color=#d6621d]6%[/color]	3	1605	6	0	0	0
203105	摄影棚	31	增加电影娱乐属性[color=#d6621d]6%[/color]	3	1605	6	0	0	0
203205	摄影棚	32	增加电影娱乐属性[color=#d6621d]6%[/color]	3	1605	6	0	0	0
203305	摄影棚	33	增加电影娱乐属性[color=#d6621d]6%[/color]	3	1605	6	0	0	0
203405	摄影棚	34	增加电影娱乐属性[color=#d6621d]6%[/color]	3	1605	6	0	0	0
203505	摄影棚	35	增加电影娱乐属性[color=#d6621d]7%[/color]	3	1605	7	0	0	0
203605	摄影棚	36	增加电影娱乐属性[color=#d6621d]7%[/color]	3	1605	7	0	0	0
203705	摄影棚	37	增加电影娱乐属性[color=#d6621d]7%[/color]	3	1605	7	0	0	0
203805	摄影棚	38	增加电影娱乐属性[color=#d6621d]7%[/color]	3	1605	7	0	0	0
203905	摄影棚	39	增加电影娱乐属性[color=#d6621d]7%[/color]	3	1605	7	0	0	0
204005	摄影棚	40	增加电影娱乐属性[color=#d6621d]8%[/color]	3	1605	8	0	0	0
204105	摄影棚	41	增加电影娱乐属性[color=#d6621d]8%[/color]	3	1605	8	0	0	0
204205	摄影棚	42	增加电影娱乐属性[color=#d6621d]8%[/color]	3	1605	8	0	0	0
204305	摄影棚	43	增加电影娱乐属性[color=#d6621d]8%[/color]	3	1605	8	0	0	0
204405	摄影棚	44	增加电影娱乐属性[color=#d6621d]8%[/color]	3	1605	8	0	0	0
204505	摄影棚	45	增加电影娱乐属性[color=#d6621d]9%[/color]	3	1605	9	0	0	0
204605	摄影棚	46	增加电影娱乐属性[color=#d6621d]9%[/color]	3	1605	9	0	0	0
204705	摄影棚	47	增加电影娱乐属性[color=#d6621d]9%[/color]	3	1605	9	0	0	0
204805	摄影棚	48	增加电影娱乐属性[color=#d6621d]9%[/color]	3	1605	9	0	0	0
204905	摄影棚	49	增加电影娱乐属性[color=#d6621d]9%[/color]	3	1605	9	0	0	0
205005	摄影棚	50	增加电影娱乐属性[color=#d6621d]10%[/color]	3	1605	10	0	0	0
300101	艺人教室	1	艺人每日可培养次数+[color=#d6621d]0[/color]	4	0	0	0	0	0
300201	艺人教室	2	艺人每日可培养次数+[color=#d6621d]1[/color]	4	1	0	0	0	0
300301	艺人教室	3	艺人每日可培养次数+[color=#d6621d]1[/color]	4	1	0	0	0	0
300401	艺人教室	4	艺人每日可培养次数+[color=#d6621d]2[/color]	4	2	0	0	0	0
300501	艺人教室	5	艺人每日可培养次数+[color=#d6621d]2[/color]	4	2	0	0	0	0
300601	艺人教室	6	艺人每日可培养次数+[color=#d6621d]3[/color]	4	3	0	0	0	0
300701	艺人教室	7	艺人每日可培养次数+[color=#d6621d]3[/color]	4	3	0	0	0	0
300801	艺人教室	8	艺人每日可培养次数+[color=#d6621d]4[/color]	4	4	0	0	0	0
300901	艺人教室	9	艺人每日可培养次数+[color=#d6621d]4[/color]	4	4	0	0	0	0
301001	艺人教室	10	艺人每日可培养次数+[color=#d6621d]5[/color]	4	5	0	0	0	0
301101	艺人教室	11	艺人每日可培养次数+[color=#d6621d]5[/color]	4	5	0	0	0	0
301201	艺人教室	12	艺人每日可培养次数+[color=#d6621d]6[/color]	4	6	0	0	0	0
301301	艺人教室	13	艺人每日可培养次数+[color=#d6621d]6[/color]	4	6	0	0	0	0
301401	艺人教室	14	艺人每日可培养次数+[color=#d6621d]7[/color]	4	7	0	0	0	0
301501	艺人教室	15	艺人每日可培养次数+[color=#d6621d]7[/color]	4	7	0	0	0	0
301601	艺人教室	16	艺人每日可培养次数+[color=#d6621d]8[/color]	4	8	0	0	0	0
301701	艺人教室	17	艺人每日可培养次数+[color=#d6621d]8[/color]	4	8	0	0	0	0
301801	艺人教室	18	艺人每日可培养次数+[color=#d6621d]9[/color]	4	9	0	0	0	0
301901	艺人教室	19	艺人每日可培养次数+[color=#d6621d]9[/color]	4	9	0	0	0	0
302001	艺人教室	20	艺人每日可培养次数+[color=#d6621d]10[/color]	4	10	0	0	0	0
302101	艺人教室	21	艺人每日可培养次数+[color=#d6621d]10[/color]	4	10	0	0	0	0
302201	艺人教室	22	艺人每日可培养次数+[color=#d6621d]11[/color]	4	11	0	0	0	0
302301	艺人教室	23	艺人每日可培养次数+[color=#d6621d]11[/color]	4	11	0	0	0	0
302401	艺人教室	24	艺人每日可培养次数+[color=#d6621d]12[/color]	4	12	0	0	0	0
302501	艺人教室	25	艺人每日可培养次数+[color=#d6621d]12[/color]	4	12	0	0	0	0
302601	艺人教室	26	艺人每日可培养次数+[color=#d6621d]13[/color]	4	13	0	0	0	0
302701	艺人教室	27	艺人每日可培养次数+[color=#d6621d]13[/color]	4	13	0	0	0	0
302801	艺人教室	28	艺人每日可培养次数+[color=#d6621d]14[/color]	4	14	0	0	0	0
302901	艺人教室	29	艺人每日可培养次数+[color=#d6621d]14[/color]	4	14	0	0	0	0
303001	艺人教室	30	艺人每日可培养次数+[color=#d6621d]15[/color]	4	15	0	0	0	0
303101	艺人教室	31	艺人每日可培养次数+[color=#d6621d]15[/color]	4	15	0	0	0	0
303201	艺人教室	32	艺人每日可培养次数+[color=#d6621d]16[/color]	4	16	0	0	0	0
303301	艺人教室	33	艺人每日可培养次数+[color=#d6621d]16[/color]	4	16	0	0	0	0
303401	艺人教室	34	艺人每日可培养次数+[color=#d6621d]17[/color]	4	17	0	0	0	0
303501	艺人教室	35	艺人每日可培养次数+[color=#d6621d]17[/color]	4	17	0	0	0	0
303601	艺人教室	36	艺人每日可培养次数+[color=#d6621d]18[/color]	4	18	0	0	0	0
303701	艺人教室	37	艺人每日可培养次数+[color=#d6621d]18[/color]	4	18	0	0	0	0
303801	艺人教室	38	艺人每日可培养次数+[color=#d6621d]19[/color]	4	19	0	0	0	0
303901	艺人教室	39	艺人每日可培养次数+[color=#d6621d]19[/color]	4	19	0	0	0	0
304001	艺人教室	40	艺人每日可培养次数+[color=#d6621d]20[/color]	4	20	0	0	0	0
304101	艺人教室	41	艺人每日可培养次数+[color=#d6621d]20[/color]	4	20	0	0	0	0
304201	艺人教室	42	艺人每日可培养次数+[color=#d6621d]21[/color]	4	21	0	0	0	0
304301	艺人教室	43	艺人每日可培养次数+[color=#d6621d]21[/color]	4	21	0	0	0	0
304401	艺人教室	44	艺人每日可培养次数+[color=#d6621d]22[/color]	4	22	0	0	0	0
304501	艺人教室	45	艺人每日可培养次数+[color=#d6621d]22[/color]	4	22	0	0	0	0
304601	艺人教室	46	艺人每日可培养次数+[color=#d6621d]23[/color]	4	23	0	0	0	0
304701	艺人教室	47	艺人每日可培养次数+[color=#d6621d]23[/color]	4	23	0	0	0	0
304801	艺人教室	48	艺人每日可培养次数+[color=#d6621d]24[/color]	4	24	0	0	0	0
304901	艺人教室	49	艺人每日可培养次数+[color=#d6621d]24[/color]	4	24	0	0	0	0
305001	艺人教室	50	艺人每日可培养次数+[color=#d6621d]25[/color]	4	25	0	0	0	0
300102	艺人教室	1	最大可拥有艺人数量+[color=#d6621d]1[/color]	5	1	0	0	0	0
300202	艺人教室	2	最大可拥有艺人数量+[color=#d6621d]1[/color]	5	1	0	0	0	0
300302	艺人教室	3	最大可拥有艺人数量+[color=#d6621d]2[/color]	5	2	0	0	0	0
300402	艺人教室	4	最大可拥有艺人数量+[color=#d6621d]2[/color]	5	2	0	0	0	0
300502	艺人教室	5	最大可拥有艺人数量+[color=#d6621d]3[/color]	5	3	0	0	0	0
300602	艺人教室	6	最大可拥有艺人数量+[color=#d6621d]3[/color]	5	3	0	0	0	0
300702	艺人教室	7	最大可拥有艺人数量+[color=#d6621d]4[/color]	5	4	0	0	0	0
300802	艺人教室	8	最大可拥有艺人数量+[color=#d6621d]4[/color]	5	4	0	0	0	0
300902	艺人教室	9	最大可拥有艺人数量+[color=#d6621d]5[/color]	5	5	0	0	0	0
301002	艺人教室	10	最大可拥有艺人数量+[color=#d6621d]5[/color]	5	5	0	0	0	0
301102	艺人教室	11	最大可拥有艺人数量+[color=#d6621d]6[/color]	5	6	0	0	0	0
301202	艺人教室	12	最大可拥有艺人数量+[color=#d6621d]6[/color]	5	6	0	0	0	0
301302	艺人教室	13	最大可拥有艺人数量+[color=#d6621d]7[/color]	5	7	0	0	0	0
301402	艺人教室	14	最大可拥有艺人数量+[color=#d6621d]7[/color]	5	7	0	0	0	0
301502	艺人教室	15	最大可拥有艺人数量+[color=#d6621d]8[/color]	5	8	0	0	0	0
301602	艺人教室	16	最大可拥有艺人数量+[color=#d6621d]8[/color]	5	8	0	0	0	0
301702	艺人教室	17	最大可拥有艺人数量+[color=#d6621d]9[/color]	5	9	0	0	0	0
301802	艺人教室	18	最大可拥有艺人数量+[color=#d6621d]9[/color]	5	9	0	0	0	0
301902	艺人教室	19	最大可拥有艺人数量+[color=#d6621d]10[/color]	5	10	0	0	0	0
302002	艺人教室	20	最大可拥有艺人数量+[color=#d6621d]10[/color]	5	10	0	0	0	0
302102	艺人教室	21	最大可拥有艺人数量+[color=#d6621d]11[/color]	5	11	0	0	0	0
302202	艺人教室	22	最大可拥有艺人数量+[color=#d6621d]11[/color]	5	11	0	0	0	0
302302	艺人教室	23	最大可拥有艺人数量+[color=#d6621d]12[/color]	5	12	0	0	0	0
302402	艺人教室	24	最大可拥有艺人数量+[color=#d6621d]12[/color]	5	12	0	0	0	0
302502	艺人教室	25	最大可拥有艺人数量+[color=#d6621d]13[/color]	5	13	0	0	0	0
302602	艺人教室	26	最大可拥有艺人数量+[color=#d6621d]13[/color]	5	13	0	0	0	0
302702	艺人教室	27	最大可拥有艺人数量+[color=#d6621d]14[/color]	5	14	0	0	0	0
302802	艺人教室	28	最大可拥有艺人数量+[color=#d6621d]14[/color]	5	14	0	0	0	0
302902	艺人教室	29	最大可拥有艺人数量+[color=#d6621d]15[/color]	5	15	0	0	0	0
303002	艺人教室	30	最大可拥有艺人数量+[color=#d6621d]15[/color]	5	15	0	0	0	0
303102	艺人教室	31	最大可拥有艺人数量+[color=#d6621d]16[/color]	5	16	0	0	0	0
303202	艺人教室	32	最大可拥有艺人数量+[color=#d6621d]16[/color]	5	16	0	0	0	0
303302	艺人教室	33	最大可拥有艺人数量+[color=#d6621d]17[/color]	5	17	0	0	0	0
303402	艺人教室	34	最大可拥有艺人数量+[color=#d6621d]17[/color]	5	17	0	0	0	0
303502	艺人教室	35	最大可拥有艺人数量+[color=#d6621d]18[/color]	5	18	0	0	0	0
303602	艺人教室	36	最大可拥有艺人数量+[color=#d6621d]18[/color]	5	18	0	0	0	0
303702	艺人教室	37	最大可拥有艺人数量+[color=#d6621d]19[/color]	5	19	0	0	0	0
303802	艺人教室	38	最大可拥有艺人数量+[color=#d6621d]19[/color]	5	19	0	0	0	0
303902	艺人教室	39	最大可拥有艺人数量+[color=#d6621d]20[/color]	5	20	0	0	0	0
304002	艺人教室	40	最大可拥有艺人数量+[color=#d6621d]20[/color]	5	20	0	0	0	0
304102	艺人教室	41	最大可拥有艺人数量+[color=#d6621d]21[/color]	5	21	0	0	0	0
304202	艺人教室	42	最大可拥有艺人数量+[color=#d6621d]21[/color]	5	21	0	0	0	0
304302	艺人教室	43	最大可拥有艺人数量+[color=#d6621d]22[/color]	5	22	0	0	0	0
304402	艺人教室	44	最大可拥有艺人数量+[color=#d6621d]22[/color]	5	22	0	0	0	0
304502	艺人教室	45	最大可拥有艺人数量+[color=#d6621d]23[/color]	5	23	0	0	0	0
304602	艺人教室	46	最大可拥有艺人数量+[color=#d6621d]23[/color]	5	23	0	0	0	0
304702	艺人教室	47	最大可拥有艺人数量+[color=#d6621d]24[/color]	5	24	0	0	0	0
304802	艺人教室	48	最大可拥有艺人数量+[color=#d6621d]24[/color]	5	24	0	0	0	0
304902	艺人教室	49	最大可拥有艺人数量+[color=#d6621d]25[/color]	5	25	0	0	0	0
305002	艺人教室	50	最大可拥有艺人数量+[color=#d6621d]25[/color]	5	25	0	0	0	0
400101	市场部	1	市场征服的最大金币和粉丝容量增加[color=#d6621d]2%[/color]	6	2	0	0	0	0
400201	市场部	2	市场征服的最大金币和粉丝容量增加[color=#d6621d]4%[/color]	6	4	0	0	0	0
400301	市场部	3	市场征服的最大金币和粉丝容量增加[color=#d6621d]6%[/color]	6	6	0	0	0	0
400401	市场部	4	市场征服的最大金币和粉丝容量增加[color=#d6621d]8%[/color]	6	8	0	0	0	0
400501	市场部	5	市场征服的最大金币和粉丝容量增加[color=#d6621d]10%[/color]	6	10	0	0	0	0
400601	市场部	6	市场征服的最大金币和粉丝容量增加[color=#d6621d]12%[/color]	6	12	0	0	0	0
400701	市场部	7	市场征服的最大金币和粉丝容量增加[color=#d6621d]14%[/color]	6	14	0	0	0	0
400801	市场部	8	市场征服的最大金币和粉丝容量增加[color=#d6621d]16%[/color]	6	16	0	0	0	0
400901	市场部	9	市场征服的最大金币和粉丝容量增加[color=#d6621d]18%[/color]	6	18	0	0	0	0
401001	市场部	10	市场征服的最大金币和粉丝容量增加[color=#d6621d]20%[/color]	6	20	0	0	0	0
401101	市场部	11	市场征服的最大金币和粉丝容量增加[color=#d6621d]22%[/color]	6	22	0	0	0	0
401201	市场部	12	市场征服的最大金币和粉丝容量增加[color=#d6621d]24%[/color]	6	24	0	0	0	0
401301	市场部	13	市场征服的最大金币和粉丝容量增加[color=#d6621d]26%[/color]	6	26	0	0	0	0
401401	市场部	14	市场征服的最大金币和粉丝容量增加[color=#d6621d]28%[/color]	6	28	0	0	0	0
401501	市场部	15	市场征服的最大金币和粉丝容量增加[color=#d6621d]30%[/color]	6	30	0	0	0	0
401601	市场部	16	市场征服的最大金币和粉丝容量增加[color=#d6621d]32%[/color]	6	32	0	0	0	0
401701	市场部	17	市场征服的最大金币和粉丝容量增加[color=#d6621d]34%[/color]	6	34	0	0	0	0
401801	市场部	18	市场征服的最大金币和粉丝容量增加[color=#d6621d]36%[/color]	6	36	0	0	0	0
401901	市场部	19	市场征服的最大金币和粉丝容量增加[color=#d6621d]38%[/color]	6	38	0	0	0	0
402001	市场部	20	市场征服的最大金币和粉丝容量增加[color=#d6621d]40%[/color]	6	40	0	0	0	0
402101	市场部	21	市场征服的最大金币和粉丝容量增加[color=#d6621d]42%[/color]	6	42	0	0	0	0
402201	市场部	22	市场征服的最大金币和粉丝容量增加[color=#d6621d]44%[/color]	6	44	0	0	0	0
402301	市场部	23	市场征服的最大金币和粉丝容量增加[color=#d6621d]46%[/color]	6	46	0	0	0	0
402401	市场部	24	市场征服的最大金币和粉丝容量增加[color=#d6621d]48%[/color]	6	48	0	0	0	0
402501	市场部	25	市场征服的最大金币和粉丝容量增加[color=#d6621d]50%[/color]	6	50	0	0	0	0
402601	市场部	26	市场征服的最大金币和粉丝容量增加[color=#d6621d]52%[/color]	6	52	0	0	0	0
402701	市场部	27	市场征服的最大金币和粉丝容量增加[color=#d6621d]54%[/color]	6	54	0	0	0	0
402801	市场部	28	市场征服的最大金币和粉丝容量增加[color=#d6621d]56%[/color]	6	56	0	0	0	0
402901	市场部	29	市场征服的最大金币和粉丝容量增加[color=#d6621d]58%[/color]	6	58	0	0	0	0
403001	市场部	30	市场征服的最大金币和粉丝容量增加[color=#d6621d]60%[/color]	6	60	0	0	0	0
403101	市场部	31	市场征服的最大金币和粉丝容量增加[color=#d6621d]62%[/color]	6	62	0	0	0	0
403201	市场部	32	市场征服的最大金币和粉丝容量增加[color=#d6621d]64%[/color]	6	64	0	0	0	0
403301	市场部	33	市场征服的最大金币和粉丝容量增加[color=#d6621d]66%[/color]	6	66	0	0	0	0
403401	市场部	34	市场征服的最大金币和粉丝容量增加[color=#d6621d]68%[/color]	6	68	0	0	0	0
403501	市场部	35	市场征服的最大金币和粉丝容量增加[color=#d6621d]70%[/color]	6	70	0	0	0	0
403601	市场部	36	市场征服的最大金币和粉丝容量增加[color=#d6621d]72%[/color]	6	72	0	0	0	0
403701	市场部	37	市场征服的最大金币和粉丝容量增加[color=#d6621d]74%[/color]	6	74	0	0	0	0
403801	市场部	38	市场征服的最大金币和粉丝容量增加[color=#d6621d]76%[/color]	6	76	0	0	0	0
403901	市场部	39	市场征服的最大金币和粉丝容量增加[color=#d6621d]78%[/color]	6	78	0	0	0	0
404001	市场部	40	市场征服的最大金币和粉丝容量增加[color=#d6621d]80%[/color]	6	80	0	0	0	0
404101	市场部	41	市场征服的最大金币和粉丝容量增加[color=#d6621d]82%[/color]	6	82	0	0	0	0
404201	市场部	42	市场征服的最大金币和粉丝容量增加[color=#d6621d]84%[/color]	6	84	0	0	0	0
404301	市场部	43	市场征服的最大金币和粉丝容量增加[color=#d6621d]86%[/color]	6	86	0	0	0	0
404401	市场部	44	市场征服的最大金币和粉丝容量增加[color=#d6621d]88%[/color]	6	88	0	0	0	0
404501	市场部	45	市场征服的最大金币和粉丝容量增加[color=#d6621d]90%[/color]	6	90	0	0	0	0
404601	市场部	46	市场征服的最大金币和粉丝容量增加[color=#d6621d]92%[/color]	6	92	0	0	0	0
404701	市场部	47	市场征服的最大金币和粉丝容量增加[color=#d6621d]94%[/color]	6	94	0	0	0	0
404801	市场部	48	市场征服的最大金币和粉丝容量增加[color=#d6621d]96%[/color]	6	96	0	0	0	0
404901	市场部	49	市场征服的最大金币和粉丝容量增加[color=#d6621d]98%[/color]	6	98	0	0	0	0
405001	市场部	50	市场征服的最大金币和粉丝容量增加[color=#d6621d]100%[/color]	6	100	0	0	0	0
500101	宣传部	1	电影上映后获得的粉丝数增加[color=#d6621d]2.4%[/color]	7	0	0	0	0	0
500201	宣传部	2	电影上映后获得的粉丝数增加[color=#d6621d]2.5%[/color]	7	2.5	0	0	0	0
500301	宣传部	3	电影上映后获得的粉丝数增加[color=#d6621d]5%[/color]	7	5	0	0	0	0
500401	宣传部	4	电影上映后获得的粉丝数增加[color=#d6621d]7.5%[/color]	7	7.5	0	0	0	0
500501	宣传部	5	电影上映后获得的粉丝数增加[color=#d6621d]10%[/color]	7	10	0	0	0	0
500601	宣传部	6	电影上映后获得的粉丝数增加[color=#d6621d]12.5%[/color]	7	12.5	0	0	0	0
500701	宣传部	7	电影上映后获得的粉丝数增加[color=#d6621d]15%[/color]	7	15	0	0	0	0
500801	宣传部	8	电影上映后获得的粉丝数增加[color=#d6621d]17.5%[/color]	7	17.5	0	0	0	0
500901	宣传部	9	电影上映后获得的粉丝数增加[color=#d6621d]20%[/color]	7	20	0	0	0	0
501001	宣传部	10	电影上映后获得的粉丝数增加[color=#d6621d]22.5%[/color]	7	22.5	0	0	0	0
501101	宣传部	11	电影上映后获得的粉丝数增加[color=#d6621d]25%[/color]	7	25	0	0	0	0
501201	宣传部	12	电影上映后获得的粉丝数增加[color=#d6621d]27.5%[/color]	7	27.5	0	0	0	0
501301	宣传部	13	电影上映后获得的粉丝数增加[color=#d6621d]30%[/color]	7	30	0	0	0	0
501401	宣传部	14	电影上映后获得的粉丝数增加[color=#d6621d]32.5%[/color]	7	32.5	0	0	0	0
501501	宣传部	15	电影上映后获得的粉丝数增加[color=#d6621d]35%[/color]	7	35	0	0	0	0
501601	宣传部	16	电影上映后获得的粉丝数增加[color=#d6621d]37.5%[/color]	7	37.5	0	0	0	0
501701	宣传部	17	电影上映后获得的粉丝数增加[color=#d6621d]40%[/color]	7	40	0	0	0	0
501801	宣传部	18	电影上映后获得的粉丝数增加[color=#d6621d]42.5%[/color]	7	42.5	0	0	0	0
501901	宣传部	19	电影上映后获得的粉丝数增加[color=#d6621d]45%[/color]	7	45	0	0	0	0
502001	宣传部	20	电影上映后获得的粉丝数增加[color=#d6621d]47.5%[/color]	7	47.5	0	0	0	0
502101	宣传部	21	电影上映后获得的粉丝数增加[color=#d6621d]50%[/color]	7	50	0	0	0	0
502201	宣传部	22	电影上映后获得的粉丝数增加[color=#d6621d]52.5%[/color]	7	52.5	0	0	0	0
502301	宣传部	23	电影上映后获得的粉丝数增加[color=#d6621d]55%[/color]	7	55	0	0	0	0
502401	宣传部	24	电影上映后获得的粉丝数增加[color=#d6621d]57.5%[/color]	7	57.5	0	0	0	0
502501	宣传部	25	电影上映后获得的粉丝数增加[color=#d6621d]60%[/color]	7	60	0	0	0	0
502601	宣传部	26	电影上映后获得的粉丝数增加[color=#d6621d]62.5%[/color]	7	62.5	0	0	0	0
502701	宣传部	27	电影上映后获得的粉丝数增加[color=#d6621d]65%[/color]	7	65	0	0	0	0
502801	宣传部	28	电影上映后获得的粉丝数增加[color=#d6621d]67.5%[/color]	7	67.5	0	0	0	0
502901	宣传部	29	电影上映后获得的粉丝数增加[color=#d6621d]70%[/color]	7	70	0	0	0	0
503001	宣传部	30	电影上映后获得的粉丝数增加[color=#d6621d]72.5%[/color]	7	72.5	0	0	0	0
503101	宣传部	31	电影上映后获得的粉丝数增加[color=#d6621d]75%[/color]	7	75	0	0	0	0
503201	宣传部	32	电影上映后获得的粉丝数增加[color=#d6621d]77.5%[/color]	7	77.5	0	0	0	0
503301	宣传部	33	电影上映后获得的粉丝数增加[color=#d6621d]80%[/color]	7	80	0	0	0	0
503401	宣传部	34	电影上映后获得的粉丝数增加[color=#d6621d]82.5%[/color]	7	82.5	0	0	0	0
503501	宣传部	35	电影上映后获得的粉丝数增加[color=#d6621d]85%[/color]	7	85	0	0	0	0
503601	宣传部	36	电影上映后获得的粉丝数增加[color=#d6621d]87.5%[/color]	7	87.5	0	0	0	0
503701	宣传部	37	电影上映后获得的粉丝数增加[color=#d6621d]90%[/color]	7	90	0	0	0	0
503801	宣传部	38	电影上映后获得的粉丝数增加[color=#d6621d]92.5%[/color]	7	92.5	0	0	0	0
503901	宣传部	39	电影上映后获得的粉丝数增加[color=#d6621d]95%[/color]	7	95	0	0	0	0
504001	宣传部	40	电影上映后获得的粉丝数增加[color=#d6621d]97.5%[/color]	7	97.5	0	0	0	0
504101	宣传部	41	电影上映后获得的粉丝数增加[color=#d6621d]100%[/color]	7	100	0	0	0	0
504201	宣传部	42	电影上映后获得的粉丝数增加[color=#d6621d]102.5%[/color]	7	102.5	0	0	0	0
504301	宣传部	43	电影上映后获得的粉丝数增加[color=#d6621d]105%[/color]	7	105	0	0	0	0
504401	宣传部	44	电影上映后获得的粉丝数增加[color=#d6621d]107.5%[/color]	7	107.5	0	0	0	0
504501	宣传部	45	电影上映后获得的粉丝数增加[color=#d6621d]110%[/color]	7	110	0	0	0	0
504601	宣传部	46	电影上映后获得的粉丝数增加[color=#d6621d]112.5%[/color]	7	112.5	0	0	0	0
504701	宣传部	47	电影上映后获得的粉丝数增加[color=#d6621d]115%[/color]	7	115	0	0	0	0
504801	宣传部	48	电影上映后获得的粉丝数增加[color=#d6621d]117.5%[/color]	7	117.5	0	0	0	0
504901	宣传部	49	电影上映后获得的粉丝数增加[color=#d6621d]120%[/color]	7	120	0	0	0	0
505001	宣传部	50	电影上映后获得的粉丝数增加[color=#d6621d]122.5%[/color]	7	122.5	0	0	0	0
500102	宣传部	1	拍摄电影时观众的期待值增加[color=#d6621d]1%[/color]	8	1	0	0	0	0
500202	宣传部	2	拍摄电影时观众的期待值增加[color=#d6621d]2%[/color]	8	2	0	0	0	0
500302	宣传部	3	拍摄电影时观众的期待值增加[color=#d6621d]3%[/color]	8	3	0	0	0	0
500402	宣传部	4	拍摄电影时观众的期待值增加[color=#d6621d]4%[/color]	8	4	0	0	0	0
500502	宣传部	5	拍摄电影时观众的期待值增加[color=#d6621d]5%[/color]	8	5	0	0	0	0
500602	宣传部	6	拍摄电影时观众的期待值增加[color=#d6621d]6%[/color]	8	6	0	0	0	0
500702	宣传部	7	拍摄电影时观众的期待值增加[color=#d6621d]7%[/color]	8	7	0	0	0	0
500802	宣传部	8	拍摄电影时观众的期待值增加[color=#d6621d]8%[/color]	8	8	0	0	0	0
500902	宣传部	9	拍摄电影时观众的期待值增加[color=#d6621d]9%[/color]	8	9	0	0	0	0
501002	宣传部	10	拍摄电影时观众的期待值增加[color=#d6621d]10%[/color]	8	10	0	0	0	0
