int	string	string	int	DTVector2	int	int	int	int	int	int	int	int	int	int	int64	int	DTItemNum[]	int	int	int	int
11550	玛琳峡谷	Maligne Canyon	11	0.5;0.3	1102	0	0	0	363	0	0	0	0	834	13814296	6000	1:5;9001:15;5005:119	5	11549	11551	1173
11551	野生动物博物馆	Wildlife Museum	11	0.1;0.7	0	0	0	1501	361	0	0	0	0	834	13952439	6000	1:5;9001:15;5005:120	5	11550	11552	1173
11552	档案	Archives	11	0.67;0.14	1102	0	0	0	0	0	360	0	0	715	14091963	6000	1:5;9001:15;5005:120	5	11551	11553	1173
11553	旧堡点	Old Fort Point	11	0.1;0.89	0	1202	0	0	0	363	0	0	0	715	14232883	6000	1:5;9001:15;5005:120	5	11552	11554	1173
11554	马默特盆地	Marmot Basin	11	0.66;0.7	0	0	0	1501	0	364	0	0	0	715	14375212	6000	1:5;9001:15;5005:120	5	11553	11555	1173
11555	水上运动中心	Aquatic Centre	11	0.68;0.45	1101	0	0	0	0	364	0	0	0	625	14518964	6000	1:5;9001:15;5005:120	5	11554	11556	1173
11556	美术馆	Art Gallery	12	0.6;0.95	0	1201	0	0	364	0	0	0	0	556	14664154	6000	1:5;9001:15;5005:121	5	11555	11557	1173
11557	松林省立公园	Provincial Park	11	0.2;0.15	0	0	0	1502	0	0	368	0	0	1000	14664200	6000	1:5;9001:15;5005:121	5	11556	11558	1174
11558	宾果国家	Bingo Country	11	0.1;0.35	1102	0	0	0	0	368	0	0	0	834	14810842	6000	1:5;9001:15;5005:121	5	11557	11559	1174
11559	岩石峡谷保护区	Rock Conserve Area	11	0.5;0.3	1102	0	0	0	369	0	0	0	0	834	14958950	6000	1:5;9001:15;5005:121	5	11558	11560	1174
11560	加拿大石油博物馆	Oil Museum of Canada	11	0.1;0.7	0	0	0	1502	366	0	0	0	0	834	15108540	6000	1:5;9001:15;5005:121	5	11559	11561	1174
11561	摩尔博物馆	Moore Museum	11	0.67;0.14	0	0	1401	0	0	365	0	0	0	715	15259625	6000	1:5;9001:15;5005:122	5	11560	11562	1174
11562	沙山高尔夫度假村	Golf Resort	11	0.1;0.89	0	1201	0	0	367	0	0	0	0	715	15412221	6000	1:5;9001:15;5005:122	5	11561	11563	1174
11563	帝国剧院	Imperial Theatre	11	0.66;0.7	0	0	0	1502	0	0	366	0	0	715	15566343	6000	1:5;9001:15;5005:122	5	11562	11564	1174
11564	兰伯顿县博物馆	County Museum	11	0.68;0.45	1101	0	0	0	0	369	0	0	0	625	15722006	6000	1:5;9001:15;5005:122	5	11563	11565	1174
11565	日落高尔夫球	Sunset Golf	12	0.6;0.95	0	1201	0	0	365	0	0	0	0	556	15879226	6000	1:5;9001:15;5005:122	5	11564	11566	1174
11566	帕克伍德庄园	Parkwood Estate	11	0.2;0.15	0	0	1402	0	0	0	374	0	0	1000	15879300	6000	1:5;9001:16;5005:123	5	11565	11567	1175
11567	高尔夫俱乐部	Golf Club	11	0.1;0.35	0	0	1402	0	0	0	371	0	0	834	16038093	6000	1:5;9001:16;5005:123	5	11566	11568	1175
11568	高尔夫俱乐部	Golf Club	11	0.5;0.3	1102	0	0	0	0	370	0	0	0	834	16198474	6000	1:5;9001:16;5005:123	5	11567	11569	1175
11569	遗产铁路	Heritage Railway	11	0.1;0.7	0	0	0	1501	374	0	0	0	0	834	16360459	6000	1:5;9001:16;5005:123	5	11568	11570	1175
11570	丛林猫野生动物园	Jungle Cat Park	11	0.67;0.14	0	0	1401	0	0	370	0	0	0	715	16524064	6000	1:5;9001:16;5005:123	5	11569	11571	1175
11571	沃森格伦高尔夫球场	Glen Golf Course	11	0.1;0.89	0	1201	0	0	374	0	0	0	0	715	16689305	6000	1:5;9001:16;5005:124	5	11570	11572	1175
11572	乌克斯桥历史中心	Uxbridge Centre	11	0.66;0.7	1102	0	0	0	374	0	0	0	0	715	16856198	6000	1:5;9001:16;5005:124	5	11571	11573	1175
11573	恩尼斯基林保护区	Conservation Area	11	0.68;0.45	0	0	0	1502	0	0	374	0	0	625	17024760	6000	1:5;9001:16;5005:124	5	11572	11574	1175
11574	纪念公园	Memorial Park	12	0.6;0.95	0	0	1401	0	374	0	0	0	0	556	17195008	6000	1:5;9001:16;5005:124	5	11573	11575	1175
11575	汤姆叔叔的小屋	Uncle Tom's Cabin	11	0.2;0.15	0	1202	0	0	0	0	375	0	0	1000	17195100	6000	1:5;9001:16;5005:124	5	11574	11576	1176
11576	华莱士堡	Wallaceburg	11	0.1;0.35	0	0	1402	0	0	0	375	0	0	834	17367051	6000	1:5;9001:16;5005:125	5	11575	11577	1176
11577	费尔菲德博物馆	Fairfield Museum	11	0.5;0.3	1102	0	0	0	0	0	376	0	0	834	17540722	6000	1:5;9001:16;5005:125	5	11576	11578	1176
11578	惠特利省立公园	Provincial Park	11	0.1;0.7	0	0	0	1501	0	378	0	0	0	834	17716129	6000	1:5;9001:16;5005:125	5	11577	11579	1176
11579	会议中心	Convention Centre	11	0.67;0.14	0	0	1402	0	0	377	0	0	0	715	17893290	6000	1:5;9001:16;5005:125	5	11578	11580	1176
11580	纪念碑	Monument	11	0.1;0.89	0	1202	0	0	375	0	0	0	0	715	18072223	6000	1:5;9001:16;5005:125	5	11579	11581	1176
11581	国家历史遗址	Historic Site	11	0.66;0.7	1102	0	0	0	0	376	0	0	0	715	18252945	6000	1:5;9001:16;5005:126	5	11580	11582	1176
11582	玛丽韦伯中心	Mary Webb Centre	11	0.68;0.45	0	0	0	1502	0	375	0	0	0	625	18435474	6000	1:5;9001:16;5005:126	5	11581	11583	1176
11583	查塔姆肯特博物馆	Chatham-Kent Museum	12	0.6;0.95	0	1201	0	0	0	377	0	0	0	556	18619829	6000	1:5;9001:16;5005:126	5	11582	11584	1176
11584	发展博物馆	Development Museum	11	0.2;0.15	0	0	1402	0	381	0	0	0	0	1000	18619900	6000	1:5;9001:16;5005:126	5	11583	11585	1177
11585	萨斯喀彻温大学	Saskatchewan College	11	0.1;0.35	1102	0	0	0	0	0	380	0	0	834	18806099	6000	1:5;9001:16;5005:126	5	11584	11586	1177
11586	林业农场公园	Forestry Farm Park	11	0.6;0.3	0	0	0	1502	0	0	384	0	0	834	18994160	6000	1:5;9001:16;5005:127	5	11585	11587	1177
11587	加拿大乌克兰博物馆	Ukrainian Museum	11	0.1;0.7	0	0	1401	0	383	0	0	0	0	834	19184102	6000	1:5;9001:16;5005:127	5	11586	11588	1177
11588	比弗河保护区	Conserve Area	11	0.67;0.14	0	1201	0	0	0	381	0	0	0	715	19375943	6000	1:5;9001:16;5005:127	5	11587	11589	1177
11589	马奎斯唐斯	Marquis Downs	11	0.1;0.89	1101	0	0	0	0	380	0	0	0	715	19569702	6000	1:5;9001:16;5005:127	5	11588	11590	1177
11590	草莓牧场	The Strawberry Ranch	11	0.66;0.7	0	0	0	1502	0	0	380	0	0	715	19765399	6000	1:5;9001:16;5005:127	5	11589	11591	1177
11591	9英里遗产酿造	9Mile Brewing	11	0.68;0.45	0	1202	0	0	0	381	0	0	0	625	19963053	6000	1:5;9001:16;5005:128	5	11590	11592	1177
11592	加拿大中心	Canada Centre	12	0.6;0.95	0	0	0	1501	0	381	0	0	0	556	20162684	6000	1:5;9001:16;5005:128	5	11591	11593	1177
11593	石堂城堡	Stone Hall Castle	11	0.2;0.15	0	0	1402	0	0	387	0	0	0	1000	20162700	6000	1:5;9001:16;5005:128	5	11592	11594	1178
11594	皇家博物馆	Royal  Museum	11	0.1;0.35	0	1201	0	0	0	389	0	0	0	834	20364327	6000	1:5;9001:16;5005:128	5	11593	11595	1178
11595	立法大楼	Legislative Building	11	0.5;0.3	0	0	0	1501	385	0	0	0	0	834	20567970	6000	1:5;9001:16;5005:128	5	11594	11596	1178
11596	农贸市场	Farmers' Market	11	0.1;0.7	0	0	1402	0	0	389	0	0	0	834	20773650	6000	1:5;9001:16;5005:129	5	11595	11597	1178
11597	环球剧场	Globe Theatre	11	0.67;0.14	0	1202	0	0	387	0	0	0	0	715	20981387	6000	1:5;9001:16;5005:129	5	11596	11598	1178
11598	里贾纳赌场	Casino Regina	11	0.1;0.89	0	0	1401	0	386	0	0	0	0	715	21191201	6000	1:5;9001:16;5005:129	5	11597	11599	1178
11599	麦肯齐美术馆	MacKenzie Gallery	11	0.66;0.7	0	0	0	1501	388	0	0	0	0	715	21403113	6000	1:5;9001:16;5005:129	5	11598	11600	1178
11600	基瓦尼斯瀑布公园	Waterfall Park	11	0.68;0.45	0	1201	0	0	0	0	387	0	0	625	21617144	6000	1:5;9001:16;5005:129	5	11599	11601	1178
11601	公共图书馆	Public Library	12	0.6;0.95	0	0	1401	0	0	385	0	0	0	556	21833315	6000	1:5;9001:16;5005:130	5	11600	11602	1178
11602	西部开发博物馆	West Develop Museum	11	0.2;0.15	0	0	0	1502	0	390	0	0	0	1000	21833400	6000	1:5;9001:16;5005:130	5	11601	11603	1179
11603	船先锋村	Pioneer Village	11	0.1;0.35	1102	0	0	0	0	0	394	0	0	834	22051734	6000	1:5;9001:16;5005:130	5	11602	11604	1179
11604	赌场穆斯乔	Casino Moose Jaw	11	0.5;0.3	0	0	0	1502	0	394	0	0	0	834	22272251	6000	1:5;9001:16;5005:130	5	11603	11605	1179
11605	穆斯乔文化中心	Cultural Centre	11	0.1;0.7	0	0	1401	0	0	0	394	0	0	834	22494974	6000	1:5;9001:16;5005:130	5	11604	11606	1179
11606	穆斯乔博物馆	Moose Jaw Museum	11	0.65;0.14	0	1201	0	0	0	391	0	0	0	715	22719924	6000	1:5;9001:16;5005:131	5	11605	11607	1179
11607	布法罗磅省立公园	Provincial Park	11	0.1;0.89	0	1202	0	0	0	0	391	0	0	715	22947123	6000	1:5;9001:16;5005:131	5	11606	11608	1179
11608	新月公园	Crescent Park	11	0.66;0.7	0	0	0	1502	392	0	0	0	0	715	23176594	6000	1:5;9001:16;5005:131	5	11607	11609	1179
11609	麋纪念碑	Moose Monument	11	0.68;0.45	1101	0	0	0	0	393	0	0	0	625	23408360	6000	1:5;9001:16;5005:131	5	11608	11610	1179
11610	麦克斯韦尔美术馆	Maxwell Art Gallery	12	0.6;0.95	0	1202	0	0	390	0	0	0	0	556	23642444	6000	1:5;9001:16;5005:131	5	11609	11611	1179
11611	灰猫头鹰小屋	Grey Owl Cabin	11	0.2;0.15	0	0	1402	0	0	0	396	0	0	1000	23642500	6000	1:5;9001:17;5005:132	5	11610	11612	1180
11612	曼恩美术馆	The Mann Art Gallery	11	0.1;0.35	0	1201	0	0	399	0	0	0	0	834	23878925	6000	1:5;9001:17;5005:132	5	11611	11613	1180
11613	历史博物馆	Historical Museum	11	0.5;0.3	0	0	0	1501	0	396	0	0	0	834	24117714	6000	1:5;9001:17;5005:132	5	11612	11614	1180
11614	北极光赌场	North Lights Casino	11	0.1;0.7	0	0	1402	0	0	399	0	0	0	834	24358891	6000	1:5;9001:17;5005:132	5	11613	11615	1180
11615	金斯曼水上公园	Kinsmen Water Park	11	0.65;0.14	0	1202	0	0	0	0	399	0	0	715	24602480	6000	1:5;9001:17;5005:132	5	11614	11616	1180
11616	迪芬贝克故居博物馆	House Museum	11	0.1;0.89	0	0	0	1501	0	398	0	0	0	715	24848505	6000	1:5;9001:17;5005:133	5	11615	11617	1180
11617	老式电力博物馆	Vintage Power Museum	11	0.66;0.7	1102	0	0	0	396	0	0	0	0	715	25096990	6000	1:5;9001:17;5005:133	5	11616	11618	1180
11618	小红河公园	Lil Red River Park	11	0.68;0.45	0	1201	0	0	0	396	0	0	0	625	25347960	6000	1:5;9001:17;5005:133	5	11617	11619	1180
11619	云杉河农贸市场	Spruce River Market	12	0.6;0.95	0	0	1402	0	0	395	0	0	0	556	25601440	6000	1:5;9001:17;5005:133	5	11618	11620	1180
11620	邦迪海滩	Bondi Beach	13	0.2;0.2	0	0	0	1502	0	400	0	0	0	1667	25601500	6000	1:5;9001:17;5005:133	5	11619	11621	1181
11621	悉尼歌剧院	Sydney Opera House	13	0.2;0.7	1102	0	0	0	404	0	0	0	0	1250	25857515	6000	1:5;9001:17;5005:134	5	11620	11622	1181
11622	悉尼海港大桥	Harbour Bridge	13	0.68;0.4	0	1201	0	0	0	400	0	0	0	1250	26116090	7000	1:5;9001:17;5005:134	5	11621	11623	1181
11623	皇家植物园	Royal Botanic Garden	13	0.65;0.75	0	0	1401	0	0	404	0	0	0	1000	26377251	7000	1:5;9001:17;5005:134	5	11622	11624	1181
11624	悉尼大学	University of Sydney	13	0.68;0.2	0	1201	0	0	0	0	403	0	0	1000	26641024	7000	1:5;9001:17;5005:134	5	11623	11625	1181
11625	圣玛丽大教堂	St Mary's Cathedral	13	0.1;0.9	0	0	1402	0	0	0	400	0	0	834	26907434	7000	1:5;9001:17;5005:134	5	11624	11626	1181
11626	塔龙加动物园	Taronga Zoo	13	0.6;0.95	0	0	0	1502	0	401	0	0	0	834	27176508	7000	1:5;9001:17;5005:135	5	11625	11627	1181
11627	蓝山国家公园	Blue Mountains Park	13	0.68;0.56	1101	0	0	0	0	402	0	0	0	715	27448273	7000	1:5;9001:17;5005:135	5	11626	11628	1181
11628	墨尔本皇家植物园	Royal Gardens MEL	13	0.2;0.2	0	1202	0	0	0	406	0	0	0	1667	27448300	7000	1:5;9001:17;5005:135	5	11627	11629	1182
11629	福林德斯火车站	Street Station	13	0.2;0.7	0	0	1402	0	407	0	0	0	0	1250	27722783	7000	1:5;9001:17;5005:135	5	11628	11630	1182
11630	维多利亚州立图书馆	State Library	13	0.68;0.4	1102	0	0	0	405	0	0	0	0	1250	28000011	7000	1:5;9001:17;5005:135	5	11629	11631	1182
11631	圣帕特里克教堂	St. Patrick Church	13	0.65;0.75	0	0	0	1501	408	0	0	0	0	1000	28280011	7000	1:5;9001:17;5005:136	5	11630	11632	1182
11632	联邦广场	Federation Square	13	0.68;0.2	0	0	1401	0	0	0	407	0	0	1000	28562811	8000	1:5;9001:17;5005:136	5	11631	11633	1182
11633	墨尔本大学	Unimelb	13	0.1;0.9	0	1202	0	0	0	0	407	0	0	834	28848439	8000	1:5;9001:17;5005:136	5	11632	11634	1182
11634	国立美术馆	National Gallery	13	0.6;0.95	1101	0	0	0	0	0	407	0	0	834	29136923	8000	1:5;9001:17;5005:136	5	11633	11635	1182
11635	雅拉河	Yarra River	13	0.68;0.56	0	0	1401	0	405	0	0	0	0	715	29428292	8000	1:5;9001:17;5005:136	5	11634	11636	1182
11636	华纳电影世界	Warner Bros. World	13	0.2;0.2	0	1201	0	0	410	0	0	0	0	1667	29428300	8000	1:5;9001:17;5005:137	5	11635	11637	1183
11637	冲浪者天堂	Surfers Paradise	13	0.2;0.7	0	0	0	1501	0	0	414	0	0	1250	29722583	8000	1:5;9001:17;5005:137	5	11636	11638	1183
11638	海洋世界	Sea World	13	0.68;0.4	0	0	0	1502	0	411	0	0	0	1250	30019809	8000	1:5;9001:17;5005:137	5	11637	11639	1183
11639	可伦宾野生动物园	Wildlife Sanctuary	13	0.65;0.75	1102	0	0	0	0	0	410	0	0	1000	30320007	8000	1:5;9001:17;5005:137	5	11638	11640	1183
11640	梦幻世界	Dreamworld	13	0.68;0.2	0	1201	0	0	0	0	412	0	0	1000	30623207	8000	1:5;9001:17;5005:137	5	11639	11641	1183
11641	宽滩	Broad Beach	13	0.1;0.9	0	0	1401	0	413	0	0	0	0	834	30929439	8000	1:5;9001:17;5005:138	5	11640	11642	1183
11642	Q1大厦	Queensland No.1	13	0.6;0.95	0	1201	0	0	0	412	0	0	0	834	31238733	9000	1:5;9001:17;5005:138	5	11641	11643	1183
11643	天堂农庄	Paradise Farm	13	0.68;0.56	0	0	1402	0	414	0	0	0	0	715	31551120	9000	1:5;9001:17;5005:138	5	11642	11644	1183
11644	绿岛	Green Island	13	0.2;0.2	0	0	0	1502	0	415	0	0	0	1667	31551200	9000	1:5;9001:17;5005:138	5	11643	11645	1184
11645	棕榈湾	Palm Cove	13	0.2;0.7	0	1201	0	0	0	0	418	0	0	1250	31866712	9000	1:5;9001:17;5005:138	5	11644	11646	1184
11646	丹翠热带雨林	Daintree Rainforest	13	0.68;0.4	1101	0	0	0	0	0	416	0	0	1250	32185379	9000	1:5;9001:17;5005:139	5	11645	11647	1184
11647	凯恩斯植物园	Centenary Gardens	13	0.65;0.75	0	0	1402	0	0	0	419	0	0	1000	32507233	9000	1:5;9001:17;5005:139	5	11646	11648	1184
11648	凯恩斯水族馆	Cairns Aquarium	13	0.68;0.2	0	1202	0	0	417	0	0	0	0	1000	32832305	9000	1:5;9001:17;5005:139	5	11647	11649	1184
11649	道格拉斯港	PortDouglas	13	0.1;0.9	0	0	0	1501	415	0	0	0	0	834	33160628	9000	1:5;9001:17;5005:139	5	11648	11650	1184
11650	拜伦瀑布	Barron Falls	13	0.6;0.95	0	0	1401	0	416	0	0	0	0	834	33492234	9000	1:5;9001:17;5005:139	5	11649	11651	1184
11651	丹翠树国家公园	National Park	13	0.68;0.56	0	1202	0	0	0	0	416	0	0	715	33827156	9000	1:5;9001:17;5005:140	5	11650	11652	1184
11652	龙柏考拉动物园	Koala Sanctuary	13	0.2;0.2	0	0	0	1501	0	421	0	0	0	1667	33827200	10000	1:5;9001:18;5005:140	5	11651	11653	1185
11653	南岸公园	South Bank Parklands	13	0.2;0.7	1101	0	0	0	0	0	420	0	0	1250	34165472	10000	1:5;9001:18;5005:140	5	11652	11654	1185
11654	昆士兰大学	UQ	13	0.68;0.4	0	1201	0	0	422	0	0	0	0	1250	34507127	10000	1:5;9001:18;5005:140	5	11653	11655	1185
11655	故事桥	Story Bridge	13	0.65;0.75	0	0	0	1501	0	421	0	0	0	1000	34852198	10000	1:5;9001:18;5005:140	5	11654	11656	1185
11656	袋鼠角	Kangaroo Point	13	0.68;0.2	0	0	0	1502	0	0	423	0	0	1000	35200720	10000	1:5;9001:18;5005:141	5	11655	11657	1185
11657	布里斯班河	Brisbane River	13	0.1;0.9	1102	0	0	0	0	0	424	0	0	834	35552727	10000	1:5;9001:18;5005:141	5	11656	11658	1185
11658	布里斯班市政厅	Brisbane City Hall	13	0.6;0.95	0	0	1401	0	0	421	0	0	0	834	35908254	10000	1:5;9001:18;5005:141	5	11657	11659	1185
11659	春溪国家公园	Springbrook Park	13	0.68;0.56	0	0	1401	0	422	0	0	0	0	715	36267337	10000	1:5;9001:18;5005:141	5	11658	11660	1185
11660	罗特内斯特岛	Rottnest Island	13	0.2;0.2	0	1201	0	0	426	0	0	0	0	1667	36267400	10000	1:5;9001:18;5005:141	5	11659	11661	1186
11661	弗里曼特尔	Fremantle	13	0.2;0.7	0	0	1402	0	0	429	0	0	0	1250	36630074	10000	1:5;9001:18;5005:142	5	11660	11662	1186
11662	国王公园	Kings Park	13	0.68;0.4	0	0	0	1502	0	427	0	0	0	1250	36996375	10000	1:5;9001:18;5005:142	5	11661	11663	1186
11663	西澳大利亚大学	West Aus University	13	0.65;0.75	1101	0	0	0	0	429	0	0	0	1000	37366339	10000	1:5;9001:18;5005:142	5	11662	11664	1186
11664	珀斯动物园	Perth Zoo	13	0.68;0.2	0	1202	0	0	0	0	429	0	0	1000	37740002	10000	1:5;9001:18;5005:142	5	11663	11665	1186
11665	科特索海滩	Cottesloe Beach	13	0.1;0.9	0	0	1402	0	0	426	0	0	0	834	38117402	10000	1:5;9001:18;5005:142	5	11664	11666	1186
11666	天鹅河	Swan River	13	0.6;0.95	1101	0	0	0	0	0	426	0	0	834	38498576	10000	1:5;9001:18;5005:143	5	11665	11667	1186
11667	凯维森动物园	Caversham Zoo	13	0.68;0.56	0	0	0	1501	427	0	0	0	0	715	38883562	10000	1:5;9001:18;5005:143	5	11666	11668	1186
11668	国会大厦	Parliament House	13	0.2;0.2	0	0	1401	0	0	432	0	0	0	1667	38883600	10000	1:5;9001:18;5005:143	5	11667	11669	1187
11669	伯利格里芬湖	Lake Burley Griffin	13	0.2;0.7	0	1202	0	0	431	0	0	0	0	1250	39272436	10000	1:5;9001:18;5005:143	5	11668	11670	1187
11670	堪培拉小人国	Green Gardens	13	0.68;0.4	1101	0	0	0	0	0	433	0	0	1250	39665160	10000	1:5;9001:18;5005:143	5	11669	11671	1187
11671	战争纪念馆	War Memorial	13	0.65;0.75	0	0	0	1501	432	0	0	0	0	1000	40061812	10000	1:5;9001:18;5005:144	5	11670	11672	1187
11672	澳大利亚皇家铸币厂	Royal Mint	13	0.68;0.2	0	1201	0	0	434	0	0	0	0	1000	40462430	10000	1:5;9001:18;5005:144	5	11671	11673	1187
11673	花卉展	Floriade	13	0.1;0.9	1101	0	0	0	0	0	431	0	0	834	40867054	10000	1:5;9001:18;5005:144	5	11672	11674	1187
11674	国家博物馆	National Museum	13	0.6;0.95	0	0	1402	0	0	434	0	0	0	834	41275725	10000	1:5;9001:18;5005:144	5	11673	11675	1187
11675	澳大利亚国立大学	National University	13	0.68;0.56	1102	0	0	0	430	0	0	0	0	715	41688482	10000	1:5;9001:18;5005:144	5	11674	11676	1187
11676	亨利海滩	Henley Beach	13	0.2;0.2	0	0	0	1502	0	0	437	0	0	1667	41688500	10000	1:5;9001:18;5005:145	5	11675	11677	1188
11677	阿德莱德动物园	Adelaide Zoo	13	0.2;0.7	0	0	1401	0	0	0	439	0	0	1250	42105385	10000	1:5;9001:18;5005:145	5	11676	11678	1188
11678	阿德莱德植物园	Botanic Gardens	13	0.68;0.4	0	1201	0	0	0	0	436	0	0	1250	42526439	10000	1:5;9001:18;5005:145	5	11677	11679	1188
11679	南澳大利亚艺术馆	Art Gallery	13	0.65;0.75	1101	0	0	0	0	0	439	0	0	1000	42951703	10000	1:5;9001:18;5005:145	5	11678	11680	1188
11680	州立图书馆	State Library	13	0.68;0.2	0	0	0	1502	0	436	0	0	0	1000	43381220	10000	1:5;9001:18;5005:145	5	11679	11681	1188
11681	洛夫缔山脉	Mount Lofty	13	0.1;0.9	1101	0	0	0	0	439	0	0	0	834	43815032	10000	1:5;9001:18;5005:146	5	11680	11682	1188
11682	圣彼得大教堂	St Peter's Cathedral	13	0.6;0.95	0	1202	0	0	0	0	438	0	0	834	44253182	10000	1:5;9001:18;5005:146	5	11681	11683	1188
11683	北大街	North Terrace	13	0.68;0.56	0	0	1402	0	437	0	0	0	0	715	44695714	10000	1:5;9001:18;5005:146	5	11682	11684	1188
11684	南岸公园	South Bank Parklands	13	0.2;0.2	0	0	0	1501	0	0	442	0	0	1667	44695800	10000	1:5;9001:18;5005:146	5	11683	11685	1189
11685	白天堂沙滩	Whiteheaven Beach	13	0.2;0.7	0	0	0	1501	0	0	442	0	0	1250	45142758	10000	1:5;9001:18;5005:146	5	11684	11686	1189
11686	布里斯班市政厅	Brisbane City Hall	13	0.68;0.4	0	0	1402	0	442	0	0	0	0	1250	45594186	10000	1:5;9001:18;5005:147	5	11685	11687	1189
11687	昆士兰大学	UQ	13	0.65;0.75	0	1202	0	0	0	0	443	0	0	1000	46050128	10000	1:5;9001:18;5005:147	5	11686	11688	1189
11688	心形礁	Heart Reef	13	0.68;0.2	1101	0	0	0	0	0	440	0	0	1000	46510629	10000	1:5;9001:18;5005:147	5	11687	11689	1189
11689	汉密尔顿岛	Hamilton Island	13	0.1;0.9	0	0	0	1502	441	0	0	0	0	834	46975735	10000	1:5;9001:18;5005:147	5	11688	11690	1189
11690	袋鼠角	Kangaroo Point	13	0.6;0.95	0	1201	0	0	443	0	0	0	0	834	47445492	10000	1:5;9001:18;5005:147	5	11689	11691	1189
11691	艾利海滩	Airlie Beach	13	0.68;0.56	1101	0	0	0	440	0	0	0	0	715	47919947	10000	1:5;9001:18;5005:148	5	11690	11692	1189
11692	十二使徒岩	Twelve Apostles	13	0.2;0.2	0	0	1401	0	448	0	0	0	0	1667	47920000	10000	1:5;9001:19;5005:148	5	11691	11693	1190
11693	洛克阿德峡谷	Loch Ard Gorge	13	0.2;0.7	0	0	0	1502	0	0	449	0	0	1250	48399200	10000	1:5;9001:19;5005:148	5	11692	11694	1190
11694	伦敦桥	London Bridge	13	0.68;0.4	1102	0	0	0	0	0	447	0	0	1250	48883192	10000	1:5;9001:19;5005:148	5	11693	11695	1190
11695	贝尔斯海滩	Bells Beach	13	0.65;0.75	1101	0	0	0	0	445	0	0	0	1000	49372024	10000	1:5;9001:19;5005:148	5	11694	11696	1190
11696	坎贝尔港	Port Campbell	13	0.68;0.2	0	0	1401	0	449	0	0	0	0	1000	49865744	10000	1:5;9001:19;5005:149	5	11695	11697	1190
11697	斯普利特角灯塔	Point Lighthouse	13	0.1;0.9	0	1201	0	0	0	0	448	0	0	834	50364401	10000	1:5;9001:19;5005:149	5	11696	11698	1190
11698	洛恩小镇	Lorne	13	0.6;0.95	1102	0	0	0	449	0	0	0	0	834	50868045	10000	1:5;9001:19;5005:149	5	11697	11699	1190
11699	吉布森石阶	Gibson Steps	13	0.68;0.56	0	0	0	1502	0	0	448	0	0	715	51376725	10000	1:5;9001:19;5005:149	5	11698	11700	1190
11700	威灵顿山	Mount Wellington	13	0.2;0.2	0	1202	0	0	0	0	454	0	0	1250	51376800	10000	1:5;9001:19;5005:149	5	11699	11701	1191
11701	里士满镇	Richmond	13	0.2;0.7	0	0	0	1501	0	453	0	0	0	1000	51685061	10000	1:5;9001:19;5005:150	5	11700	11702	1191
11702	萨拉曼卡广场	Salamanca Place	13	0.68;0.4	0	0	1402	0	0	0	453	0	0	1000	51995171	10000	1:5;9001:19;5005:150	5	11701	11703	1191
11703	百特立角	Battery Point	13	0.65;0.75	1101	0	0	0	0	454	0	0	0	834	52307142	10000	1:5;9001:19;5005:150	5	11702	11704	1191
11704	塔斯马尼亚大学	UTAS	13	0.68;0.2	0	0	0	1501	0	454	0	0	0	834	52620985	10000	1:5;9001:19;5005:150	5	11703	11705	1191
11705	卡斯科特啤酒厂	Cascade Brewery	13	0.1;0.9	0	0	1401	0	0	0	450	0	0	715	52936711	10000	1:5;9001:19;5005:150	5	11704	11706	1191
11706	北霍巴特	North Hobart	13	0.6;0.95	0	1202	0	0	0	452	0	0	0	715	53254331	10000	1:5;9001:19;5005:151	5	11705	11707	1191
11707	里士满石桥	Richmond Bridge	13	0.68;0.56	1101	0	0	0	0	450	0	0	0	625	53573857	20000	1:5;9001:19;5005:151	5	11706	11708	1191
11708	国家公园	National Park	13	0.2;0.2	0	0	0	1501	0	0	459	0	0	1250	53573900	20000	1:5;9001:19;5005:151	5	11707	11709	1192
11709	三姐妹峰	Three Sisters	13	0.2;0.7	0	1201	0	0	455	0	0	0	0	1000	53895343	20000	1:5;9001:19;5005:151	5	11708	11710	1192
11710	风景世界	Scenic Worl	13	0.68;0.4	1102	0	0	0	458	0	0	0	0	1000	54218715	20000	1:5;9001:19;5005:151	5	11709	11711	1192
11711	卡通巴镇	Katoomba	13	0.65;0.75	0	0	1401	0	0	456	0	0	0	834	54544027	20000	1:5;9001:19;5005:152	5	11710	11712	1192
11712	威尔逊山	Mount Wilson	13	0.68;0.2	1102	0	0	0	0	0	457	0	0	834	54871291	20000	1:5;9001:19;5005:152	5	11711	11713	1192
11713	刀背岭酒庄	Razor Ridge Winery	13	0.1;0.9	0	0	0	1501	0	0	456	0	0	715	55200519	20000	1:5;9001:19;5005:152	5	11712	11714	1192
11714	温特沃斯瀑布	Wentworth Falls	13	0.6;0.95	0	0	1401	0	459	0	0	0	0	715	55531722	20000	1:5;9001:19;5005:152	5	11713	11715	1192
11715	帽形山戏院	Hat Hill Gallery	13	0.68;0.56	0	1201	0	0	458	0	0	0	0	625	55864912	20000	1:5;9001:19;5005:152	5	11714	11716	1192
11716	帝王谷	Kings Canyon	13	0.2;0.2	1101	0	0	0	463	0	0	0	0	1250	55865000	20000	1:5;9001:19;5005:153	5	11715	11717	1193
11717	国家公园	National Park	13	0.2;0.7	0	0	0	1502	0	0	463	0	0	1000	56200190	20000	1:5;9001:19;5005:153	5	11716	11718	1193
